001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-Epot-Spec-001,006-Epot-Spec-002,007-Epot-Spec-Sum
0.1000000000000000E-007,0.1182000000000000E+004,0.0000000000000000E+000,0.1182000000000000E+004,6.38645361469554e-19,0.0000000000000000E+000,6.38645361469554e-19
