001-TIME,002-TempTra-001
7.83200000000016E-004,6.61493226812288E+002
7.83600000000016E-004,6.61680019042922E+002
7.84000000000016E-004,6.61817616547320E+002
7.84400000000016E-004,6.61962833851220E+002
7.84800000000016E-004,6.61951860134583E+002
7.85200000000016E-004,6.62026871845273E+002
7.85600000000016E-004,6.62222835426487E+002
7.86000000000016E-004,6.62376568217382E+002
7.86400000000016E-004,6.62581843841381E+002
7.86800000000016E-004,6.62609699512086E+002
7.87200000000016E-004,6.62799632771392E+002
7.87600000000016E-004,6.62953225680564E+002
7.88000000000016E-004,6.63190107019438E+002
7.88400000000016E-004,6.63217796368631E+002
7.88800000000016E-004,6.63383528419428E+002
7.89200000000016E-004,6.63520286005811E+002
7.89600000000016E-004,6.63709750813998E+002
7.90000000000016E-004,6.64248971475125E+002
7.90400000000016E-004,6.64314222723367E+002
7.90800000000016E-004,6.64504023136817E+002
7.91200000000016E-004,6.64825124474044E+002
7.91600000000016E-004,6.64867603258686E+002
7.92000000000016E-004,6.64915317933172E+002
7.92400000000016E-004,6.65106202015701E+002
7.92800000000016E-004,6.65272984207156E+002
7.93200000000016E-004,6.65574195758659E+002
7.93600000000016E-004,6.65809038844158E+002
7.94000000000016E-004,6.66003345080532E+002
7.94400000000016E-004,6.66407681214997E+002
7.94800000000016E-004,6.66854893143570E+002
7.95200000000016E-004,6.66866869195963E+002
7.95600000000016E-004,6.66950827824662E+002
7.96000000000016E-004,6.66860167642432E+002
7.96400000000016E-004,6.67125121225802E+002
7.96800000000016E-004,6.67541271712769E+002
7.97200000000016E-004,6.67550512043431E+002
7.97600000000016E-004,6.67810881615322E+002
7.98000000000016E-004,6.67865266716442E+002
7.98400000000016E-004,6.68132355956289E+002
7.98800000000016E-004,6.68171830714272E+002
7.99200000000016E-004,6.68540665772147E+002
7.99600000000016E-004,6.68843857715750E+002
8.00000000000016E-004,6.68976107038724E+002
8.00400000000016E-004,6.69382389330623E+002
8.00800000000016E-004,6.69503271183988E+002
8.01200000000016E-004,6.69652455073065E+002
8.01600000000016E-004,6.69954896615872E+002
8.02000000000016E-004,6.70062597880773E+002
8.02400000000016E-004,6.70039546402618E+002
8.02800000000016E-004,6.70063594564115E+002
8.03200000000016E-004,6.70355896180560E+002
8.03600000000016E-004,6.70393221315966E+002
8.04000000000016E-004,6.70748353112991E+002
8.04400000000016E-004,6.70803191311195E+002
8.04800000000016E-004,6.70860247636759E+002
8.05200000000016E-004,6.71139836700870E+002
8.05600000000016E-004,6.71165601027306E+002
8.06000000000016E-004,6.71291554153240E+002
8.06400000000016E-004,6.71344645923832E+002
8.06800000000016E-004,6.71641674269645E+002
8.07200000000016E-004,6.71831140505417E+002
8.07600000000016E-004,6.72200895571085E+002
8.08000000000016E-004,6.72104429216066E+002
8.08400000000016E-004,6.72264243216540E+002
8.08800000000016E-004,6.72503878432215E+002
8.09200000000016E-004,6.72435094644090E+002
8.09600000000016E-004,6.72420582272862E+002
8.10000000000016E-004,6.72512038610898E+002
8.10400000000016E-004,6.72598928726674E+002
8.10800000000016E-004,6.72792143608012E+002
8.11200000000016E-004,6.72705515524495E+002
8.11600000000016E-004,6.72651957660156E+002
8.12000000000016E-004,6.72724963524892E+002
8.12400000000016E-004,6.72690216903392E+002
8.12800000000016E-004,6.72934089105296E+002
8.13200000000016E-004,6.73183241601323E+002
8.13600000000016E-004,6.73266041919732E+002
8.14000000000016E-004,6.73675413157282E+002
8.14400000000016E-004,6.73826941772599E+002
8.14800000000016E-004,6.73918588979553E+002
8.15200000000016E-004,6.74125077296316E+002
8.15600000000016E-004,6.74331781749203E+002
8.16000000000016E-004,6.74509432194267E+002
8.16400000000016E-004,6.74585888459107E+002
8.16800000000016E-004,6.74705684162735E+002
8.17200000000017E-004,6.74836392360842E+002
8.17600000000017E-004,6.74952367313404E+002
8.18000000000017E-004,6.75224486502217E+002
8.18400000000017E-004,6.75473169571631E+002
8.18800000000017E-004,6.75630134267044E+002
8.19200000000017E-004,6.75477341880283E+002
8.19600000000017E-004,6.75539943178865E+002
8.20000000000017E-004,6.75484997493382E+002
8.20400000000017E-004,6.75319015138703E+002
8.20800000000017E-004,6.75404860445263E+002
8.21200000000017E-004,6.75477918197935E+002
8.21600000000017E-004,6.75735036884080E+002
8.22000000000017E-004,6.76041411493710E+002
8.22400000000017E-004,6.76091235327443E+002
8.22800000000017E-004,6.76155090146618E+002
8.23200000000017E-004,6.76360468558335E+002
8.23600000000017E-004,6.76466906592661E+002
8.24000000000017E-004,6.76417082566122E+002
8.24400000000017E-004,6.76567177899277E+002
8.24800000000017E-004,6.76457036154610E+002
8.25200000000017E-004,6.76626852003603E+002
8.25600000000017E-004,6.76665640779971E+002
8.26000000000017E-004,6.76883583446204E+002
8.26400000000017E-004,6.77252069671644E+002
8.26800000000017E-004,6.77531672028823E+002
8.27200000000017E-004,6.77811353631754E+002
8.27600000000017E-004,6.77825331190182E+002
8.28000000000017E-004,6.78117147917105E+002
8.28400000000017E-004,6.78373236111697E+002
8.28800000000017E-004,6.78352994512434E+002
8.29200000000017E-004,6.78447059001090E+002
8.29600000000017E-004,6.78374909881598E+002
8.30000000000017E-004,6.78581382118799E+002
8.30400000000017E-004,6.78656512712173E+002
8.30800000000017E-004,6.78860298568867E+002
8.31200000000017E-004,6.78932040348588E+002
8.31600000000017E-004,6.79239783322983E+002
8.32000000000017E-004,6.79546698963930E+002
8.32400000000017E-004,6.79577385360040E+002
8.32800000000017E-004,6.79827493377869E+002
8.33200000000017E-004,6.79809403171633E+002
8.33600000000017E-004,6.80181236498527E+002
8.34000000000017E-004,6.80284469847845E+002
8.34400000000017E-004,6.80367523895417E+002
8.34800000000017E-004,6.80678638536705E+002
8.35200000000017E-004,6.80838853671566E+002
8.35600000000017E-004,6.81021132151608E+002
8.36000000000017E-004,6.80943800069096E+002
8.36400000000017E-004,6.81144047503004E+002
8.36800000000017E-004,6.81364914638250E+002
8.37200000000017E-004,6.81651076053026E+002
8.37600000000017E-004,6.81722691004924E+002
8.38000000000017E-004,6.81986028594592E+002
8.38400000000017E-004,6.82097272308224E+002
8.38800000000017E-004,6.82255152634059E+002
8.39200000000017E-004,6.82222960179909E+002
8.39600000000017E-004,6.82597009434300E+002
8.40000000000017E-004,6.82885787745512E+002
8.40400000000017E-004,6.82921850008833E+002
8.40800000000017E-004,6.82993536706213E+002
8.41200000000017E-004,6.83183078059315E+002
8.41600000000017E-004,6.83431119553647E+002
8.42000000000017E-004,6.83380044784409E+002
8.42400000000017E-004,6.83224329158362E+002
8.42800000000017E-004,6.83767352270201E+002
8.43200000000017E-004,6.83888849678316E+002
8.43600000000017E-004,6.84015726259125E+002
8.44000000000017E-004,6.84145863713790E+002
8.44400000000017E-004,6.84313422396537E+002
8.44800000000017E-004,6.84461551230018E+002
8.45200000000017E-004,6.84426404801598E+002
8.45600000000017E-004,6.84606382393434E+002
8.46000000000017E-004,6.84880300582983E+002
8.46400000000017E-004,6.85169416104466E+002
8.46800000000017E-004,6.85351521322629E+002
8.47200000000017E-004,6.85341780461146E+002
8.47600000000017E-004,6.85658316206905E+002
8.48000000000017E-004,6.86034706555579E+002
8.48400000000017E-004,6.86054475151180E+002
8.48800000000017E-004,6.86385643299274E+002
8.49200000000017E-004,6.86665695611366E+002
8.49600000000017E-004,6.86783128247673E+002
8.50000000000017E-004,6.86901114253913E+002
8.50400000000017E-004,6.86678213734786E+002
8.50800000000017E-004,6.86768215795657E+002
8.51200000000017E-004,6.86961005581744E+002
8.51600000000017E-004,6.87080245024401E+002
8.52000000000017E-004,6.87340830737355E+002
8.52400000000017E-004,6.87363698275809E+002
8.52800000000017E-004,6.87450516729276E+002
8.53200000000017E-004,6.87597745803927E+002
8.53600000000017E-004,6.87679817437245E+002
8.54000000000017E-004,6.88105863179599E+002
8.54400000000017E-004,6.88279857299689E+002
8.54800000000017E-004,6.88392628398293E+002
8.55200000000017E-004,6.88487684088749E+002
8.55600000000017E-004,6.88689456027313E+002
8.56000000000017E-004,6.88867743546375E+002
8.56400000000017E-004,6.89148300019617E+002
8.56800000000017E-004,6.89349481974743E+002
8.57200000000017E-004,6.89484087816024E+002
8.57600000000017E-004,6.89760910561330E+002
8.58000000000017E-004,6.89960956181301E+002
8.58400000000018E-004,6.90137554999778E+002
8.58800000000018E-004,6.90295672701245E+002
8.59200000000018E-004,6.90582330804568E+002
8.59600000000018E-004,6.90624192430315E+002
8.60000000000018E-004,6.90621552860199E+002
8.60400000000018E-004,6.90816986868749E+002
8.60800000000018E-004,6.91032406743331E+002
8.61200000000018E-004,6.90989402540656E+002
8.61600000000018E-004,6.91122715270926E+002
8.62000000000018E-004,6.91147878404450E+002
8.62400000000018E-004,6.91291929513501E+002
8.62800000000018E-004,6.91419893185432E+002
8.63200000000018E-004,6.91552280076385E+002
8.63600000000018E-004,6.91653863390209E+002
8.64000000000018E-004,6.91476955385980E+002
8.64400000000018E-004,6.91518073234772E+002
8.64800000000018E-004,6.91709024824505E+002
8.65200000000018E-004,6.91859799819453E+002
8.65600000000018E-004,6.91922336522004E+002
8.66000000000018E-004,6.92218183399090E+002
8.66400000000018E-004,6.92352506191623E+002
8.66800000000018E-004,6.92560608242821E+002
8.67200000000018E-004,6.92733660249636E+002
8.67600000000018E-004,6.92903801030792E+002
8.68000000000018E-004,6.93245814628528E+002
8.68400000000018E-004,6.93472448018409E+002
8.68800000000018E-004,6.93619348989243E+002
8.69200000000018E-004,6.93870690137834E+002
8.69600000000018E-004,6.93743682805109E+002
8.70000000000018E-004,6.94082703547705E+002
8.70400000000018E-004,6.94525475962870E+002
8.70800000000018E-004,6.94638758147953E+002
8.71200000000018E-004,6.95040222597358E+002
8.71600000000018E-004,6.95235489043641E+002
8.72000000000018E-004,6.95259830214547E+002
8.72400000000018E-004,6.95504024201873E+002
8.72800000000018E-004,6.95801963010848E+002
8.73200000000018E-004,6.95849470772336E+002
8.73600000000018E-004,6.95908949310607E+002
8.74000000000018E-004,6.96164575537025E+002
8.74400000000018E-004,6.96150786448624E+002
8.74800000000018E-004,6.96232533756840E+002
8.75200000000018E-004,6.96325442107701E+002
8.75600000000018E-004,6.96577421761218E+002
8.76000000000018E-004,6.96689119221948E+002
8.76400000000018E-004,6.96712412568252E+002
8.76800000000018E-004,6.96897762834792E+002
8.77200000000018E-004,6.97034328950859E+002
8.77600000000018E-004,6.97019461614660E+002
8.78000000000018E-004,6.97208401585353E+002
8.78400000000018E-004,6.97416114260656E+002
8.79200000000018E-004,6.97315168070944E+002
8.78800000000018E-004,6.97451615944150E+002
8.79600000000018E-004,6.97378628986504E+002
8.80000000000018E-004,6.97437258015540E+002
8.80400000000018E-004,6.97462710707056E+002
8.80800000000018E-004,6.97619075810244E+002
8.81200000000018E-004,6.97805515204022E+002
8.81600000000018E-004,6.97820373176144E+002
8.82000000000018E-004,6.98058678828583E+002
8.82400000000018E-004,6.98249972985635E+002
8.82800000000018E-004,6.98596182114609E+002
8.83200000000018E-004,6.98669391178903E+002
8.83600000000018E-004,6.98941574468862E+002
8.84000000000018E-004,6.99033780599326E+002
8.84400000000018E-004,6.99204161757365E+002
8.84800000000018E-004,6.99321622556368E+002
8.85200000000018E-004,6.99098558247681E+002
8.85600000000018E-004,6.99165227091357E+002
8.86000000000018E-004,6.99349140078858E+002
8.86400000000018E-004,6.99458855830332E+002
8.86800000000018E-004,6.99619428986624E+002
8.87200000000018E-004,6.99681210464408E+002
8.87600000000018E-004,7.00038715842824E+002
8.88000000000018E-004,7.00165795166965E+002
8.88400000000018E-004,7.00308746941811E+002
8.88800000000018E-004,7.00510181538526E+002
8.89200000000018E-004,7.00671225159706E+002
8.89600000000018E-004,7.00576693902151E+002
8.90000000000018E-004,7.00640608562055E+002
8.90400000000018E-004,7.00690126238845E+002
8.90800000000018E-004,7.00936878580143E+002
8.91200000000018E-004,7.01262529031002E+002
8.91600000000018E-004,7.01436067974828E+002
8.92000000000018E-004,7.01454211451226E+002
8.92400000000018E-004,7.01689092896802E+002
8.92800000000018E-004,7.01782441943793E+002
8.93200000000018E-004,7.02051936836247E+002
8.93600000000018E-004,7.02065493451842E+002
8.94000000000018E-004,7.02286751136998E+002
8.94400000000018E-004,7.02461421215455E+002
8.94800000000018E-004,7.02522918576323E+002
8.95200000000018E-004,7.02841932640624E+002
8.95600000000018E-004,7.03003704410805E+002
8.96000000000018E-004,7.03034247037471E+002
8.96400000000018E-004,7.03159178610352E+002
8.96800000000018E-004,7.03256645959796E+002
8.97200000000018E-004,7.03318724818010E+002
8.97600000000018E-004,7.03549032207621E+002
8.98000000000018E-004,7.03770072268944E+002
8.98400000000018E-004,7.03732513755458E+002
8.98800000000018E-004,7.03947224847027E+002
8.99200000000018E-004,7.03874858918825E+002
8.99600000000019E-004,7.03809951418013E+002
9.00000000000019E-004,7.03705611106515E+002
9.00400000000019E-004,7.03940282571275E+002
9.00800000000019E-004,7.04018361924634E+002
9.01200000000019E-004,7.04238637044974E+002
9.01600000000019E-004,7.04342297461931E+002
9.02000000000019E-004,7.04627975240920E+002
9.02400000000019E-004,7.04677217559284E+002
9.02800000000019E-004,7.04936563277749E+002
9.03200000000019E-004,7.04881074177597E+002
9.03600000000019E-004,7.04941343149610E+002
9.04000000000019E-004,7.04981268001730E+002
9.04400000000019E-004,7.05236494486707E+002
9.04800000000019E-004,7.05303386765817E+002
9.05200000000019E-004,7.05405589191657E+002
9.05600000000019E-004,7.05447940847668E+002
9.06000000000019E-004,7.05689550556697E+002
9.06400000000019E-004,7.05782271580527E+002
9.06800000000019E-004,7.06044779315246E+002
9.07200000000019E-004,7.06373192432964E+002
9.07600000000019E-004,7.06511300412449E+002
9.08000000000019E-004,7.06728458329133E+002
9.08400000000019E-004,7.06988881436970E+002
9.08800000000019E-004,7.06986712111788E+002
9.09200000000019E-004,7.07158284535285E+002
9.09600000000019E-004,7.07094781003342E+002
9.10000000000019E-004,7.07434208749454E+002
9.10400000000019E-004,7.07722976673207E+002
9.10800000000019E-004,7.07911240786287E+002
9.11200000000019E-004,7.08051222139670E+002
9.11600000000019E-004,7.08138052361938E+002
9.12000000000019E-004,7.08453251059968E+002
9.12400000000019E-004,7.08473999419396E+002
9.12800000000019E-004,7.08571592508208E+002
9.13200000000019E-004,7.08671227937321E+002
9.13600000000019E-004,7.08453125878027E+002
9.14000000000019E-004,7.08664207276342E+002
9.14400000000019E-004,7.08867971304634E+002
9.14800000000019E-004,7.09222151118550E+002
9.15200000000019E-004,7.09392256741976E+002
9.15600000000019E-004,7.09348741462378E+002
9.16000000000019E-004,7.09385197984230E+002
9.16400000000019E-004,7.09690038661905E+002
9.16800000000019E-004,7.09491647331645E+002
9.17200000000019E-004,7.09634360647113E+002
9.17600000000019E-004,7.09767558105163E+002
9.18000000000019E-004,7.09876439803179E+002
9.18400000000019E-004,7.09801176822305E+002
9.18800000000019E-004,7.09727740541174E+002
9.19200000000019E-004,7.09963722478727E+002
9.19600000000019E-004,7.10180656863558E+002
9.20000000000019E-004,7.10184263838173E+002
9.20400000000019E-004,7.10488696954161E+002
9.20800000000019E-004,7.10393703957070E+002
9.21200000000019E-004,7.10491766456689E+002
9.21600000000019E-004,7.10530974557213E+002
9.22000000000019E-004,7.10630631178431E+002
9.22400000000019E-004,7.11006995631367E+002
9.22800000000019E-004,7.11129435968773E+002
9.23200000000019E-004,7.11201919954720E+002
9.23600000000019E-004,7.11334017219395E+002
9.24000000000019E-004,7.11586923185808E+002
9.24400000000019E-004,7.11911732467130E+002
9.24800000000019E-004,7.11911883351738E+002
9.25200000000019E-004,7.12147678379027E+002
9.25600000000019E-004,7.12197405502469E+002
9.26000000000019E-004,7.12630706071733E+002
9.26400000000019E-004,7.12657116523789E+002
9.26800000000019E-004,7.12837286590907E+002
9.27200000000019E-004,7.12868404457026E+002
9.27600000000019E-004,7.12900309340066E+002
9.28000000000019E-004,7.13094202545575E+002
9.28400000000019E-004,7.13102337440188E+002
9.28800000000019E-004,7.13214045935329E+002
9.29200000000019E-004,7.13327731731924E+002
9.29600000000019E-004,7.13578817983680E+002
9.30000000000019E-004,7.13859659283706E+002
9.30400000000019E-004,7.13979724766573E+002
9.30800000000019E-004,7.13946243000023E+002
9.31200000000019E-004,7.14132380901008E+002
9.31600000000019E-004,7.14238646990694E+002
9.32000000000019E-004,7.14439229035726E+002
9.32400000000019E-004,7.14474685805135E+002
9.32800000000019E-004,7.14746862556531E+002
9.33200000000019E-004,7.15150234584013E+002
9.33600000000019E-004,7.15222168329797E+002
9.34000000000019E-004,7.15291304509157E+002
9.34400000000019E-004,7.15389539959014E+002
9.34800000000019E-004,7.15395331358426E+002
9.35200000000019E-004,7.15903100029596E+002
9.35600000000019E-004,7.15958900732689E+002
9.36000000000019E-004,7.16045860598006E+002
9.36400000000019E-004,7.16201911682276E+002
9.36800000000019E-004,7.16089794178976E+002
9.37200000000019E-004,7.16011533031589E+002
9.37600000000019E-004,7.16272092277232E+002
9.38000000000019E-004,7.16376429177116E+002
9.38400000000019E-004,7.16243861607436E+002
9.38800000000019E-004,7.16167179415912E+002
9.39200000000019E-004,7.16447138141340E+002
9.39600000000019E-004,7.16720720615923E+002
9.40000000000019E-004,7.17073795836227E+002
9.40400000000019E-004,7.17051822371061E+002
9.40800000000020E-004,7.17153790612669E+002
9.41200000000020E-004,7.17394002144901E+002
9.41600000000020E-004,7.17366737139225E+002
9.42000000000020E-004,7.17743906030297E+002
9.42400000000020E-004,7.17660754881260E+002
9.42800000000020E-004,7.17679893338402E+002
9.43200000000020E-004,7.17662393018392E+002
9.43600000000020E-004,7.17834726099408E+002
9.44000000000020E-004,7.18521961947001E+002
9.44400000000020E-004,7.18815172811229E+002
9.44800000000020E-004,7.19041515878512E+002
9.45200000000020E-004,7.19164448259079E+002
9.45600000000020E-004,7.19080953388066E+002
9.46000000000020E-004,7.19180483059762E+002
9.46400000000020E-004,7.19225496929078E+002
9.46800000000020E-004,7.19466205052578E+002
9.47200000000020E-004,7.19471317693045E+002
9.47600000000020E-004,7.19601067766741E+002
9.48000000000020E-004,7.19883871450810E+002
9.48400000000020E-004,7.19877269214695E+002
9.48800000000020E-004,7.19827004386354E+002
9.49200000000020E-004,7.20180462369561E+002
9.49600000000020E-004,7.20298897193125E+002
9.50000000000020E-004,7.20505851839223E+002
9.50400000000020E-004,7.20521164126072E+002
9.50800000000020E-004,7.20753324100276E+002
9.51200000000020E-004,7.21031217541948E+002
9.51600000000020E-004,7.21125069187724E+002
9.52000000000020E-004,7.21320379282140E+002
9.52400000000020E-004,7.21462459840736E+002
9.52800000000020E-004,7.21389816197852E+002
9.53200000000020E-004,7.21516417314282E+002
9.53600000000020E-004,7.21392777529592E+002
9.54000000000020E-004,7.21333901239413E+002
9.54400000000020E-004,7.21551298817411E+002
9.54800000000020E-004,7.21919174096016E+002
9.55200000000020E-004,7.22283738721789E+002
9.55600000000020E-004,7.22415898400944E+002
9.56000000000020E-004,7.22509400774122E+002
9.56400000000020E-004,7.22444285126817E+002
9.56800000000020E-004,7.22347326632993E+002
9.57200000000020E-004,7.22430657569909E+002
9.57600000000020E-004,7.22386704574074E+002
9.58000000000020E-004,7.22484007930161E+002
9.58400000000020E-004,7.22761756009002E+002
9.58800000000020E-004,7.22943326445198E+002
9.59200000000020E-004,7.22990471308669E+002
9.59600000000020E-004,7.23058926389784E+002
9.60000000000020E-004,7.23142989871916E+002
9.60400000000020E-004,7.23194736884296E+002
9.60800000000020E-004,7.23467661377747E+002
9.61200000000020E-004,7.23498398609364E+002
9.61600000000020E-004,7.23693924262860E+002
9.62000000000020E-004,7.23852986816348E+002
9.62400000000020E-004,7.23773106020084E+002
9.62800000000020E-004,7.23779366229292E+002
9.63200000000020E-004,7.23829917807039E+002
9.63600000000020E-004,7.23881575249491E+002
9.64000000000020E-004,7.23878438659836E+002
9.64400000000020E-004,7.23982376447526E+002
9.64800000000020E-004,7.24232754955331E+002
9.65200000000020E-004,7.24560815540716E+002
9.65600000000020E-004,7.24653703188087E+002
9.66000000000020E-004,7.24575657452306E+002
9.66400000000020E-004,7.24699046723328E+002
9.66800000000020E-004,7.24746089594454E+002
9.67200000000020E-004,7.24892411909615E+002
9.67600000000020E-004,7.25260606882650E+002
9.68000000000020E-004,7.25378143533178E+002
9.68400000000020E-004,7.25644585537830E+002
9.68800000000020E-004,7.25678804616858E+002
9.69200000000020E-004,7.25696941681554E+002
9.69600000000020E-004,7.25945563288843E+002
9.70000000000020E-004,7.26163332747361E+002
9.70400000000020E-004,7.26301974300068E+002
9.70800000000020E-004,7.26422919569708E+002
9.71200000000020E-004,7.26623299957405E+002
9.71600000000020E-004,7.26983551834364E+002
9.72000000000020E-004,7.27263665089864E+002
9.72400000000020E-004,7.27405099284132E+002
9.72800000000020E-004,7.27382114381358E+002
9.73200000000020E-004,7.27571900454697E+002
9.73600000000020E-004,7.27640853247336E+002
9.74000000000020E-004,7.27964826756404E+002
9.74400000000020E-004,7.28181313786224E+002
9.74800000000020E-004,7.28369842556226E+002
9.75200000000020E-004,7.28494675071431E+002
9.75600000000020E-004,7.28522482681796E+002
9.76000000000020E-004,7.28656015272600E+002
9.76400000000020E-004,7.28518691034647E+002
9.76800000000020E-004,7.28804130981220E+002
9.77200000000020E-004,7.28863140469287E+002
9.77600000000020E-004,7.29168786270621E+002
9.78000000000020E-004,7.29175797332374E+002
9.78400000000020E-004,7.29543246142777E+002
9.78800000000020E-004,7.29786018827100E+002
9.79200000000020E-004,7.30023062592358E+002
9.79600000000020E-004,7.30329960315784E+002
9.80000000000020E-004,7.30284104384595E+002
9.80400000000020E-004,7.30515405683328E+002
9.80800000000020E-004,7.30608662236221E+002
9.81200000000020E-004,7.30770234183606E+002
9.81600000000020E-004,7.30999657487431E+002
9.82000000000020E-004,7.31128429531659E+002
9.82400000000020E-004,7.31659737412137E+002
9.82800000000020E-004,7.31703687409276E+002
9.83200000000020E-004,7.31964578610277E+002
9.83600000000020E-004,7.31954647964423E+002
9.84000000000020E-004,7.32038785725549E+002
9.84400000000020E-004,7.32009755961472E+002
9.84800000000020E-004,7.32195539711579E+002
9.85200000000020E-004,7.32319588065145E+002
9.85600000000020E-004,7.32479444656413E+002
9.86000000000020E-004,7.32423855493434E+002
9.86400000000021E-004,7.32539853874885E+002
9.86800000000021E-004,7.32653186294406E+002
9.87200000000021E-004,7.32860391231918E+002
9.87600000000021E-004,7.32981196019740E+002
9.88000000000021E-004,7.33055043791100E+002
9.88400000000021E-004,7.32996416065075E+002
9.88800000000021E-004,7.33191876062434E+002
9.89200000000021E-004,7.33222205991343E+002
9.89600000000021E-004,7.33231170143055E+002
9.90000000000021E-004,7.33455805127081E+002
9.90400000000021E-004,7.33562426454790E+002
9.90800000000021E-004,7.33868787797051E+002
9.91200000000021E-004,7.33905724486823E+002
9.91600000000021E-004,7.33902200200101E+002
9.92000000000021E-004,7.33957603041833E+002
9.92400000000021E-004,7.34277024077626E+002
9.92800000000021E-004,7.34209593956214E+002
9.93200000000021E-004,7.34436704217746E+002
9.93600000000021E-004,7.34528180440868E+002
9.94000000000021E-004,7.34762556035941E+002
9.94400000000021E-004,7.34897540646884E+002
9.94800000000021E-004,7.35050095745297E+002
9.95200000000021E-004,7.35352900889021E+002
9.95600000000021E-004,7.35337115395666E+002
9.96000000000021E-004,7.35277275404284E+002
9.96400000000021E-004,7.35536420575022E+002
9.96800000000021E-004,7.35496368244343E+002
9.97200000000021E-004,7.35572561507096E+002
9.97600000000021E-004,7.35644680904751E+002
9.98000000000021E-004,7.35762693997634E+002
9.98400000000021E-004,7.35887738942790E+002
9.98800000000021E-004,7.36027362316690E+002
9.99200000000021E-004,7.36083905752529E+002
9.99600000000021E-004,7.36070082990002E+002
1.00000000000002E-003,7.36132828139191E+002
1.00040000000002E-003,7.36529511766340E+002
1.00080000000002E-003,7.36766503385388E+002
1.00120000000002E-003,7.36705349439974E+002
1.00160000000002E-003,7.36754066472908E+002
1.00200000000002E-003,7.36738001508614E+002
1.00240000000002E-003,7.36660242723062E+002
1.00280000000002E-003,7.36716275372104E+002
1.00320000000002E-003,7.36765125321268E+002
1.00360000000002E-003,7.36898204461493E+002
1.00400000000002E-003,7.37146967620452E+002
1.00440000000002E-003,7.37138321415377E+002
1.00480000000002E-003,7.36957546321064E+002
1.00520000000002E-003,7.37162409597384E+002
1.00560000000002E-003,7.37450550721617E+002
1.00600000000002E-003,7.37490558263326E+002
1.00640000000002E-003,7.37522571082892E+002
1.00680000000002E-003,7.37705989465974E+002
1.00720000000002E-003,7.37650004397051E+002
1.00760000000002E-003,7.37853665167483E+002
1.00800000000002E-003,7.37945279977043E+002
1.00840000000002E-003,7.38111494903927E+002
1.00880000000002E-003,7.38116074053294E+002
1.00920000000002E-003,7.38099417125520E+002
1.00960000000002E-003,7.38350963051817E+002
1.01000000000002E-003,7.38445969384692E+002
1.01040000000002E-003,7.38789819555573E+002
1.01080000000002E-003,7.39054508643368E+002
1.01120000000002E-003,7.39178448503757E+002
1.01160000000002E-003,7.39357433464889E+002
1.01200000000002E-003,7.39377997692869E+002
1.01240000000002E-003,7.39460333580376E+002
1.01280000000002E-003,7.39822183623260E+002
1.01320000000002E-003,7.39766695642589E+002
1.01360000000002E-003,7.39898657456410E+002
1.01400000000002E-003,7.40082602051407E+002
1.01440000000002E-003,7.40125162319445E+002
1.01480000000002E-003,7.40331607181554E+002
1.01520000000002E-003,7.40369919022563E+002
1.01560000000002E-003,7.40603962170907E+002
1.01600000000002E-003,7.40681948336045E+002
1.01640000000002E-003,7.40675254919154E+002
1.01680000000002E-003,7.40779214055497E+002
1.01720000000002E-003,7.40907049666538E+002
1.01760000000002E-003,7.41126764330183E+002
1.01800000000002E-003,7.41285912170939E+002
1.01840000000002E-003,7.41350680144866E+002
1.01880000000002E-003,7.41482404768697E+002
1.01920000000002E-003,7.41626723394879E+002
1.01960000000002E-003,7.41941226183231E+002
1.02000000000002E-003,7.41977806618051E+002
1.02040000000002E-003,7.41857283551943E+002
1.02080000000002E-003,7.41996076723944E+002
1.02120000000002E-003,7.41989923988850E+002
1.02160000000002E-003,7.42139831429015E+002
1.02200000000002E-003,7.42445125300464E+002
1.02240000000002E-003,7.42538025149415E+002
1.02280000000002E-003,7.42764220061135E+002
1.02320000000002E-003,7.43166441661684E+002
1.02360000000002E-003,7.43176643691631E+002
1.02400000000002E-003,7.43172517258999E+002
1.02440000000002E-003,7.43208706523612E+002
1.02480000000002E-003,7.43212598034540E+002
1.02520000000002E-003,7.43388439629281E+002
1.02560000000002E-003,7.43382686100934E+002
1.02600000000002E-003,7.43657782682310E+002
1.02640000000002E-003,7.43622676461584E+002
1.02680000000002E-003,7.43849218537599E+002
1.02720000000002E-003,7.43797462600204E+002
1.02760000000002E-003,7.43977272700540E+002
1.02800000000002E-003,7.43897080578878E+002
1.02840000000002E-003,7.43868691930941E+002
1.02880000000002E-003,7.43825512920719E+002
1.02920000000002E-003,7.43882448013810E+002
1.02960000000002E-003,7.44018692361803E+002
1.03000000000002E-003,7.44287024802636E+002
1.03040000000002E-003,7.44402209923475E+002
1.03080000000002E-003,7.44594363134293E+002
1.03120000000002E-003,7.44441545233247E+002
1.03160000000002E-003,7.44461558675525E+002
1.03200000000002E-003,7.44699025385440E+002
1.03240000000002E-003,7.44862044682528E+002
1.03280000000002E-003,7.44854432149899E+002
1.03320000000002E-003,7.44861607409753E+002
1.03360000000002E-003,7.45076071858406E+002
1.03400000000002E-003,7.45355078247798E+002
1.03440000000002E-003,7.45372851177699E+002
1.03480000000002E-003,7.45503380319102E+002
1.03520000000002E-003,7.45358928164427E+002
1.03560000000002E-003,7.45561851458210E+002
1.03600000000002E-003,7.45719687544679E+002
1.03640000000002E-003,7.45817146554478E+002
1.03680000000002E-003,7.45917254447136E+002
