001-TIME,002-E-El,003-E-Mag,004-E-phi,005-E-psi,006-E-pot
2.22624193334338E-009,9.33374082665972E+011,3.57513172397239E+011,0.00000000000000E+000,0.00000000000000E+000,1.29088725506321E+012
2.23814940351935E-009,9.11844305015215E+011,3.66837112488993E+011,0.00000000000000E+000,0.00000000000000E+000,1.27868141750421E+012
2.25005687369531E-009,8.88780655113995E+011,3.76371562150445E+011,0.00000000000000E+000,0.00000000000000E+000,1.26515221726444E+012
2.26196434387128E-009,8.64341872154752E+011,3.86052151850925E+011,0.00000000000000E+000,0.00000000000000E+000,1.25039402400568E+012
2.27387181404725E-009,8.38696263295808E+011,3.95813405184235E+011,0.00000000000000E+000,0.00000000000000E+000,1.23450966848004E+012
2.28577928422321E-009,8.12020525233098E+011,4.05589192039958E+011,0.00000000000000E+000,0.00000000000000E+000,1.21760971727306E+012
2.29768675439918E-009,7.84498503884606E+011,4.15313187866351E+011,0.00000000000000E+000,0.00000000000000E+000,1.19981169175096E+012
2.30959422457515E-009,7.56319901065897E+011,4.24919335716249E+011,0.00000000000000E+000,0.00000000000000E+000,1.18123923678215E+012
2.32150169475112E-009,7.27678937436193E+011,4.34342307738313E+011,0.00000000000000E+000,0.00000000000000E+000,1.16202124517451E+012
2.33340916492708E-009,6.98772981327039E+011,4.43517962772426E+011,0.00000000000000E+000,0.00000000000000E+000,1.14229094409946E+012
2.34531663510305E-009,6.69801153327464E+011,4.52383796729940E+011,0.00000000000000E+000,0.00000000000000E+000,1.12218495005740E+012
2.35722410527902E-009,6.40962916688633E+011,4.60879382486396E+011,0.00000000000000E+000,0.00000000000000E+000,1.10184229917503E+012
2.36913157545499E-009,6.12456663726049E+011,4.68946796085850E+011,0.00000000000000E+000,0.00000000000000E+000,1.08140345981190E+012
2.38103904563095E-009,5.84478308437658E+011,4.76531026151222E+011,0.00000000000000E+000,0.00000000000000E+000,1.06100933458888E+012
2.39294651580692E-009,5.57219895521461E+011,4.83580363513391E+011,0.00000000000000E+000,0.00000000000000E+000,1.04080025903485E+012
2.40485398598289E-009,5.30868235866819E+011,4.90046768212034E+011,0.00000000000000E+000,0.00000000000000E+000,1.02091500407885E+012
2.41676145615886E-009,5.05603578410471E+011,4.95886211182341E+011,0.00000000000000E+000,0.00000000000000E+000,1.00148978959281E+012
2.42866892633482E-009,4.81598327992690E+011,5.01058988122503E+011,0.00000000000000E+000,0.00000000000000E+000,9.82657316115193E+011
2.44057639651079E-009,4.59015818522985E+011,5.05530003235911E+011,0.00000000000000E+000,0.00000000000000E+000,9.64545821758896E+011
2.45248386668676E-009,4.38009150370696E+011,5.09269020757866E+011,0.00000000000000E+000,0.00000000000000E+000,9.47278171128562E+011
