001-TIME,002-ElectricCurrentSEE-BC_Xplus,003-EnergyViolationRatioSEE-BC_Xplus,004-EnergyViolationAdditionSEE-BC_Xplus
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.5000000000000002E-009,0.3308947908400158E+001,0.1883764210893328E+000,0.5331128076915232E-001
0.1000000000000000E-008,0.3308904292658609E+001,0.1889152528195457E+000,0.5345153099659179E-001
