001-TIME,002-ElectricCurrentSEE-BC_Xplus,003-EnergyViolationRatioSEE-BC_Xplus,004-EnergyViolationAdditionSEE-BC_Xplus
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.5000000000000002E-009,0.4989207324229442E+001,0.1031005536700309E+000,0.5038101205622754E-001
0.1000000000000000E-008,0.4988975529914550E+001,0.1035095759747130E+000,0.5082391082585132E-001
