001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-MaxMCSoverMFP,006-ResolvedCellPercentage,007-RotRelaxPmean,008-RotRelaxPmax,009-VibRelaxPmean,010-VibRelaxPmax,011-VibRelaxRate001+004,012-VibRelaxRate002+004
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2000000000000000E+000,0.2000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.00000000000000E-012,7.41141210419671E-003,5.75456152724456E-001,3.92916834833356E-006,0.0000000000000000E+000,0.0000000000000000E+000,2.00000000000000E-001,2.00000000000000E-001,1.06767525015844E-001,0.00000000000000E+000,3.44953922724716E-014,5.85600826447936E-016
