001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-MaxMCSoverMFP,006-ResolvedCellPercentage,007-RotRelaxPmean,008-RotRelaxPmax,009-VibRelaxPmean,010-VibRelaxPmax,011-VibRelaxRate001+004,012-VibRelaxRate002+004
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2000000000000000E+000,0.2000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.00000000000000E-012,7.13039570078954E-003,5.35804451332749E-001,3.81185943832952E-006,0.0000000000000000E+000,0.1000000000000000E+003,2.00000000000000E-001,2.00000000000000E-001,2.23135315171175E-001,0.00000000000000E+000,6.56373439148567E-014,6.20636773329436E-015
