001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-MaxMCSoverMFP,006-ResolvedCellPercentage,007-RotRelaxPmean,008-RotRelaxPmax,009-VibRelaxPmean,010-VibRelaxPmax,011-VibRelaxRate001+004,012-VibRelaxRate002+004
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2000000000000000E+000,0.2000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1.00000000000000E-012,5.41488583400513E-003,4.25291054075299E-001,3.27096839210622E-006,0.0000000000000000E+000,0.1000000000000000E+003,2.00000000000000E-001,2.00000000000000E-001,2.95684045737927E-001,0.00000000000000E+000,1.23526738433633E-014,6.92510515789200E-014
