001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-NumDens-Spec-001,007-NumDens-Spec-002,008-NumDens-Spec-003,009-NumDens-Spec-004,010-nPartIn-Spec-001,011-nPartIn-Spec-002,012-nPartIn-Spec-003,013-nPartIn-Spec-004,014-nPartOut-Spec-001,015-nPartOut-Spec-002,016-nPartOut-Spec-003,017-nPartOut-Spec-004,018-Ekin-001,019-Ekin-002,020-Ekin-003,021-Ekin-004,022-EkinIn-001,023-EkinIn-002,024-EkinIn-003,025-EkinIn-004,026-EkinOut-001,027-EkinOut-002,028-EkinOut-003,029-EkinOut-004
0.5000000000000000E-007,0.0000000000000000E+000,0.0000000000000000E+000,0.1371430000000000E+006,0.1371430000000000E+006,0.0000000000000000E+000,0.0000000000000000E+000,0.4388575999999997E+013,0.4388575999999997E+013,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5128191068346880E-004,0.5128191068346880E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
