001-TIME,002-Charge,003-Charge-absError,004-Charge-relError
0.1125778821293711E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.2251557642587422E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.3377336463881133E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.4503115285174844E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.5628894106468555E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.6754672927762266E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.7880451749055976E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.9006230570349687E-010,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
0.1000000000000000E-009,0.1802448596250001E-005,0.6670384459627615E-019,0.3700734918879582E-013
