001-TIME,002-E-El,003-E-Mag,004-E-phi,005-E-psi,006-E-pot
1.00000000000000E-009,1.52866609581058E-011,1.52590326723386E-011,1.19269179182625E-013,1.46784377968183E-013,3.08117471875952E-011
