001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-Reaction001     ,006-Reaction002     
0,0,0,0,0,0
1E-08,0.229682742634402,0.840061899434066,4.52911520851203E-05,4.77908005306332E-15,1.19523301026507E-15
