001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-Reaction001     ,006-Reaction002     
0,0,0,0,0,0
1E-08,0.216716418436151,0.79023939108969,4.29504103541859E-05,2.0795823056863E-15,2.69889710262125E-16
