001-TIME,002-TempTra-001     ,003-TempVib001     ,004-XiVibMean001     ,005-TempRot001     ,006-TempTotal001      
    4.90000000000000E-009,    6.73863437158178E+003,    6.75652758527193E+003,    1.68251946848852E+000,    6.63979070966216E+003,    6.71355675763064E+003 
    5.00000000000000E-009,    6.73892507131152E+003,    6.74129725965959E+003,    1.68184463827845E+000,    6.66950171927486E+003,    6.71874246319661E+003 
    5.10000000000000E-009,    6.73983283324104E+003,    6.76717007978545E+003,    1.68298932902848E+000,    6.69716907245468E+003,    6.73394935424420E+003 
    5.20000000000000E-009,    6.74648840579338E+003,    6.77570219775063E+003,    1.68336501787021E+000,    6.68923314194925E+003,    6.73671293309462E+003 
    5.30000000000000E-009,    6.74668516145386E+003,    6.75946347726482E+003,    1.68264922514265E+000,    6.75464605064942E+003,    6.75228521621183E+003 
    5.40000000000000E-009,    6.72486254270781E+003,    6.76221585423845E+003,    1.68277077509546E+000,    6.77336340688891E+003,    6.74878357707199E+003 
    5.50000000000000E-009,    6.70832953245709E+003,    6.71780825225024E+003,    1.68079825752952E+000,    6.76829740465247E+003,    6.72866655729534E+003 
    5.60000000000000E-009,    6.70870591676039E+003,    6.68743538019071E+003,    1.67943500608141E+000,    6.78731791142761E+003,    6.72689630344887E+003 
    5.70000000000000E-009,    6.71966192931719E+003,    6.65439843187364E+003,    1.67793894650456E+000,    6.77518390852792E+003,    6.71989190959825E+003 
    5.80000000000000E-009,    6.69133189501342E+003,    6.65054391492395E+003,    1.67776349007497E+000,    6.78238600534852E+003,    6.70835490533883E+003 
    5.90000000000000E-009,    6.71776416441146E+003,    6.68752714510506E+003,    1.67943914231741E+000,    6.77320929807254E+003,    6.72676327829980E+003 
    6.00000000000000E-009,    6.69726867025538E+003,    6.69128948578580E+003,    1.67960863553639E+000,    6.78234487041214E+003,    6.72123859412085E+003 
    6.10000000000000E-009,    6.70349242136965E+003,    6.68238827263495E+003,    1.67920734752143E+000,    6.81586930644518E+003,    6.73183643266956E+003 
    6.20000000000000E-009,    6.74882365879108E+003,    6.67587280717442E+003,    1.67891297928181E+000,    6.81356648011093E+003,    6.74987285811926E+003 
    6.30000000000000E-009,    6.74132985723882E+003,    6.69376710260700E+003,    1.67972015453312E+000,    6.80277709020780E+003,    6.74776760423764E+003 
    6.40000000000000E-009,    6.73576455000634E+003,    6.70808187846226E+003,    1.68036295958028E+000,    6.79217680086600E+003,    6.74569029299899E+003 
    6.50000000000000E-009,    6.72135751935925E+003,    6.69817171134512E+003,    1.67991821770422E+000,    6.78384037177353E+003,    6.73423424041333E+003 
    6.60000000000000E-009,    6.72195817059665E+003,    6.67605634308834E+003,    1.67892127878816E+000,    6.76678936663944E+003,    6.72384422923109E+003 
    6.70000000000000E-009,    6.70935046163059E+003,    6.65403133688811E+003,    1.67792224465556E+000,    6.75445388623127E+003,    6.70895897148393E+003 
    6.80000000000000E-009,    6.73381999261833E+003,    6.68330593400252E+003,    1.67924876419334E+000,    6.76206820440217E+003,    6.72957861040044E+003 
    6.90000000000000E-009,    6.77221495811891E+003,    6.67523043071003E+003,    1.67888392760812E+000,    6.75147655196259E+003,    6.74162562929983E+003 
    7.00000000000000E-009,    6.75555978792622E+003,    6.65476552646648E+003,    1.67795564660995E+000,    6.75021353235538E+003,    6.72863226387248E+003 
    7.10000000000000E-009,    6.75463155878116E+003,    6.67247737522025E+003,    1.67875936047365E+000,    6.78398819465774E+003,    6.74277249504987E+003 
    7.20000000000000E-009,    6.76450394528155E+003,    6.64044854571300E+003,    1.67730304796808E+000,    6.75150301083757E+003,    6.72944782052286E+003 
    7.30000000000000E-009,    6.74776546080028E+003,    6.62603918243995E+003,    1.67664357226284E+000,    6.72191828890228E+003,    6.70945490502238E+003 
    7.40000000000000E-009,    6.75362178642875E+003,    6.61851302953880E+003,    1.67629805282301E+000,    6.72679797475140E+003,    6.71166287937693E+003 
    7.50000000000000E-009,    6.75682689092213E+003,    6.61429096790025E+003,    1.67610389917864E+000,    6.73715148731771E+003,    6.71514751807818E+003 
    7.60000000000000E-009,    6.72948684928326E+003,    6.61631022136502E+003,    1.67619678451407E+000,    6.72888650748807E+003,    6.70089167907619E+003 
    7.70000000000000E-009,    6.73131789608132E+003,    6.61144563565833E+003,    1.67597292420242E+000,    6.74519718378331E+003,    6.70538248720628E+003 
    7.80000000000000E-009,    6.75415855291861E+003,    6.61484167459026E+003,    1.67612923686286E+000,    6.71084807292177E+003,    6.70620650741586E+003 
    7.90000000000000E-009,    6.76622318624409E+003,    6.64301830436319E+003,    1.67742037704167E+000,    6.73355181911761E+003,    6.72548752811386E+003 
    8.00000000000000E-009,    6.73128062815304E+003,    6.64668935459677E+003,    1.67758784109388E+000,    6.71162272645613E+003,    6.70414132280999E+003 
    8.10000000000000E-009,    6.72603880870018E+003,    6.65403133688807E+003,    1.67792224465555E+000,    6.72601353400453E+003,    6.70793834515810E+003 
    8.20000000000000E-009,    6.73859110063274E+003,    6.64678113034734E+003,    1.67759202545262E+000,    6.71499112961466E+003,    6.70845754121836E+003 
    8.30000000000000E-009,    6.76567223589168E+003,    6.67367036862112E+003,    1.67881335150729E+000,    6.71106217728970E+003,    6.72619305501565E+003 
    8.40000000000000E-009,    6.77308384121870E+003,    6.66541109910464E+003,    1.67843919243068E+000,    6.68641560456909E+003,    6.72006866605304E+003 
    8.50000000000000E-009,    6.74390985212069E+003,    6.67550573505492E+003,    1.67889637897337E+000,    6.68109614614168E+003,    6.70790527550177E+003 
    8.60000000000000E-009,    6.73859235700088E+003,    6.67513866254641E+003,    1.67887977693703E+000,    6.70018779033528E+003,    6.71114160719762E+003 
    8.70000000000000E-009,    6.77175099936966E+003,    6.67513866254641E+003,    1.67887977693703E+000,    6.71592691612100E+003,    6.73074881425201E+003 
