  TIME     ,002-E-El      ,003 -E-Mag    ,004 -E-pot                  
    0.00000000000000E+000,    4.26036468403345E+010,    4.64440261997833E+011,    5.07043908838168E+011 
    9.62219812199374E-012,    4.59052505768029E+010,    4.34297064546294E+011,    4.80202315123097E+011 
    1.00000000000000E-011,    4.61310192870533E+010,    4.33139138418485E+011,    4.79270157705538E+011 
