"001-time","002-E-El","003-HDG-#iterations","004-HDG-RunTime","005-HDG-RunTimePerIteration","006-HDG-Norm","007-FPC-Charge-BCState-001","008-FPC-Voltage-BCState-001","009-FPC-Charge-BCState-002","010-FPC-Voltage-BCState-002"
0.1000000000000000E-009,0.3127506087087529E+012,0.2000000000000000E+001,0.1911449000000065E-002,0.9557245000000325E-003,0.3987716128529526E-006,0.5000000000000000E+001,0.2547103581523394E+011,0.1000000000000000E+002,0.4986308056035036E+011
