001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003
0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000003E+022,0.1000000000000003E+022
0.5000000000000000E-008,0.1175900000000003E+021,0.8824100000000023E+021,0.1000000000000003E+022
0.1000000000000000E-007,0.2249000000000006E+021,0.7751000000000021E+021,0.1000000000000003E+022
0.1500000000000001E-007,0.3213200000000009E+021,0.6786800000000018E+021,0.1000000000000003E+022
0.2000000000000000E-007,0.4098200000000010E+021,0.5901800000000016E+021,0.1000000000000003E+022
0.2500000000000000E-007,0.4861900000000012E+021,0.5138100000000014E+021,0.1000000000000003E+022
0.2999999999999999E-007,0.5531000000000014E+021,0.4469000000000012E+021,0.1000000000000003E+022
0.3500000000000000E-007,0.6107500000000016E+021,0.3892500000000010E+021,0.1000000000000003E+022
0.4000000000000001E-007,0.6595700000000018E+021,0.3404300000000009E+021,0.1000000000000003E+022
0.4500000000000003E-007,0.7014600000000018E+021,0.2985400000000008E+021,0.1000000000000003E+022
0.5000000000000004E-007,0.7374700000000019E+021,0.2625300000000007E+021,0.1000000000000003E+022
0.5500000000000005E-007,0.7676600000000020E+021,0.2323400000000006E+021,0.1000000000000003E+022
0.6000000000000006E-007,0.7938300000000020E+021,0.2061700000000006E+021,0.1000000000000003E+022
0.6500000000000004E-007,0.8168500000000022E+021,0.1831500000000005E+021,0.1000000000000003E+022
0.7000000000000002E-007,0.8355900000000022E+021,0.1644100000000004E+021,0.1000000000000003E+022
0.7500000000000000E-007,0.8529800000000022E+021,0.1470200000000004E+021,0.1000000000000003E+022
0.7999999999999998E-007,0.8678300000000023E+021,0.1321700000000003E+021,0.1000000000000003E+022
0.8499999999999995E-007,0.8799900000000023E+021,0.1200100000000003E+021,0.1000000000000003E+022
0.8999999999999993E-007,0.8915200000000024E+021,0.1084800000000003E+021,0.1000000000000003E+022
0.9499999999999991E-007,0.9019900000000024E+021,0.9801000000000026E+020,0.1000000000000003E+022
0.1000000000000000E-006,0.9116100000000024E+021,0.8839000000000023E+020,0.1000000000000003E+022
