001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003
0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000003E+022,0.1000000000000003E+022
0.5000000000000000E-008,0.2256300000000006E+021,0.7743700000000020E+021,0.1000000000000003E+022
0.1000000000000000E-007,0.4141600000000011E+021,0.5858400000000015E+021,0.1000000000000003E+022
0.1500000000000001E-007,0.5669900000000015E+021,0.4330100000000011E+021,0.1000000000000003E+022
0.2000000000000000E-007,0.6877700000000018E+021,0.3122300000000009E+021,0.1000000000000003E+022
0.2500000000000000E-007,0.7790400000000021E+021,0.2209600000000006E+021,0.1000000000000003E+022
0.2999999999999999E-007,0.8433900000000022E+021,0.1566100000000004E+021,0.1000000000000003E+022
0.3500000000000000E-007,0.8867500000000023E+021,0.1132500000000003E+021,0.1000000000000003E+022
0.4000000000000001E-007,0.9165000000000024E+021,0.8350000000000021E+020,0.1000000000000003E+022
0.4500000000000003E-007,0.9372200000000025E+021,0.6278000000000016E+020,0.1000000000000003E+022
0.5000000000000004E-007,0.9521400000000025E+021,0.4786000000000012E+020,0.1000000000000003E+022
0.5500000000000005E-007,0.9630400000000025E+021,0.3696000000000010E+020,0.1000000000000003E+022
0.6000000000000006E-007,0.9707600000000025E+021,0.2924000000000008E+020,0.1000000000000003E+022
0.6500000000000004E-007,0.9762600000000026E+021,0.2374000000000006E+020,0.1000000000000003E+022
0.7000000000000002E-007,0.9804300000000026E+021,0.1957000000000005E+020,0.1000000000000003E+022
0.7500000000000000E-007,0.9838200000000026E+021,0.1618000000000004E+020,0.1000000000000003E+022
0.7999999999999998E-007,0.9865400000000026E+021,0.1346000000000003E+020,0.1000000000000003E+022
0.8499999999999995E-007,0.9887800000000026E+021,0.1122000000000003E+020,0.1000000000000003E+022
0.8999999999999993E-007,0.9906100000000026E+021,0.9390000000000025E+019,0.1000000000000003E+022
0.9499999999999991E-007,0.9920900000000026E+021,0.7910000000000020E+019,0.1000000000000003E+022
0.1000000000000000E-006,0.9931500000000026E+021,0.6850000000000018E+019,0.1000000000000003E+022
