001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-Current-Spec-001-SF-001
0.1699999999999998E-008,0.1300600000000001E+023,0.1000000000000000E+022,0.4453000000000003E+022,0.1845900000000001E+023,0.1999996962399000E+001
0.1749999999999997E-008,0.1296600000000001E+023,0.1000000000000000E+022,0.4575000000000003E+022,0.1854100000000001E+023,0.1999996962399000E+001
0.1799999999999997E-008,0.1299100000000001E+023,0.1000000000000000E+022,0.4723000000000003E+022,0.1871400000000001E+023,0.2000157180052000E+001
0.1849999999999997E-008,0.1300600000000001E+023,0.1000000000000000E+022,0.4850000000000003E+022,0.1885600000000001E+023,0.1999996962399000E+001
0.1899999999999998E-008,0.1300600000000001E+023,0.1000000000000000E+022,0.4982000000000004E+022,0.1898800000000001E+023,0.1999996962399000E+001
0.1949999999999998E-008,0.1302600000000001E+023,0.1000000000000000E+022,0.5126000000000004E+022,0.1915200000000001E+023,0.2000157180052000E+001
0.2000000000000000E-008,0.1299500000000001E+023,0.1000000000000000E+022,0.5246000000000004E+022,0.1924100000000001E+023,0.1999996962398800E+001
0.2050000000000001E-008,0.1297200000000001E+023,0.1000000000000000E+022,0.5371000000000003E+022,0.1934300000000001E+023,0.1999996962399000E+001
0.2100000000000002E-008,0.1298200000000001E+023,0.1000000000000000E+022,0.5502000000000004E+022,0.1948400000000001E+023,0.1999996962399000E+001
0.2150000000000003E-008,0.1301700000000001E+023,0.1000000000000000E+022,0.5655000000000003E+022,0.1967200000000001E+023,0.1999996962399000E+001
0.2200000000000004E-008,0.1300900000000001E+023,0.1000000000000000E+022,0.5784000000000003E+022,0.1979300000000001E+023,0.1999996962399000E+001
0.2250000000000004E-008,0.1303300000000001E+023,0.1000000000000000E+022,0.5922000000000004E+022,0.1995500000000001E+023,0.1999836744746000E+001
0.2300000000000005E-008,0.1300300000000001E+023,0.1000000000000000E+022,0.6051000000000003E+022,0.2005400000000001E+023,0.1999996962399000E+001
0.2350000000000006E-008,0.1303200000000001E+023,0.1000000000000000E+022,0.6187000000000003E+022,0.2021900000000001E+023,0.1999996962399000E+001
0.2400000000000007E-008,0.1299700000000001E+023,0.1000000000000000E+022,0.6305000000000004E+022,0.2030200000000001E+023,0.1999836744746000E+001
0.2450000000000008E-008,0.1300200000000001E+023,0.1000000000000000E+022,0.6439000000000004E+022,0.2044100000000001E+023,0.2000157180052000E+001
0.2500000000000009E-008,0.1302900000000001E+023,0.1000000000000000E+022,0.6573000000000004E+022,0.2060200000000001E+023,0.1999996962399000E+001
0.2550000000000010E-008,0.1304300000000001E+023,0.1000000000000000E+022,0.6709000000000004E+022,0.2075200000000001E+023,0.1999996962399000E+001
0.2600000000000010E-008,0.1304900000000001E+023,0.1000000000000000E+022,0.6838000000000005E+022,0.2088700000000001E+023,0.1999836744746000E+001
0.2650000000000011E-008,0.1305300000000001E+023,0.1000000000000000E+022,0.6970000000000005E+022,0.2102300000000001E+023,0.1999996962399000E+001
0.2700000000000012E-008,0.1306800000000001E+023,0.1000000000000000E+022,0.7101000000000005E+022,0.2116900000000001E+023,0.1999996962399000E+001
0.2750000000000013E-008,0.1307900000000001E+023,0.1000000000000000E+022,0.7246000000000005E+022,0.2132500000000002E+023,0.2000157180052000E+001
0.2800000000000014E-008,0.1306100000000001E+023,0.1000000000000000E+022,0.7377000000000005E+022,0.2143800000000001E+023,0.1999996962399000E+001
0.2850000000000015E-008,0.1308500000000001E+023,0.1000000000000000E+022,0.7518000000000005E+022,0.2160300000000001E+023,0.1999996962399000E+001
0.2900000000000016E-008,0.1306200000000001E+023,0.1000000000000000E+022,0.7652000000000005E+022,0.2171400000000002E+023,0.1999996962399000E+001
0.2950000000000016E-008,0.1303600000000001E+023,0.1000000000000000E+022,0.7787000000000004E+022,0.2182300000000001E+023,0.1999996962399000E+001
0.3000000000000000E-008,0.1304900000000001E+023,0.1000000000000000E+022,0.7926000000000005E+022,0.2197500000000001E+023,0.1999836744749357E+001
0.3050000000000001E-008,0.1308500000000001E+023,0.1000000000000000E+022,0.8070000000000005E+022,0.2215500000000001E+023,0.1999996962399000E+001
0.3100000000000002E-008,0.1304600000000001E+023,0.1000000000000000E+022,0.8188000000000005E+022,0.2223400000000001E+023,0.1999996962399000E+001
0.3150000000000003E-008,0.1307900000000001E+023,0.1000000000000000E+022,0.8331000000000006E+022,0.2241000000000001E+023,0.1999996962399000E+001
0.3200000000000004E-008,0.1307100000000001E+023,0.1000000000000000E+022,0.8463000000000006E+022,0.2253400000000002E+023,0.1999836744746000E+001
0.3250000000000005E-008,0.1307700000000001E+023,0.1000000000000000E+022,0.8593000000000005E+022,0.2267000000000001E+023,0.1999996962399000E+001
0.3300000000000006E-008,0.1301300000000001E+023,0.1000000000000000E+022,0.8710000000000006E+022,0.2272300000000001E+023,0.1999996962399000E+001
0.3350000000000006E-008,0.1302500000000001E+023,0.1000000000000000E+022,0.8834000000000006E+022,0.2285900000000001E+023,0.1999996962399000E+001
0.3400000000000007E-008,0.1306100000000001E+023,0.1000000000000000E+022,0.8965000000000006E+022,0.2302600000000002E+023,0.1999996962399000E+001
0.3450000000000008E-008,0.1304700000000001E+023,0.1000000000000000E+022,0.9102000000000006E+022,0.2314900000000002E+023,0.1999996962399000E+001
0.3500000000000009E-008,0.1304700000000001E+023,0.1000000000000000E+022,0.9229000000000006E+022,0.2327600000000001E+023,0.2000157180052000E+001
0.3550000000000010E-008,0.1304200000000001E+023,0.1000000000000000E+022,0.9373000000000006E+022,0.2341500000000001E+023,0.1999836744746000E+001
0.3600000000000011E-008,0.1304900000000001E+023,0.1000000000000000E+022,0.9508000000000005E+022,0.2355700000000001E+023,0.2000157180052000E+001
0.3650000000000012E-008,0.1304000000000001E+023,0.1000000000000000E+022,0.9631000000000007E+022,0.2367100000000002E+023,0.1999996962399000E+001
0.3700000000000012E-008,0.1303300000000001E+023,0.1000000000000000E+022,0.9759000000000007E+022,0.2379200000000001E+023,0.1999996962399000E+001
0.3750000000000012E-008,0.1303700000000001E+023,0.1000000000000000E+022,0.9903000000000007E+022,0.2394000000000002E+023,0.1999996962399000E+001
0.3800000000000011E-008,0.1302700000000001E+023,0.1000000000000000E+022,0.1002400000000001E+023,0.2405100000000001E+023,0.1999996962399000E+001
0.3850000000000010E-008,0.1301800000000001E+023,0.1000000000000000E+022,0.1015400000000001E+023,0.2417200000000001E+023,0.2000157180052000E+001
0.3900000000000008E-008,0.1298800000000001E+023,0.1000000000000000E+022,0.1028300000000001E+023,0.2427100000000001E+023,0.1999996962399000E+001
0.3950000000000007E-008,0.1296900000000001E+023,0.1000000000000000E+022,0.1039800000000001E+023,0.2436700000000001E+023,0.1999996962399000E+001
0.4000000000000000E-008,0.1299700000000001E+023,0.1000000000000000E+022,0.1052800000000001E+023,0.2452500000000002E+023,0.1999996962400206E+001
0.4049999999999999E-008,0.1302300000000001E+023,0.1000000000000000E+022,0.1066100000000001E+023,0.2468400000000001E+023,0.1999996962399000E+001
0.4099999999999998E-008,0.1300400000000001E+023,0.1000000000000000E+022,0.1079500000000001E+023,0.2479900000000001E+023,0.1999836744746000E+001
0.4149999999999997E-008,0.1302700000000001E+023,0.1000000000000000E+022,0.1093400000000001E+023,0.2496100000000001E+023,0.2000157180052000E+001
0.4199999999999995E-008,0.1298200000000001E+023,0.1000000000000000E+022,0.1105100000000001E+023,0.2503300000000002E+023,0.1999996962399000E+001
0.4249999999999994E-008,0.1301300000000001E+023,0.1000000000000000E+022,0.1118500000000001E+023,0.2519800000000002E+023,0.1999996962399000E+001
0.4299999999999993E-008,0.1302100000000001E+023,0.1000000000000000E+022,0.1132000000000001E+023,0.2534100000000002E+023,0.1999996962399000E+001
0.4349999999999992E-008,0.1302500000000001E+023,0.1000000000000000E+022,0.1146400000000001E+023,0.2548900000000001E+023,0.1999996962399000E+001
0.4399999999999991E-008,0.1302100000000001E+023,0.1000000000000000E+022,0.1159200000000001E+023,0.2561300000000002E+023,0.2000157180052000E+001
0.4449999999999989E-008,0.1303500000000001E+023,0.1000000000000000E+022,0.1172000000000001E+023,0.2575500000000002E+023,0.1999996962399000E+001
0.4499999999999988E-008,0.1304300000000001E+023,0.1000000000000000E+022,0.1185300000000001E+023,0.2589600000000001E+023,0.2000157180052000E+001
0.4549999999999987E-008,0.1306300000000001E+023,0.1000000000000000E+022,0.1199900000000001E+023,0.2606200000000002E+023,0.2000157180052000E+001
0.4599999999999986E-008,0.1305100000000001E+023,0.1000000000000000E+022,0.1213200000000001E+023,0.2618300000000001E+023,0.1999996962399000E+001
0.4649999999999985E-008,0.1302000000000001E+023,0.1000000000000000E+022,0.1226700000000001E+023,0.2628700000000001E+023,0.2000157180052000E+001
0.4699999999999983E-008,0.1300300000000001E+023,0.1000000000000000E+022,0.1238600000000001E+023,0.2638900000000001E+023,0.1999836744746000E+001
0.4749999999999982E-008,0.1300100000000001E+023,0.1000000000000000E+022,0.1250800000000001E+023,0.2650900000000002E+023,0.1999996962399000E+001
0.4799999999999981E-008,0.1303300000000001E+023,0.1000000000000000E+022,0.1264000000000001E+023,0.2667300000000001E+023,0.1999996962399000E+001
0.4849999999999980E-008,0.1305800000000001E+023,0.1000000000000000E+022,0.1278300000000001E+023,0.2684100000000002E+023,0.2000157180052000E+001
0.4899999999999979E-008,0.1301700000000001E+023,0.1000000000000000E+022,0.1289900000000001E+023,0.2691600000000002E+023,0.1999836744746000E+001
0.4949999999999977E-008,0.1300900000000001E+023,0.1000000000000000E+022,0.1301800000000001E+023,0.2702700000000002E+023,0.1999836744746000E+001
0.5000000000000000E-008,0.1301300000000001E+023,0.1000000000000000E+022,0.1315100000000001E+023,0.2716400000000002E+023,0.1999996962394251E+001
0.5049999999999999E-008,0.1299700000000001E+023,0.1000000000000000E+022,0.1326500000000001E+023,0.2726200000000002E+023,0.1999996962399000E+001
0.5099999999999998E-008,0.1301600000000001E+023,0.1000000000000000E+022,0.1339000000000001E+023,0.2740600000000002E+023,0.2000157180052000E+001
0.5149999999999996E-008,0.1303200000000001E+023,0.1000000000000000E+022,0.1351400000000001E+023,0.2754600000000001E+023,0.1999996962399000E+001
0.5199999999999995E-008,0.1301800000000001E+023,0.1000000000000000E+022,0.1365800000000001E+023,0.2767600000000002E+023,0.1999996962399000E+001
0.5249999999999994E-008,0.1303900000000001E+023,0.1000000000000000E+022,0.1379600000000001E+023,0.2783500000000002E+023,0.1999996962399000E+001
0.5299999999999993E-008,0.1307900000000001E+023,0.1000000000000000E+022,0.1394000000000001E+023,0.2801900000000002E+023,0.1999996962399000E+001
0.5349999999999992E-008,0.1305000000000001E+023,0.1000000000000000E+022,0.1407200000000001E+023,0.2812200000000001E+023,0.1999836744746000E+001
0.5399999999999990E-008,0.1305100000000001E+023,0.1000000000000000E+022,0.1420700000000001E+023,0.2825800000000002E+023,0.1999836744746000E+001
0.5449999999999989E-008,0.1304400000000001E+023,0.1000000000000000E+022,0.1433900000000001E+023,0.2838300000000001E+023,0.1999996962399000E+001
0.5499999999999988E-008,0.1302900000000001E+023,0.1000000000000000E+022,0.1446400000000001E+023,0.2849300000000002E+023,0.1999996962399000E+001
0.5549999999999987E-008,0.1304600000000001E+023,0.1000000000000000E+022,0.1460300000000001E+023,0.2864900000000002E+023,0.1999996962399000E+001
0.5599999999999986E-008,0.1306300000000001E+023,0.1000000000000000E+022,0.1474600000000001E+023,0.2880900000000002E+023,0.2000157180052000E+001
0.5649999999999984E-008,0.1304500000000001E+023,0.1000000000000000E+022,0.1487200000000001E+023,0.2891700000000002E+023,0.1999996962399000E+001
0.5699999999999983E-008,0.1303500000000001E+023,0.1000000000000000E+022,0.1499600000000001E+023,0.2903100000000002E+023,0.1999996962399000E+001
0.5749999999999982E-008,0.1304200000000001E+023,0.1000000000000000E+022,0.1513600000000001E+023,0.2917800000000002E+023,0.1999996962399000E+001
0.5799999999999981E-008,0.1305600000000001E+023,0.1000000000000000E+022,0.1528200000000001E+023,0.2933800000000002E+023,0.1999996962399000E+001
0.5849999999999980E-008,0.1306300000000001E+023,0.1000000000000000E+022,0.1541600000000001E+023,0.2947900000000002E+023,0.1999996962399000E+001
0.5899999999999978E-008,0.1303200000000001E+023,0.1000000000000000E+022,0.1554200000000001E+023,0.2957400000000002E+023,0.1999836744746000E+001
0.5949999999999977E-008,0.1307800000000001E+023,0.1000000000000000E+022,0.1568600000000001E+023,0.2976400000000002E+023,0.1999996962399000E+001
0.6000000000000001E-008,0.1306100000000001E+023,0.1000000000000000E+022,0.1581400000000001E+023,0.2987500000000002E+023,0.1999996962394085E+001
0.6050000000000000E-008,0.1302400000000001E+023,0.1000000000000000E+022,0.1593300000000001E+023,0.2995700000000002E+023,0.1999996962399000E+001
0.6099999999999998E-008,0.1303600000000001E+023,0.1000000000000000E+022,0.1606900000000001E+023,0.3010500000000002E+023,0.1999836744746000E+001
0.6149999999999997E-008,0.1304000000000001E+023,0.1000000000000000E+022,0.1620200000000001E+023,0.3024200000000002E+023,0.1999996962399000E+001
0.6199999999999996E-008,0.1304700000000001E+023,0.1000000000000000E+022,0.1633500000000001E+023,0.3038200000000002E+023,0.1999996962399000E+001
0.6249999999999995E-008,0.1302100000000001E+023,0.1000000000000000E+022,0.1645700000000001E+023,0.3047800000000002E+023,0.1999996962399000E+001
0.6299999999999994E-008,0.1302800000000001E+023,0.1000000000000000E+022,0.1657600000000001E+023,0.3060400000000002E+023,0.1999996962399000E+001
0.6349999999999992E-008,0.1302200000000001E+023,0.1000000000000000E+022,0.1669800000000001E+023,0.3072000000000002E+023,0.1999996962399000E+001
0.6399999999999991E-008,0.1303000000000001E+023,0.1000000000000000E+022,0.1681800000000001E+023,0.3084800000000002E+023,0.2000157180052000E+001
0.6449999999999990E-008,0.1303000000000001E+023,0.1000000000000000E+022,0.1694000000000001E+023,0.3097000000000002E+023,0.1999996962399000E+001
0.6499999999999989E-008,0.1307800000000001E+023,0.1000000000000000E+022,0.1708300000000001E+023,0.3116100000000002E+023,0.1999996962399000E+001
0.6549999999999988E-008,0.1306300000000001E+023,0.1000000000000000E+022,0.1721300000000001E+023,0.3127600000000002E+023,0.1999836744746000E+001
0.6599999999999986E-008,0.1305400000000001E+023,0.1000000000000000E+022,0.1736400000000001E+023,0.3141800000000002E+023,0.1999996962399000E+001
0.6649999999999985E-008,0.1305600000000001E+023,0.1000000000000000E+022,0.1749900000000001E+023,0.3155500000000002E+023,0.1999996962399000E+001
0.6699999999999984E-008,0.1308900000000001E+023,0.1000000000000000E+022,0.1765600000000001E+023,0.3174500000000002E+023,0.1999996962399000E+001
0.6749999999999983E-008,0.1306100000000001E+023,0.1000000000000000E+022,0.1777900000000001E+023,0.3184000000000002E+023,0.2000157180052000E+001
0.6799999999999981E-008,0.1307400000000001E+023,0.1000000000000000E+022,0.1790600000000001E+023,0.3198000000000002E+023,0.1999996962399000E+001
0.6849999999999980E-008,0.1308500000000001E+023,0.1000000000000000E+022,0.1804900000000001E+023,0.3213400000000002E+023,0.1999996962399000E+001
0.6899999999999979E-008,0.1306000000000001E+023,0.1000000000000000E+022,0.1816400000000001E+023,0.3222400000000002E+023,0.1999996962399000E+001
0.6949999999999978E-008,0.1308400000000001E+023,0.1000000000000000E+022,0.1830000000000001E+023,0.3238400000000002E+023,0.1999996962399000E+001
0.7000000000000001E-008,0.1308600000000001E+023,0.1000000000000000E+022,0.1844200000000001E+023,0.3252800000000002E+023,0.1999996962394251E+001
0.7049999999999999E-008,0.1304800000000001E+023,0.1000000000000000E+022,0.1857200000000001E+023,0.3262000000000002E+023,0.2000157180052000E+001
0.7099999999999998E-008,0.1306600000000001E+023,0.1000000000000000E+022,0.1869400000000001E+023,0.3276000000000002E+023,0.2000157180052000E+001
0.7149999999999997E-008,0.1305100000000001E+023,0.1000000000000000E+022,0.1882300000000001E+023,0.3287400000000002E+023,0.2000157180052000E+001
0.7199999999999996E-008,0.1304200000000001E+023,0.1000000000000000E+022,0.1894000000000001E+023,0.3298200000000002E+023,0.1999836744746000E+001
0.7249999999999995E-008,0.1307200000000001E+023,0.1000000000000000E+022,0.1906300000000001E+023,0.3313500000000002E+023,0.1999996962399000E+001
0.7299999999999993E-008,0.1305400000000001E+023,0.1000000000000000E+022,0.1917900000000001E+023,0.3323300000000002E+023,0.2000157180052000E+001
0.7349999999999992E-008,0.1302700000000001E+023,0.1000000000000000E+022,0.1930200000000001E+023,0.3332900000000002E+023,0.1999836744746000E+001
0.7399999999999991E-008,0.1304000000000001E+023,0.1000000000000000E+022,0.1944200000000001E+023,0.3348200000000002E+023,0.1999996962399000E+001
0.7449999999999990E-008,0.1304600000000001E+023,0.1000000000000000E+022,0.1957800000000001E+023,0.3362400000000002E+023,0.2000157180052000E+001
0.7499999999999989E-008,0.1305400000000001E+023,0.1000000000000000E+022,0.1970600000000001E+023,0.3376000000000003E+023,0.1999996962399000E+001
0.7549999999999988E-008,0.1306200000000001E+023,0.1000000000000000E+022,0.1985000000000001E+023,0.3391200000000002E+023,0.1999996962399000E+001
0.7599999999999987E-008,0.1306000000000001E+023,0.1000000000000000E+022,0.1998100000000001E+023,0.3404100000000002E+023,0.1999996962399000E+001
0.7649999999999986E-008,0.1303800000000001E+023,0.1000000000000000E+022,0.2010400000000001E+023,0.3414200000000002E+023,0.1999996962399000E+001
0.7699999999999985E-008,0.1305100000000001E+023,0.1000000000000000E+022,0.2023700000000001E+023,0.3428800000000002E+023,0.1999996962399000E+001
0.7749999999999983E-008,0.1303500000000001E+023,0.1000000000000000E+022,0.2036100000000001E+023,0.3439600000000002E+023,0.1999836744746000E+001
0.7799999999999982E-008,0.1305800000000001E+023,0.1000000000000000E+022,0.2048300000000001E+023,0.3454100000000002E+023,0.1999996962399000E+001
0.7849999999999981E-008,0.1305200000000001E+023,0.1000000000000000E+022,0.2060600000000001E+023,0.3465800000000002E+023,0.1999996962399000E+001
0.7899999999999980E-008,0.1309100000000001E+023,0.1000000000000000E+022,0.2075300000000001E+023,0.3484400000000002E+023,0.1999996962399000E+001
0.7949999999999979E-008,0.1305500000000001E+023,0.1000000000000000E+022,0.2086800000000001E+023,0.3492300000000002E+023,0.1999996962399000E+001
0.8000000000000000E-008,0.1304600000000001E+023,0.1000000000000000E+022,0.2099800000000002E+023,0.3504400000000002E+023,0.1999996962394416E+001
0.8049999999999999E-008,0.1304500000000001E+023,0.1000000000000000E+022,0.2112700000000001E+023,0.3517200000000002E+023,0.2000157180052000E+001
0.8099999999999998E-008,0.1302000000000001E+023,0.1000000000000000E+022,0.2123200000000001E+023,0.3525200000000002E+023,0.1999996962399000E+001
0.8149999999999997E-008,0.1306900000000001E+023,0.1000000000000000E+022,0.2137000000000001E+023,0.3543900000000002E+023,0.2000157180052000E+001
0.8199999999999996E-008,0.1305400000000001E+023,0.1000000000000000E+022,0.2149900000000001E+023,0.3555300000000002E+023,0.1999996962399000E+001
0.8249999999999994E-008,0.1305900000000001E+023,0.1000000000000000E+022,0.2162200000000002E+023,0.3568100000000002E+023,0.1999996962399000E+001
0.8299999999999993E-008,0.1307200000000001E+023,0.1000000000000000E+022,0.2175600000000001E+023,0.3582800000000002E+023,0.1999996962399000E+001
0.8349999999999992E-008,0.1306500000000001E+023,0.1000000000000000E+022,0.2187900000000001E+023,0.3594400000000002E+023,0.1999996962399000E+001
0.8399999999999991E-008,0.1306300000000001E+023,0.1000000000000000E+022,0.2200900000000001E+023,0.3607200000000002E+023,0.1999996962399000E+001
0.8449999999999990E-008,0.1303800000000001E+023,0.1000000000000000E+022,0.2214300000000001E+023,0.3618100000000002E+023,0.1999996962399000E+001
0.8499999999999988E-008,0.1307200000000001E+023,0.1000000000000000E+022,0.2226500000000001E+023,0.3633700000000002E+023,0.2000157180052000E+001
0.8549999999999987E-008,0.1306600000000001E+023,0.1000000000000000E+022,0.2238900000000001E+023,0.3645500000000002E+023,0.1999996962399000E+001
0.8599999999999986E-008,0.1308300000000001E+023,0.1000000000000000E+022,0.2253800000000001E+023,0.3662100000000002E+023,0.1999996962399000E+001
0.8649999999999985E-008,0.1308600000000001E+023,0.1000000000000000E+022,0.2267500000000001E+023,0.3676100000000002E+023,0.1999996962399000E+001
0.8699999999999984E-008,0.1309400000000001E+023,0.1000000000000000E+022,0.2281400000000001E+023,0.3690800000000002E+023,0.1999996962399000E+001
0.8749999999999982E-008,0.1312100000000001E+023,0.1000000000000000E+022,0.2295400000000001E+023,0.3707500000000002E+023,0.1999996962399000E+001
0.8799999999999981E-008,0.1312900000000001E+023,0.1000000000000000E+022,0.2309600000000001E+023,0.3722500000000002E+023,0.1999996962399000E+001
0.8849999999999980E-008,0.1310500000000001E+023,0.1000000000000000E+022,0.2322600000000001E+023,0.3733100000000002E+023,0.1999996962399000E+001
0.8899999999999979E-008,0.1310200000000001E+023,0.1000000000000000E+022,0.2335500000000002E+023,0.3745700000000002E+023,0.1999996962399000E+001
0.8949999999999978E-008,0.1309500000000001E+023,0.1000000000000000E+022,0.2348700000000001E+023,0.3758200000000003E+023,0.1999996962399000E+001
0.9000000000000001E-008,0.1308900000000001E+023,0.1000000000000000E+022,0.2363600000000002E+023,0.3772500000000002E+023,0.1999996962394085E+001
0.9050000000000000E-008,0.1310100000000001E+023,0.1000000000000000E+022,0.2377700000000001E+023,0.3787800000000002E+023,0.2000157180052000E+001
0.9099999999999999E-008,0.1309800000000001E+023,0.1000000000000000E+022,0.2390800000000002E+023,0.3800600000000002E+023,0.1999996962399000E+001
0.9149999999999998E-008,0.1307900000000001E+023,0.1000000000000000E+022,0.2403000000000001E+023,0.3810900000000002E+023,0.1999836744746000E+001
0.9199999999999996E-008,0.1306000000000001E+023,0.1000000000000000E+022,0.2415900000000001E+023,0.3821900000000002E+023,0.1999996962399000E+001
0.9249999999999995E-008,0.1307700000000001E+023,0.1000000000000000E+022,0.2429200000000002E+023,0.3836900000000003E+023,0.1999996962399000E+001
0.9299999999999994E-008,0.1308600000000001E+023,0.1000000000000000E+022,0.2443000000000002E+023,0.3851600000000003E+023,0.1999996962399000E+001
0.9349999999999993E-008,0.1308500000000001E+023,0.1000000000000000E+022,0.2456000000000002E+023,0.3864500000000002E+023,0.1999996962399000E+001
0.9399999999999992E-008,0.1305900000000001E+023,0.1000000000000000E+022,0.2467700000000002E+023,0.3873600000000003E+023,0.1999996962399000E+001
0.9449999999999990E-008,0.1307000000000001E+023,0.1000000000000000E+022,0.2480200000000002E+023,0.3887200000000003E+023,0.1999996962399000E+001
0.9499999999999989E-008,0.1307800000000001E+023,0.1000000000000000E+022,0.2493700000000002E+023,0.3901500000000003E+023,0.1999996962399000E+001
0.9549999999999988E-008,0.1309000000000001E+023,0.1000000000000000E+022,0.2508400000000002E+023,0.3917400000000003E+023,0.1999996962399000E+001
