001-TIME,002-NumDens-Spec-001,003-Ekin-001,004-TempTra-001,005-TempVib001,006-XiVibMean001,007-TempRot001,008-TempTotal001
0.0000000000000000E+000,0.5000211632367997E+021,0.4837152938390481E+001,0.3007959830887241E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.3007959830887241E+003
0.5000000000000000E-003,0.5000211632367997E+021,0.4843705641970625E+001,0.3012052227608925E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.3012052227608925E+003
0.1000000000000000E-002,0.5000211632367997E+021,0.4829468687308113E+001,0.3003174812682635E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.3003174812682635E+003
