001-TIME,002-TempTra-001,003-TempTra-002,004-TempTra-003,005-TempVib001,006-TempVib002,007-XiVibMean001,008-XiVibMean002,009-TempRot001,010-TempRot002,011-TempTotal001,012-TempTotal002,013-TempTotal003
1.80000000000000E-007,5.03428678845897E+003,5.02037326052207E+003,5.02733005931003E+003,6.55767598233400E+003,3.50830368623842E+003,1.52697400193365E+000,1.42162935597274E+000,5.12100837209483E+003,4.92942196731279E+003,5.41725428004160E+003,4.65730262030755E+003,5.03728035200309E+003
1.85000000000000E-007,5.02682266625848E+003,5.02916683736000E+003,5.02799474594280E+003,6.51208780799596E+003,3.54975735140188E+003,1.52397296228176E+000,1.42759266653087E+000,5.11904160522164E+003,4.93395525160357E+003,5.40204522004688E+003,4.67095849655275E+003,5.03650368789195E+003
1.90000000000000E-007,5.02977748079611E+003,5.02570916921644E+003,5.02774333518749E+003,6.47719658472362E+003,3.58877742382352E+003,1.52165048478775E+000,1.43309620356700E+000,5.11446607004317E+003,4.93574248690797E+003,5.39346504197544E+003,4.67763497245830E+003,5.03555179862824E+003
1.95000000000000E-007,5.02400170361438E+003,5.03482335775711E+003,5.02941250360385E+003,6.44215991878497E+003,3.62416329489734E+003,1.51929562460012E+000,1.43799770845312E+000,5.10848959178063E+003,4.93663657702632E+003,5.38041710206080E+003,4.68923462038633E+003,5.03482759095274E+003
2.00000000000000E-007,5.02210573285550E+003,5.03202121044462E+003,5.02706344683593E+003,6.41077759311428E+003,3.66380441054287E+003,1.51716679341632E+000,1.44339029266696E+000,5.09394131312382E+003,4.95057716619459E+003,5.36742726063140E+003,4.70024572601136E+003,5.03383816298663E+003
2.05000000000000E-007,5.02754926236187E+003,5.02529457706286E+003,5.02642192535486E+003,6.37117598326583E+003,3.70326540812705E+003,1.51445360322901E+000,1.44865791416776E+000,5.08424727776649E+003,4.96255855211782E+003,5.35731695901293E+003,4.70885042769245E+003,5.03308531618242E+003
2.10000000000000E-007,5.03157845822895E+003,5.02180876956499E+003,5.02669363834625E+003,6.33376979106104E+003,3.73555767872866E+003,1.51186294645475E+000,1.45289593456002E+000,5.08466730398971E+003,4.96662087105947E+003,5.35021423632906E+003,4.71509922430320E+003,5.03265831973281E+003
2.15000000000000E-007,5.04352669734766E+003,5.01595012450430E+003,5.02973847993815E+003,6.30032948437529E+003,3.77121948344741E+003,1.50952367201094E+000,1.45750205758279E+000,5.06960661498924E+003,4.97063051499406E+003,5.34298538151103E+003,4.72096970134509E+003,5.03197909806281E+003
2.20000000000000E-007,5.04082740060542E+003,5.01494275963902E+003,5.02788514490022E+003,6.26951590432455E+003,3.80305012024598E+003,1.50734840907489E+000,1.46154913417375E+000,5.06346664517776E+003,4.98140807480466E+003,5.33239625956314E+003,4.73044287125115E+003,5.03142107183471E+003
2.25000000000000E-007,5.03658321870226E+003,5.02283849950584E+003,5.02971089350110E+003,6.23803939496923E+003,3.83403755695838E+003,1.50510653614156E+000,1.46543212184000E+000,5.04781409933335E+003,4.99223170899330E+003,5.31802077777645E+003,4.74392123075651E+003,5.03097244098799E+003
2.30000000000000E-007,5.02772424726870E+003,5.02711562715258E+003,5.02741993873375E+003,6.20423273595155E+003,3.86334330605698E+003,1.50267609688083E+000,1.46905381815294E+000,5.05285221071311E+003,4.99851233514341E+003,5.30732714975404E+003,4.75399210624036E+003,5.03066101275419E+003
2.35000000000000E-007,5.02641814430298E+003,5.02233328583637E+003,5.02437572529230E+003,6.16917864014144E+003,3.89493987360486E+003,1.50013089925390E+000,1.47290468718722E+000,5.05349495125173E+003,5.01059793376666E+003,5.29848096450779E+003,4.76216975389798E+003,5.03032670135662E+003
2.40000000000000E-007,5.02731159626135E+003,5.02535045304698E+003,5.02633102956206E+003,6.13811504821271E+003,3.92338672149997E+003,1.49785380001069E+000,1.47632475833572E+000,5.05234695515672E+003,5.00844402204585E+003,5.29107436195458E+003,4.76892890785877E+003,5.03000294160968E+003
2.45000000000000E-007,5.02607261214391E+003,5.02908287714804E+003,5.02757773711259E+003,6.11132115335616E+003,3.95117121456767E+003,1.49587313422148E+000,1.47962310973262E+000,5.06066122590463E+003,4.99559597533550E+003,5.28663363747507E+003,4.77260548923745E+003,5.02962084974518E+003
2.50000000000000E-007,5.03403675197252E+003,5.02634792496453E+003,5.03019235771032E+003,6.08160263587496E+003,3.97743908061291E+003,1.49365811235079E+000,1.48270386502592E+000,5.05184301779095E+003,4.99990534908762E+003,5.28047994079792E+003,4.77828687161154E+003,5.02938466297560E+003
2.55000000000000E-007,5.04388527473864E+003,5.01772171701888E+003,5.03080356135477E+003,6.05465686100978E+003,4.00238092754491E+003,1.49163304145446E+000,1.48559590201299E+000,5.05034498991201E+003,5.00161694972729E+003,5.27812829434275E+003,4.78018060686520E+003,5.02915569675049E+003
2.60000000000000E-007,5.04217778688472E+003,5.02044551346166E+003,5.03131170455962E+003,6.03191475094536E+003,4.02243787419435E+003,1.48991138058711E+000,1.48789843351460E+000,5.05458135392981E+003,4.99836422825672E+003,5.27321753653631E+003,4.78476109435725E+003,5.02899053784084E+003
2.65000000000000E-007,5.03712050593530E+003,5.02450958292546E+003,5.03081507599003E+003,6.00158414988319E+003,4.05157461989871E+003,1.48759721358073E+000,1.49120723340453E+000,5.06696509228251E+003,4.98863643218258E+003,5.26747121249626E+003,4.78994705838489E+003,5.02871033047587E+003
2.70000000000000E-007,5.03870449417910E+003,5.02026441389854E+003,5.02948450018632E+003,5.98292632905857E+003,4.07742367993444E+003,1.48616331253013E+000,1.49410747115649E+000,5.07546132464984E+003,4.97703225979688E+003,5.26638632081093E+003,4.79002958954885E+003,5.02820914729363E+003
2.75000000000000E-007,5.02525246128465E+003,5.02026244746947E+003,5.02275746686490E+003,5.96235734671874E+003,4.10129568451558E+003,1.48457330852855E+000,1.49675697947539E+000,5.07473803854557E+003,4.99480467241670E+003,5.25505509961231E+003,4.80070898857161E+003,5.02788318112269E+003
2.80000000000000E-007,5.03139739233440E+003,5.02056857836971E+003,5.02598301245187E+003,5.93268269111824E+003,4.12708723489076E+003,1.48226220602064E+000,1.49958884268594E+000,5.06496744666738E+003,4.99866440435637E+003,5.24784671192411E+003,4.80768388129955E+003,5.02776639814798E+003
2.85000000000000E-007,5.04006075890240E+003,5.01322951541041E+003,5.02664520430334E+003,5.90772876181117E+003,4.14984604484057E+003,1.48030284020027E+000,1.50206164788737E+000,5.06581911204465E+003,4.99787997261378E+003,5.24621287066080E+003,4.80905515410034E+003,5.02763510639623E+003
2.90000000000000E-007,5.03222424585035E+003,5.02553356011371E+003,5.02887891972591E+003,5.88817829514274E+003,4.16916024221166E+003,1.47875747771160E+000,1.50414129017439E+000,5.06473285501454E+003,4.99228118315185E+003,5.23762870401616E+003,4.81726452647045E+003,5.02744766723204E+003
2.95000000000000E-007,5.02597673917276E+003,5.02744304386723E+003,5.02670988785047E+003,5.85952966431505E+003,4.19472502737359E+003,1.47647647175001E+000,1.50686765943599E+000,5.07444727544620E+003,4.99202144866279E+003,5.23097437334453E+003,4.82371382909360E+003,5.02734512041510E+003
3.00000000000000E-007,5.03061970510201E+003,5.02426413022819E+003,5.02744193357034E+003,5.83608437249713E+003,4.21490319831843E+003,1.47459502239281E+000,1.50899870039971E+000,5.06299396035180E+003,5.00459794160366E+003,5.22406542571031E+003,4.83058503614913E+003,5.02732621564002E+003
3.05000000000000E-007,5.03705988697870E+003,5.02349173404058E+003,5.03027584446482E+003,5.81131606732412E+003,4.23344128792309E+003,1.47259283153592E+000,1.51094051969986E+000,5.06056100139160E+003,5.00447988025605E+003,5.22047422504592E+003,4.83431124076344E+003,5.02739369930270E+003
3.10000000000000E-007,5.03656855685104E+003,5.02467762515079E+003,5.03062312075875E+003,5.79068575048579E+003,4.25577799410563E+003,1.47091359556998E+000,1.51326012621897E+000,5.04972285727116E+003,5.01239343358022E+003,5.21205379812950E+003,4.84226305658727E+003,5.02715935278380E+003
3.15000000000000E-007,5.02825761509900E+003,5.02630032893864E+003,5.02727897691706E+003,5.76771185956969E+003,4.27644112772270E+003,1.46903112306775E+000,1.51538661704069E+000,5.05267120700984E+003,5.02165556108941E+003,5.20372569701717E+003,4.85046791848895E+003,5.02709769180366E+003
3.20000000000000E-007,5.01641423546079E+003,5.03649927628416E+003,5.02645670560836E+003,5.75137925275873E+003,4.29308424937430E+003,1.46768476617922E+000,1.51708606465878E+000,5.05633213689305E+003,5.02017236692236E+003,5.19554058504504E+003,4.85843220999213E+003,5.02698724115425E+003
3.25000000000000E-007,5.01620939699936E+003,5.04094033110240E+003,5.02857480216010E+003,5.73134077650736E+003,4.30990402901022E+003,1.46602367802503E+000,1.51879159788017E+000,5.05637654617757E+003,5.01680995846288E+003,5.19077322321142E+003,4.86321528478879E+003,5.02699507373518E+003
3.30000000000000E-007,5.02112353146269E+003,5.03127156550169E+003,5.02619752308607E+003,5.71344795787039E+003,4.32433118723701E+003,1.46453177586066E+000,1.52024503840596E+000,5.05581589214081E+003,5.02774600016361E+003,5.18870192392725E+003,4.86536158408076E+003,5.02703256318426E+003
3.35000000000000E-007,5.02033617065463E+003,5.02503479553729E+003,5.02268547133735E+003,5.69833021560590E+003,4.34426345763085E+003,1.46326482680068E+000,1.52223883135311E+000,5.05774828709020E+003,5.03143186542717E+003,5.18540894737339E+003,4.86810978059709E+003,5.02676015804707E+003
3.40000000000000E-007,5.01677303790979E+003,5.02602685728324E+003,5.02139992443823E+003,5.68544774533480E+003,4.35974574461445E+003,1.46218052362095E+000,1.52377620603393E+000,5.05363719323502E+003,5.03696317818394E+003,5.17948149841193E+003,4.87375451794482E+003,5.02661877328005E+003
3.45000000000000E-007,5.03059944842083E+003,5.01393012633167E+003,5.02226482909232E+003,5.66386228987866E+003,4.38096147580689E+003,1.46035396928991E+000,1.52586705315149E+000,5.05783406922993E+003,5.03036981427718E+003,5.18217893623218E+003,4.87096879628558E+003,5.02657464508252E+003
