  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-nPart-Spec-006     ,008-TempTra-001     ,009-TempTra-002     ,010-TempTra-003     ,011-TempTra-004     ,012-TempTra-005     ,013-TempTra-006     ,014-TempVib001     ,015-TempVib002     ,016-TempVib003     ,017-TempVib004     ,018-TempVib005     ,019-XiVibMean001     ,020-XiVibMean002     ,021-XiVibMean003     ,022-XiVibMean004     ,023-XiVibMean005     ,024-TempRot001     ,025-TempRot002     ,026-TempRot003     ,027-TempRot004     ,028-TempRot005     ,029-TempElec001     ,030-TempElec002     ,031-TempElec003     ,032-TempElec004     ,033-TempElec005     ,034-XiElecMean001     ,035-XiElecMean002     ,036-XiElecMean003     ,037-XiElecMean004     ,038-XiElecMean005     ,039-TempTotal001     ,040-TempTotal002     ,041-TempTotal003     ,042-TempTotal004     ,043-TempTotal005     ,044-TempTotal006     ,045-Pmean     ,046-Pmax     ,047-MeanFreePath      
    0.00000000000000E+000,    2.00000000000000E+004,    2.00000000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.00000000000000E+004,    2.99963973408473E+004,    1.49982802004933E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    8.99895996728902E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.98863952975298E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.40095169827319E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.99256772910235E+004,    1.49982802004933E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    8.99542396479783E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    1.00000000000000E-006,    2.40000000000000E+003,    4.05400000000000E+004,    1.46600000000000E+004,    2.94000000000000E+003,    0.00000000000000E+000,    6.05400000000000E+004,    2.91883728183226E+004,    3.11118533148816E+004,    3.00195991007981E+004,    2.97603617413166E+004,    0.00000000000000E+000,    3.07054743060199E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.59162786790826E+004,    0.00000000000000E+000,    2.87655836247954E+004,    3.78859654513957E+004,    0.00000000000000E+000,    1.58935738642691E+000,    0.00000000000000E+000,    7.39687131418058E-001,    1.08277286206058E+000,    0.00000000000000E+000,    2.45920646476100E+004,    3.11118533148816E+004,    2.97715625465085E+004,    3.19153146329874E+004,    0.00000000000000E+000,    3.05678496942908E+004,    1.58798144764579E-002,    7.18130298419773E-002,    7.10912889928168E-002 
