"001-time","002-E-El","003-HDG-#iterations","004-HDG-RunTime","005-HDG-RunTimePerIteration","006-HDG-Norm"
0.9719999999999882E+001,0.3540185187337863E-003,0.1320000000000000E+003,0.7450172999999616E-002,0.5644070454545164E-004,0.8403978183260887E-012
0.9739999999999881E+001,0.3370142595289586E-003,0.1320000000000000E+003,0.7643606000000247E-002,0.5790610606060793E-004,0.8541188029374175E-012
0.9759999999999881E+001,0.3200240450894267E-003,0.1320000000000000E+003,0.7531218000000006E-002,0.5705468181818186E-004,0.8661044748861347E-012
0.9779999999999880E+001,0.3030957253491378E-003,0.1240000000000000E+003,0.7095948000000352E-002,0.5722538709677703E-004,0.9563299147375882E-012
0.9799999999999880E+001,0.2862762985947472E-003,0.1320000000000000E+003,0.7579530000000112E-002,0.5742068181818266E-004,0.8911940555276395E-012
0.9819999999999879E+001,0.2696117731131476E-003,0.1320000000000000E+003,0.7534503000000470E-002,0.5707956818182174E-004,0.8985432119436019E-012
0.9839999999999879E+001,0.2531470340029935E-003,0.1320000000000000E+003,0.7553868000000463E-002,0.5722627272727624E-004,0.9077775677722425E-012
0.9859999999999879E+001,0.2369257155022456E-003,0.1320000000000000E+003,0.7696753000000278E-002,0.5830873484848696E-004,0.9158124873697945E-012
0.9879999999999878E+001,0.2209900791597509E-003,0.1320000000000000E+003,0.7610177000000107E-002,0.5765285606060687E-004,0.9229063842532831E-012
0.9899999999999878E+001,0.2053808981572835E-003,0.1320000000000000E+003,0.7612974000000605E-002,0.5767404545455004E-004,0.9290973470571731E-012
0.9919999999999877E+001,0.1901373480630428E-003,0.1320000000000000E+003,0.7472075999999994E-002,0.5660663636363632E-004,0.9345888782973024E-012
0.9939999999999877E+001,0.1752969042736162E-003,0.1320000000000000E+003,0.7871382999999454E-002,0.5963168939393526E-004,0.9394055048652576E-012
0.9959999999999877E+001,0.1608952463765761E-003,0.1320000000000000E+003,0.7499876999999877E-002,0.5681724999999907E-004,0.9433335649985477E-012
0.9979999999999876E+001,0.1469661696401309E-003,0.1320000000000000E+003,0.7542608999999700E-002,0.5714097727272500E-004,0.9466144650404277E-012
0.9999999999999876E+001,0.1335415038106204E-003,0.1320000000000000E+003,0.7565036999999997E-002,0.5731088636363634E-004,0.9492104409700320E-012
0.1001999999999988E+002,0.1206510393731073E-003,0.1320000000000000E+003,0.1450171299999958E-001,0.1098614621212090E-003,0.9510840094558763E-012
0.1003999999999987E+002,0.1083224614036960E-003,0.1320000000000000E+003,0.7496179000000325E-002,0.5678923484848731E-004,0.9523449396389424E-012
0.1005999999999987E+002,0.9658129111670331E-004,0.1320000000000000E+003,0.7558934000000406E-002,0.5726465151515459E-004,0.9530230277990815E-012
0.1007999999999987E+002,0.8545083518334866E-004,0.1320000000000000E+003,0.7512215999999405E-002,0.5691072727272277E-004,0.9531016021414072E-012
0.1009999999999987E+002,0.7495214287308474E-004,0.1320000000000000E+003,0.7391873000000437E-002,0.5599903787879119E-004,0.9526647493477970E-012
0.1011999999999987E+002,0.6510397104277900E-004,0.1320000000000000E+003,0.7475827999999574E-002,0.5663506060605737E-004,0.9516216225737977E-012
0.1013999999999987E+002,0.5592275697346796E-004,0.1320000000000000E+003,0.7409358999999505E-002,0.5613150757575382E-004,0.9500298095316184E-012
0.1015999999999987E+002,0.4742259902975298E-004,0.1320000000000000E+003,0.7517856999999850E-002,0.5695346212121098E-004,0.9479734480087937E-012
0.1017999999999987E+002,0.3961524509173036E-004,0.1320000000000000E+003,0.7492683999999805E-002,0.5676275757575610E-004,0.9455227052663168E-012
0.1019999999999987E+002,0.3251008868576142E-004,0.1320000000000000E+003,0.7489034000000672E-002,0.5673510606061115E-004,0.9425009298376733E-012
0.1021999999999987E+002,0.2611417271635361E-004,0.1320000000000000E+003,0.7476898999999371E-002,0.5664317424241948E-004,0.9390233683796946E-012
0.1023999999999987E+002,0.2043220067906168E-004,0.1320000000000000E+003,0.7488276000000127E-002,0.5672936363636460E-004,0.9351295742887283E-012
0.1025999999999987E+002,0.1546655521152908E-004,0.1320000000000000E+003,0.7424098999999629E-002,0.5624317424242143E-004,0.9308396400851685E-012
0.1027999999999987E+002,0.1121732381891553E-004,0.1320000000000000E+003,0.7462563999999894E-002,0.5653457575757496E-004,0.9260692903498976E-012
0.1029999999999987E+002,0.7682331588925097E-005,0.1320000000000000E+003,0.1033469700000023E-001,0.7829315909091081E-004,0.9209487100759875E-012
0.1031999999999987E+002,0.4857180692144616E-005,0.1320000000000000E+003,0.7999872000000074E-002,0.6060509090909147E-004,0.9153673246847766E-012
0.1033999999999987E+002,0.2735296444540946E-005,0.1320000000000000E+003,0.7452827999999911E-002,0.5646081818181751E-004,0.9095100508548965E-012
0.1035999999999987E+002,0.1307979691077507E-005,0.1320000000000000E+003,0.7471600000000578E-002,0.5660303030303468E-004,0.9032148281670966E-012
0.1037999999999987E+002,0.5644652526815665E-006,0.1320000000000000E+003,0.7486484000000182E-002,0.5671578787878926E-004,0.8965913908572788E-012
0.1039999999999987E+002,0.4919861629649297E-006,0.1320000000000000E+003,0.7656732999999250E-002,0.5800555303029734E-004,0.8895829725140633E-012
0.1041999999999987E+002,0.1075843406445893E-005,0.1320000000000000E+003,0.1009314199999967E-001,0.7646319696969444E-004,0.8822209516477392E-012
0.1043999999999987E+002,0.2299480856511532E-005,0.1320000000000000E+003,0.7759865999999782E-002,0.5878686363636199E-004,0.8744966155910899E-012
0.1045999999999987E+002,0.4144565098905597E-005,0.1320000000000000E+003,0.7683596999999764E-002,0.5820906818181640E-004,0.8664174045947875E-012
0.1047999999999987E+002,0.6591069815362027E-005,0.1320000000000000E+003,0.7471406999999708E-002,0.5660156818181597E-004,0.8579698739283649E-012
0.1049999999999986E+002,0.9617364391938545E-005,0.1320000000000000E+003,0.7606802999999829E-002,0.5762729545454416E-004,0.8491161403172526E-012
0.1051999999999986E+002,0.1320030640782244E-004,0.1320000000000000E+003,0.7495235999999572E-002,0.5678209090908767E-004,0.8398888121260188E-012
0.1053999999999986E+002,0.1731533765277006E-004,0.1320000000000000E+003,0.7431836000000303E-002,0.5630178787879017E-004,0.8302067171899312E-012
0.1055999999999986E+002,0.2193658331497188E-004,0.1320000000000000E+003,0.7691409999999621E-002,0.5826825757575470E-004,0.8200191722125674E-012
0.1057999999999986E+002,0.2703695397606194E-004,0.1320000000000000E+003,0.7488084000000228E-002,0.5672790909091082E-004,0.8091033623885365E-012
0.1059999999999986E+002,0.3258825004600045E-004,0.1320000000000000E+003,0.7667785000000649E-002,0.5808928030303522E-004,0.7955585444140579E-012
0.1061999999999986E+002,0.3856126826803314E-004,0.1320000000000000E+003,0.7595799999999819E-002,0.5754393939393803E-004,0.7686279373475489E-012
0.1063999999999986E+002,0.4492590992227950E-004,0.1320000000000000E+003,0.7526050000000062E-002,0.5701553030303077E-004,0.7727805564964723E-012
0.1065999999999986E+002,0.5165129035653598E-004,0.1320000000000000E+003,0.7499476999999644E-002,0.5681421969696699E-004,0.7591655926384053E-012
0.1067999999999986E+002,0.5870584947366183E-004,0.1320000000000000E+003,0.7509522999999518E-002,0.5689032575757211E-004,0.7432332709481527E-012
0.1069999999999986E+002,0.6605746280696290E-004,0.1320000000000000E+003,0.7589405000000049E-002,0.5749549242424280E-004,0.7237875222496076E-012
0.1071999999999986E+002,0.7367355281868971E-004,0.1310000000000000E+003,0.7511210999999740E-002,0.5733748854961633E-004,0.9737743278568474E-012
0.1073999999999986E+002,0.8152120006057234E-004,0.1310000000000000E+003,0.7369744000000011E-002,0.5625758778625963E-004,0.8707385890084236E-012
0.1075999999999986E+002,0.8956725384144779E-004,0.1280000000000000E+003,0.7294480000000547E-002,0.5698812500000427E-004,0.8321086542362365E-012
0.1077999999999986E+002,0.9777844205304361E-004,0.1250000000000000E+003,0.7099789999999828E-002,0.5679831999999863E-004,0.9570059500604662E-012
0.1079999999999986E+002,0.1061214798133742E-003,0.1250000000000000E+003,0.6990275999999795E-002,0.5592220799999837E-004,0.9704068166824692E-012
0.1081999999999986E+002,0.1145631765944413E-003,0.1270000000000000E+003,0.7213583000000412E-002,0.5679986614173553E-004,0.8383424586710680E-012
0.1083999999999986E+002,0.1230705415122514E-003,0.1280000000000000E+003,0.7274618999999483E-002,0.5683296093749596E-004,0.9427780764186675E-012
0.1085999999999986E+002,0.1316108864662415E-003,0.1310000000000000E+003,0.7380680999999889E-002,0.5634107633587701E-004,0.7994409909979239E-012
0.1087999999999986E+002,0.1401519268270256E-003,0.1310000000000000E+003,0.7436296999999925E-002,0.5676562595419790E-004,0.8314586255051186E-012
0.1089999999999986E+002,0.1486618793834053E-003,0.1310000000000000E+003,0.7477490999999503E-002,0.5708008396946186E-004,0.8196330143105686E-012
0.1091999999999986E+002,0.1571095572727918E-003,0.1310000000000000E+003,0.7364547999999971E-002,0.5621792366412191E-004,0.8008093094482214E-012
0.1093999999999986E+002,0.1654644616323773E-003,0.1310000000000000E+003,0.7470381000000081E-002,0.5702580916030596E-004,0.7756745961944187E-012
0.1095999999999986E+002,0.1736968697226759E-003,0.1300000000000000E+003,0.7427895999999379E-002,0.5713766153845676E-004,0.9803986049877728E-012
0.1097999999999985E+002,0.1817779192902999E-003,0.1290000000000000E+003,0.7312900000000511E-002,0.5668914728682567E-004,0.9884702465493527E-012
0.1099999999999985E+002,0.1896796889519167E-003,0.1290000000000000E+003,0.7269034999999313E-002,0.5634910852712646E-004,0.9033983837619748E-012
0.1101999999999985E+002,0.1973752743971436E-003,0.1280000000000000E+003,0.7310980000000633E-002,0.5711703125000495E-004,0.9351779293554830E-012
0.1103999999999985E+002,0.2048388602248182E-003,0.1280000000000000E+003,0.7168214000000006E-002,0.5600167187500005E-004,0.8457392772610356E-012
0.1105999999999985E+002,0.2120457872435252E-003,0.1280000000000000E+003,0.7294948000000190E-002,0.5699178125000148E-004,0.7813221349113234E-012
0.1107999999999985E+002,0.2189726150841264E-003,0.1270000000000000E+003,0.7193489999999692E-002,0.5664165354330466E-004,0.9982877227211708E-012
0.1109999999999985E+002,0.2255971799898058E-003,0.1270000000000000E+003,0.7141674999999736E-002,0.5623366141732076E-004,0.9172557210629271E-012
0.1111999999999985E+002,0.2318986476660618E-003,0.1270000000000000E+003,0.7202621999999437E-002,0.5671355905511368E-004,0.8606445141252921E-012
0.1113999999999985E+002,0.2378575610908157E-003,0.1270000000000000E+003,0.7194858000000082E-002,0.5665242519685103E-004,0.8106888092208759E-012
0.1115999999999985E+002,0.2434558832028285E-003,0.1270000000000000E+003,0.7073262000000469E-002,0.5569497637795644E-004,0.7682641750683863E-012
0.1117999999999985E+002,0.2486770344035335E-003,0.1270000000000000E+003,0.7144852000000590E-002,0.5625867716535898E-004,0.7328855045173072E-012
0.1119999999999985E+002,0.2535059248260264E-003,0.1270000000000000E+003,0.7240638999999938E-002,0.5701290551181054E-004,0.7055964451438243E-012
0.1121999999999985E+002,0.2579289813413268E-003,0.1260000000000000E+003,0.7187974000000708E-002,0.5704741269841831E-004,0.9645601743517953E-012
0.1123999999999985E+002,0.2619341692905877E-003,0.1260000000000000E+003,0.7215581999999721E-002,0.5726652380952159E-004,0.9066901628490191E-012
0.1125999999999985E+002,0.2655110089482379E-003,0.1260000000000000E+003,0.7049917999999877E-002,0.5595173015872919E-004,0.8943596819239170E-012
0.1127999999999985E+002,0.2686505867382250E-003,0.1250000000000000E+003,0.7057524000000370E-002,0.5646019200000296E-004,0.9924310731059245E-012
0.1129999999999985E+002,0.2713455612423984E-003,0.1190000000000000E+003,0.6757166000000758E-002,0.5678290756303158E-004,0.8857234291392341E-012
0.1131999999999985E+002,0.2735901640556960E-003,0.1270000000000000E+003,0.7231377000000094E-002,0.5693997637795350E-004,0.9999024005827726E-012
0.1133999999999985E+002,0.2753801955595111E-003,0.1250000000000000E+003,0.7114883999999932E-002,0.5691907199999946E-004,0.9937122815436609E-012
0.1135999999999985E+002,0.2767130156991042E-003,0.1270000000000000E+003,0.7129068000000238E-002,0.5613439370078928E-004,0.8605484876795336E-012
0.1137999999999985E+002,0.2775875298661295E-003,0.1270000000000000E+003,0.7180024000000174E-002,0.5653562204724546E-004,0.8387491180111368E-012
0.1139999999999985E+002,0.2780041700021629E-003,0.1260000000000000E+003,0.7253761999999497E-002,0.5756953968253569E-004,0.9212230063186171E-012
0.1141999999999985E+002,0.2779648710520900E-003,0.1230000000000000E+003,0.6920782999999986E-002,0.5626652845528444E-004,0.9066976838256458E-012
0.1143999999999984E+002,0.2774730429098296E-003,0.1260000000000000E+003,0.7078023000000044E-002,0.5617478571428607E-004,0.8115371821564479E-012
0.1145999999999984E+002,0.2765335380113874E-003,0.1270000000000000E+003,0.8949677999999572E-002,0.7046990551180766E-004,0.8655562558844487E-012
0.1147999999999984E+002,0.2751526147416996E-003,0.1280000000000000E+003,0.7468896000000669E-002,0.5835075000000522E-004,0.7378294877680411E-012
0.1149999999999984E+002,0.2733378968332536E-003,0.1280000000000000E+003,0.7245509999999733E-002,0.5660554687499791E-004,0.9125921343182216E-012
0.1151999999999984E+002,0.2710983289447980E-003,0.1290000000000000E+003,0.7366729999999322E-002,0.5710643410852187E-004,0.7583486670651148E-012
0.1153999999999984E+002,0.2684441286175985E-003,0.1290000000000000E+003,0.7366722000000436E-002,0.5710637209302664E-004,0.8706294040363676E-012
0.1155999999999984E+002,0.2653867348162919E-003,0.1290000000000000E+003,0.7360889000000093E-002,0.5706115503876041E-004,0.9684345766863700E-012
0.1157999999999984E+002,0.2619387532685660E-003,0.1300000000000000E+003,0.7522867000000488E-002,0.5786820769231145E-004,0.7238744392401497E-012
0.1159999999999984E+002,0.2581138988264481E-003,0.1300000000000000E+003,0.7289787000000381E-002,0.5607528461538754E-004,0.7910033278079141E-012
0.1161999999999984E+002,0.2539269350764353E-003,0.1300000000000000E+003,0.7451479000000205E-002,0.5731906923077081E-004,0.8508159249201654E-012
0.1163999999999984E+002,0.2493936114336792E-003,0.1300000000000000E+003,0.7390556999999909E-002,0.5685043846153776E-004,0.9043271069410158E-012
0.1165999999999984E+002,0.2445305979580094E-003,0.1300000000000000E+003,0.7336790000000093E-002,0.5643684615384687E-004,0.9503002462560837E-012
0.1167999999999984E+002,0.2393554181350055E-003,0.1300000000000000E+003,0.7459477999999464E-002,0.5738059999999588E-004,0.9865459810514726E-012
0.1169999999999984E+002,0.2338863798676378E-003,0.1310000000000000E+003,0.7429083999999975E-002,0.5671056488549599E-004,0.5992414656888225E-012
0.1171999999999984E+002,0.2281425049266437E-003,0.1310000000000000E+003,0.7662835000000534E-002,0.5849492366412622E-004,0.6210338316927328E-012
0.1173999999999984E+002,0.2221434571088603E-003,0.1300000000000000E+003,0.7886520999999647E-002,0.6066554615384343E-004,0.9722455268907623E-012
0.1175999999999984E+002,0.2159094693538020E-003,0.1270000000000000E+003,0.1232784900000006E-001,0.9706967716535478E-004,0.9972590354680920E-012
0.1177999999999984E+002,0.2094612700680203E-003,0.1250000000000000E+003,0.1272633600000006E-001,0.1018106880000005E-003,0.8379145295200842E-012
0.1179999999999984E+002,0.2028200089059282E-003,0.1250000000000000E+003,0.1275972000000003E-001,0.1020777600000002E-003,0.7608842322021362E-012
0.1181999999999984E+002,0.1960071822548578E-003,0.1250000000000000E+003,0.1264941200000003E-001,0.1011952960000002E-003,0.8065153764095103E-012
0.1183999999999984E+002,0.1890445586674980E-003,0.1250000000000000E+003,0.1262499200000011E-001,0.1009999360000009E-003,0.9669168922991241E-012
0.1185999999999984E+002,0.1819541044836412E-003,0.1270000000000000E+003,0.1287150100000023E-001,0.1013504015748050E-003,0.9746970858979848E-012
0.1187999999999984E+002,0.1747579098783035E-003,0.1310000000000000E+003,0.1343738299999941E-001,0.1025754427480871E-003,0.7457933904548992E-012
0.1189999999999984E+002,0.1674781155676013E-003,0.1310000000000000E+003,0.1301307699999921E-001,0.9933646564884891E-004,0.8189135766919107E-012
0.1191999999999983E+002,0.1601368404003238E-003,0.1310000000000000E+003,0.1279471900000040E-001,0.9766961068702595E-004,0.8556878759494464E-012
0.1193999999999983E+002,0.1527561100550681E-003,0.1310000000000000E+003,0.1325709199999991E-001,0.1011991755725184E-003,0.8844198711576766E-012
0.1195999999999983E+002,0.1453577870573648E-003,0.1310000000000000E+003,0.1068069500000046E-001,0.8153202290076689E-004,0.9087801291429394E-012
0.1197999999999983E+002,0.1379635023231369E-003,0.1310000000000000E+003,0.9010897999999656E-002,0.6878548091602791E-004,0.9301664731385218E-012
0.1199999999999983E+002,0.1305945884278999E-003,0.1310000000000000E+003,0.1305327100000042E-001,0.9964329007633910E-004,0.9489577756290993E-012
0.1201999999999983E+002,0.1232720147913084E-003,0.1310000000000000E+003,0.1334894699999989E-001,0.1019003587786251E-003,0.9626186776100628E-012
0.1203999999999983E+002,0.1160163249594758E-003,0.1240000000000000E+003,0.1245543200000032E-001,0.1004470322580671E-003,0.8965514688147145E-012
0.1205999999999983E+002,0.1088475761564658E-003,0.1310000000000000E+003,0.1321937200000001E-001,0.1009112366412214E-003,0.9991342356822444E-012
0.1207999999999983E+002,0.1017852812679817E-003,0.1320000000000000E+003,0.1363170000000036E-001,0.1032704545454573E-003,0.6434189598991396E-012
0.1209999999999983E+002,0.9484835340906034E-004,0.1320000000000000E+003,0.1376043300000074E-001,0.1042457045454601E-003,0.6506513193441585E-012
0.1211999999999983E+002,0.8805505321795483E-004,0.1320000000000000E+003,0.1320777299999953E-001,0.1000588863636328E-003,0.6607065923327067E-012
0.1213999999999983E+002,0.8142293900686512E-004,0.1320000000000000E+003,0.1332204699999995E-001,0.1009245984848481E-003,0.6687307257143004E-012
0.1215999999999983E+002,0.7496881988955739E-004,0.1320000000000000E+003,0.1334344200000004E-001,0.1010866818181821E-003,0.6764501437484612E-012
0.1217999999999983E+002,0.6870871199447654E-004,0.1320000000000000E+003,0.1295929199999968E-001,0.9817645454545210E-004,0.6837491460287815E-012
0.1219999999999983E+002,0.6265779786043972E-004,0.1320000000000000E+003,0.1304883400000012E-001,0.9885480303030394E-004,0.6905776833035686E-012
0.1221999999999983E+002,0.5683038910032520E-004,0.1320000000000000E+003,0.1362711200000000E-001,0.1032356969696969E-003,0.6969703818231035E-012
0.1223999999999983E+002,0.5123989240664567E-004,0.1320000000000000E+003,0.1373854399999974E-001,0.1040798787878768E-003,0.7029007754904006E-012
0.1225999999999983E+002,0.4589877896071616E-004,0.1320000000000000E+003,0.1344536499999993E-001,0.1018588257575752E-003,0.7084487103928344E-012
0.1227999999999983E+002,0.4081855729567695E-004,0.1320000000000000E+003,0.1333274300000031E-001,0.1010056287878812E-003,0.7135719986555217E-012
0.1229999999999983E+002,0.3600974965134711E-004,0.1320000000000000E+003,0.1327889500000001E-001,0.1005976893939395E-003,0.7182728631462870E-012
0.1231999999999983E+002,0.3148187184759722E-004,0.1320000000000000E+003,0.1420437700000043E-001,0.1076089166666700E-003,0.7226231875169829E-012
0.1233999999999983E+002,0.2724341669071178E-004,0.1320000000000000E+003,0.1357272900000073E-001,0.1028237045454601E-003,0.7264266803474745E-012
0.1235999999999983E+002,0.2330184091597879E-004,0.1320000000000000E+003,0.1330628999999917E-001,0.1008052272727210E-003,0.7299386366641684E-012
0.1237999999999982E+002,0.1966355565811289E-004,0.1320000000000000E+003,0.1590960099999972E-001,0.1205272803030282E-003,0.7329668093282982E-012
0.1239999999999982E+002,0.1633392042993434E-004,0.1320000000000000E+003,0.2090039399999988E-001,0.1583363181818173E-003,0.7356121904136568E-012
0.1241999999999982E+002,0.1331724057868083E-004,0.1320000000000000E+003,0.3070532399999948E-001,0.2326160909090870E-003,0.7378399398500350E-012
0.1243999999999982E+002,0.1061676817851508E-004,0.1320000000000000E+003,0.2603453800000022E-001,0.1972313484848501E-003,0.7396297368046384E-012
0.1245999999999982E+002,0.8234706307412103E-005,0.1320000000000000E+003,0.7216365900000010E-001,0.5466943863636372E-003,0.7410219303969373E-012
0.1247999999999982E+002,0.6172216646263442E-005,0.1320000000000000E+003,0.4072076899999999E-001,0.3084906742424242E-003,0.7419504092104303E-012
0.1249999999999982E+002,0.4429430328374859E-005,0.1320000000000000E+003,0.2453876199999971E-001,0.1858997121212100E-003,0.7424562485409139E-012
0.1251999999999982E+002,0.3005461957980386E-005,0.1320000000000000E+003,0.1681215400000013E-001,0.1273648030303040E-003,0.7425102952936884E-012
0.1253999999999982E+002,0.1898426707329778E-005,0.1320000000000000E+003,0.1570554999999985E-001,0.1189814393939382E-003,0.7421280680191264E-012
0.1255999999999982E+002,0.1105460393326527E-005,0.1320000000000000E+003,0.8913614999999986E-002,0.6752738636363625E-004,0.7412744667411987E-012
0.1257999999999982E+002,0.6227424264314273E-006,0.1320000000000000E+003,0.7387529000000725E-002,0.5596612878788429E-004,0.7399811325348101E-012
0.1259999999999982E+002,0.4455215168340686E-006,0.1320000000000000E+003,0.7339054000000012E-002,0.5559889393939402E-004,0.7382084331144250E-012
0.1261999999999982E+002,0.5681440156457186E-006,0.1320000000000000E+003,0.7441238999999378E-002,0.5637302272726802E-004,0.7359624955278953E-012
0.1263999999999982E+002,0.9840847620913798E-006,0.1320000000000000E+003,0.7404030999999200E-002,0.5609114393938788E-004,0.7332296029617040E-012
0.1265999999999982E+002,0.1685980301432925E-005,0.1320000000000000E+003,0.8250139000000267E-002,0.6250105303030506E-004,0.7300269757876305E-012
0.1267999999999982E+002,0.2665664332646901E-005,0.1320000000000000E+003,0.1812336400000092E-001,0.1372982121212191E-003,0.7263162477634029E-012
0.1269999999999982E+002,0.3914205239672221E-005,0.1320000000000000E+003,0.1249798200000019E-001,0.9468168181818322E-004,0.7220936887830809E-012
0.1271999999999982E+002,0.5421945555443865E-005,0.1320000000000000E+003,0.9660782000000090E-002,0.7318774242424311E-004,0.7173957728433231E-012
0.1273999999999982E+002,0.7178543203773359E-005,0.1320000000000000E+003,0.1103232600000048E-001,0.8357822727273091E-004,0.7121739039410219E-012
0.1275999999999982E+002,0.9173014360673051E-005,0.1320000000000000E+003,0.1035497799999963E-001,0.7844680303030020E-004,0.7063946508187087E-012
0.1277999999999982E+002,0.1139377777375197E-004,0.1320000000000000E+003,0.9045042000000336E-002,0.6852304545454800E-004,0.7002037277211229E-012
0.1279999999999982E+002,0.1382870037581803E-004,0.1320000000000000E+003,0.9981009000000540E-002,0.7561370454545863E-004,0.6933859585887185E-012
0.1281999999999982E+002,0.1646514402711664E-004,0.1320000000000000E+003,0.1058902900000014E-001,0.8021991666666771E-004,0.6860737490416067E-012
0.1283999999999982E+002,0.1929001321925981E-004,0.1320000000000000E+003,0.9366546999999947E-002,0.7095868939393900E-004,0.6781852465812923E-012
0.1285999999999981E+002,0.2228980357318747E-004,0.1320000000000000E+003,0.9447787999999235E-002,0.7157415151514573E-004,0.6698127244467893E-012
0.1287999999999981E+002,0.2545065096340235E-004,0.1320000000000000E+003,0.9653389999999540E-002,0.7313174242423894E-004,0.6608726762721465E-012
0.1289999999999981E+002,0.2875838110096027E-004,0.1320000000000000E+003,0.9974660000000135E-002,0.7556560606060708E-004,0.6513891851228952E-012
0.1291999999999981E+002,0.3219855940883254E-004,0.1320000000000000E+003,0.9921795999999539E-002,0.7516512121211771E-004,0.6413195451362208E-012
0.1293999999999981E+002,0.3575654102434531E-004,0.1320000000000000E+003,0.8940575999999645E-002,0.6773163636363367E-004,0.6307563390863069E-012
0.1295999999999981E+002,0.3941752076580750E-004,0.1320000000000000E+003,0.9421232000000224E-002,0.7137296969697140E-004,0.6196202197312502E-012
0.1297999999999981E+002,0.4316658290239777E-004,0.1320000000000000E+003,0.9779516000000044E-002,0.7408724242424276E-004,0.6077645356959764E-012
0.1299999999999981E+002,0.4698875056972924E-004,0.1310000000000000E+003,0.8651642000000237E-002,0.6604306870229188E-004,0.9904738100786797E-012
0.1301999999999981E+002,0.5086903467662640E-004,0.1310000000000000E+003,0.9709812999999734E-002,0.7412070992366209E-004,0.9671554378143261E-012
0.1303999999999981E+002,0.5479248215265398E-004,0.1310000000000000E+003,0.8705673999999775E-002,0.6645552671755553E-004,0.9390978960516984E-012
0.1305999999999981E+002,0.5874422339021944E-004,0.1310000000000000E+003,0.9333889000000539E-002,0.7125106106870641E-004,0.9006726405286209E-012
0.1307999999999981E+002,0.6270951873955900E-004,0.1310000000000000E+003,0.9354757000000546E-002,0.7141035877863012E-004,0.8291469248126831E-012
0.1309999999999981E+002,0.6667380392038716E-004,0.1240000000000000E+003,0.9387406999999293E-002,0.7570489516128462E-004,0.9214094795398997E-012
0.1311999999999981E+002,0.7062273421902612E-004,0.1240000000000000E+003,0.2168269399999989E-001,0.1748604354838701E-003,0.7390846802419687E-012
0.1313999999999981E+002,0.7454222734593425E-004,0.1240000000000000E+003,0.2570113599999946E-001,0.2072672258064472E-003,0.7301216757428769E-012
0.1315999999999981E+002,0.7841850483451145E-004,0.1240000000000000E+003,0.1457586200000005E-001,0.1175472741935488E-003,0.7214997597794926E-012
0.1317999999999981E+002,0.8223813186850087E-004,0.1240000000000000E+003,0.1363635299999988E-001,0.1099705887096764E-003,0.7013419724792782E-012
0.1319999999999981E+002,0.8598805543222133E-004,0.1240000000000000E+003,0.7192676999999925E-002,0.5800545967741875E-004,0.7136031149311561E-012
0.1321999999999981E+002,0.8965564068420107E-004,0.1240000000000000E+003,0.7112331000000083E-002,0.5735750806451679E-004,0.8354584344753817E-012
0.1323999999999981E+002,0.9322870546281781E-004,0.1310000000000000E+003,0.1133218000000014E-001,0.8650519083969569E-004,0.6515801900241782E-012
0.1325999999999981E+002,0.9669555283914577E-004,0.1310000000000000E+003,0.7593464999999355E-002,0.5796538167938439E-004,0.6643780295858447E-012
0.1327999999999981E+002,0.1000450016399824E-003,0.1310000000000000E+003,0.7558754000000611E-002,0.5770041221374513E-004,0.6425167506291110E-012
0.1329999999999981E+002,0.1032664148720242E-003,0.1310000000000000E+003,0.7591928000000081E-002,0.5795364885496245E-004,0.6150363730788258E-012
0.1331999999999980E+002,0.1063497259853084E-003,0.1310000000000000E+003,0.7543300000000031E-002,0.5758244274809184E-004,0.5850389237907115E-012
0.1333999999999980E+002,0.1092854629224344E-003,0.1310000000000000E+003,0.7595135999999947E-002,0.5797813740457975E-004,0.5539418890899773E-012
0.1335999999999980E+002,0.1120647699078300E-003,0.1300000000000000E+003,0.7488771000000227E-002,0.5760593076923252E-004,0.9987248065598690E-012
0.1337999999999980E+002,0.1146794269391303E-003,0.1300000000000000E+003,0.7497932000000596E-002,0.5767640000000458E-004,0.9389649327914625E-012
0.1339999999999980E+002,0.1171218669509696E-003,0.1300000000000000E+003,0.7430709000000313E-002,0.5715930000000241E-004,0.8772553055842665E-012
0.1341999999999980E+002,0.1193851906293480E-003,0.1300000000000000E+003,0.7511756000000425E-002,0.5778273846154173E-004,0.8141393342606131E-012
0.1343999999999980E+002,0.1214631788625631E-003,0.1300000000000000E+003,0.7411235999999377E-002,0.5700950769230290E-004,0.7498944829179294E-012
0.1345999999999980E+002,0.1233503028224577E-003,0.1300000000000000E+003,0.7429447999999894E-002,0.5714959999999919E-004,0.6846893167817950E-012
0.1347999999999980E+002,0.1250417316780734E-003,0.1290000000000000E+003,0.7375299999999640E-002,0.5717286821705148E-004,0.9889797968589654E-012
0.1349999999999980E+002,0.1265333379504604E-003,0.1290000000000000E+003,0.7671580999999428E-002,0.5946962015503432E-004,0.8850345997963066E-012
0.1351999999999980E+002,0.1278217005258234E-003,0.1290000000000000E+003,0.7420660999999384E-002,0.5752450387596422E-004,0.7787234644326567E-012
0.1353999999999980E+002,0.1289041053508539E-003,0.1290000000000000E+003,0.7369834000000353E-002,0.5713049612403374E-004,0.6727526387119722E-012
0.1355999999999980E+002,0.1297785438417918E-003,0.1280000000000000E+003,0.7344821000000223E-002,0.5738141406250175E-004,0.8547188382889148E-012
