001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-TempTra-001,007-TempTra-002,008-TempTra-003,009-TempTra-004,010-TempVib001,011-TempVib002,012-TempVib003,013-XiVibMean001,014-XiVibMean002,015-XiVibMean003,016-TempRot001,017-TempRot002,018-TempRot003,019-TempTotal001,020-TempTotal002,021-TempTotal003,022-TempTotal004
1.2E-06,2737,259,259,3255,6733.94732019426,5985.34613954328,6642.53077328383,6667.10719993668,6829.3043656571,4853.50390710201,0,14.343207114256,8.70749339269524,0,6620.71531351478,5535.68745031455,0,6784.48162518682,5223.52462930504,6642.53077328383,6648.98143084695
1.3E-06,2716,280,280,3276,6683.69680807961,5727.3592824436,6351.11823631411,6573.53303907093,6807.87250261134,4900.94808982668,0,14.3327437107772,8.73486531869102,0,6677.98807114931,5619.65000604541,0,6770.38713473266,5215.5311705846,6351.11823631411,6601.65851400047
1.4E-06,2701,295,295,3291,6605.84909763992,6131.56435440034,6367.17182160391,6541.9403174253,6798.9112265425,4895.80115484403,0,14.3283510343689,8.73191748746155,0,6634.19285686553,5830.31384002681,0,6746.11100216995,5337.75500503079,6367.17182160391,6585.90070820974
1.5E-06,2679,317,317,3313,6621.04640448712,5812.22523385051,6596.42275480028,6541.29934501156,6782.55533106021,4796.4917042173,0,14.3203066669492,8.67400094418621,0,6635.43838986699,5735.41348924497,0,6736.99117602682,5196.10773029544,6596.42275480028,6576.10368981322
1.59999999999999E-06,2663,333,333,3329,6593.39036219867,6207.23494438738,6344.91078927662,6529.90779929263,6759.99547522257,4836.08351177613,0,14.3091534558331,8.6973298930074,0,6629.10280157438,5897.14289827837,0,6716.05010044577,5332.54324360892,6344.91078927662,6540.53277573985
1.69999999999999E-06,2638,358,358,3354,6476.02270520791,6419.05929847161,6300.72835529928,6451.23192498165,6745.89556532405,4763.49853125161,0,14.3021485884788,8.65431228183614,0,6675.17129905179,5809.83574371767,0,6695.56634156174,5316.62540497772,6300.72835529928,6506.23633131158
1.79999999999999E-06,2613,383,383,3379,6438.20212380859,6273.49290542464,6348.10871720791,6409.32097395091,6718.76107205267,4777.48763658906,0,14.2885936504295,8.66268806631515,0,6668.54022453626,5962.94421565063,0,6669.84987572337,5326.11729489652,6348.10871720791,6481.07318375294
1.89999999999999E-06,2597,399,399,3395,6382.39707451984,6541.39569137933,6463.38776094715,6410.60200294736,6710.55179117842,4737.89582903023,0,14.2844732980466,8.63887598299193,0,6601.48227048907,6070.30227493945,0,6645.88791291198,5380.54892177487,6463.38776094715,6475.72949815567
1.99999999999999E-06,2574,422,422,3418,6479.69986872111,6282.97996750148,6706.63176242741,6483.42996258576,6692.44124024209,4708.5978914367,0,14.2753512031307,8.6210399059748,0,6458.47183847454,6050.97363272599,0,6626.34461353317,5307.06923877817,6706.63176242741,6473.37415381601
2.09999999999999E-06,2556,440,440,3436,6278.83618538618,6411.77338351818,6652.60893573485,6343.72337320093,6678.65466167465,4743.70262747219,0,14.268377222288,8.64238920731067,0,6512.66467409134,6267.79424732535,0,6594.90718781429,5397.72752683193,6652.60893573485,6448.99034213699
2.19999999999999E-06,2537,459,459,3455,6356.97961506427,6179.95073987503,6708.79732307291,6380.20047592219,6659.35345168022,4731.42916712895,0,14.2585700382163,8.63495505306017,0,6497.89043859397,5931.81102342912,0,6590.6659507124,5274.42436310511,6708.79732307291,6431.49588159568
2.29999999999999E-06,2512,484,484,3480,6421.98921075392,6316.67097107951,6520.41002998243,6421.02991434708,6651.83349973434,4691.17749611081,0,14.2547352093537,8.61034662675948,0,6364.04281399298,5724.16134289275,0,6575.16476483781,5237.05311213792,6520.41002998243,6381.44426725829
2.39999999999999E-06,2493,503,503,3499,6369.80681299835,6477.43608272765,6160.15631775391,6355.14071513207,6626.20299685214,4692.49722302944,0,14.2416060866842,8.61115904041311,0,6440.86391689009,5795.84227401509,0,6560.73359754794,5285.52695517358,6160.15631775391,6319.83067875665
2.49999999999999E-06,2458,538,538,3534,6236.73777368524,6073.94256470714,6183.83312043989,6203.90061299588,6606.02445913069,4665.7067665813,0,14.2312053402632,8.59459208964419,0,6502.23004756567,5870.17078720851,0,6535.87326115897,5202.76182150269,6183.83312043989,6279.33349029255
2.59999999999999E-06,2444,552,552,3548,6098.0753618435,6473.11891523215,6219.37579681676,6175.29686172394,6594.86986374431,4679.43192653502,0,14.2254313331497,8.60309932891303,0,6493.06044480715,5834.86271263642,0,6506.0800756338,5285.28641845637,6219.37579681676,6271.54262899656
2.69999999999998E-06,2420,576,576,3572,6150.56400313984,6305.78238807934,6089.36659130923,6165.72527987856,6584.27926475386,4611.92789464722,0,14.2199330182263,8.56085322782048,0,6437.10483098633,5806.84475957748,0,6498.0935645058,5207.10689545804,6089.36659130923,6224.00760203863
2.79999999999998E-06,2406,590,590,3586,6106.43822214316,6046.7598815364,6292.58057589084,6127.24518470678,6578.70196706067,4571.21431920756,0,14.2170310688866,8.53487344784683,0,6419.86532860741,5939.56181454776,0,6485.0531447553,5158.19426118091,6292.58057589084,6235.07948135906
