001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-TempTra-001,007-TempTra-002,008-TempTra-003,009-TempTra-004,010-TempVib001,011-TempVib002,012-TempVib003,013-XiVibMean001,014-XiVibMean002,015-XiVibMean003,016-TempRot001,017-TempRot002,018-TempRot003,019-TempTotal001,020-TempTotal002,021-TempTotal003,022-TempTotal004
5.11000000000056E-05,496,2500,2500,5496,3427.57074855079,3756.17464606336,3603.37901522304,3657.01587418071,3655.50864689872,3643.11636368266,0,11.6972531085754,7.8185588035728,0,3777.63959564981,3726.35849504931,0,3637.5724820689,3685.73305400566,3603.37901522304,3643.92578678638
5.12000000000056E-05,495,2501,2501,5497,3432.640184689,3700.0047908103,3680.36638380755,3666.99385103516,3657.8272987487,3637.57351062442,0,11.7005429750095,7.81342288768863,0,3717.96429855786,3717.78310770988,0,3629.85356125089,3668.55226478936,3680.36638380755,3670.44261469166
5.13000000000056E-05,495,2501,2501,5497,3618.3592572622,3761.56954096119,3657.27514371186,3701.22219187049,3675.68718462016,3629.19324469114,0,11.7257727789657,7.80563480119995,0,3662.54843179513,3668.54634012507,0,3663.76104502754,3666.51048381347,3657.27514371186,3662.06104633973
5.14000000000056E-05,495,2501,2501,5497,3694.43376716495,3717.73292130501,3637.05530194837,3678.92851757383,3667.47790374591,3640.08099176982,0,11.7142002750879,7.81574777983598,0,3669.84316083715,3685.07795317933,0,3672.44360133117,3666.71340274732,3637.05530194837,3653.73569457938
5.15000000000057E-05,494,2502,2502,5498,3489.81332315693,3758.1517238858,3717.42221493704,3715.50632531362,3628.49948615977,3643.57826810418,0,11.6586840827602,7.81898624973119,0,3616.11362914283,3631.99524928916,0,3602.8341501735,3665.9367324167,3717.42221493704,3683.69664541011
5.16000000000057E-05,494,2502,2502,5498,3542.43123049986,3772.26600799587,3703.93551681718,3720.51968769537,3619.16221249363,3643.64425445011,0,11.6452439926174,7.81904730660893,0,3541.1041769286,3646.38440326373,0,3592.84537307386,3672.16182866014,3703.93551681718,3679.49457487863
5.17000000000057E-05,493,2503,2503,5499,3556.80146592766,3608.38939076678,3687.27524931805,3639.67116145384,3613.39691600179,3654.59798787472,0,11.6369178517441,7.82915903450232,0,3757.72247967278,3733.82992773399,0,3628.3196107154,3661.76183840293,3687.27524931805,3670.3766864245
5.18000000000057E-05,492,2504,2504,5500,3550.73100042457,3614.67586099598,3725.55025619318,3659.43379084555,3606.87962431536,3648.4612577031,0,11.6274802378754,7.82349983201417,0,3615.75201079419,3736.30992897406,0,3598.83373742047,3660.1941636721,3725.55025619318,3684.46004111882
5.19000000000057E-05,492,2504,2504,5500,3680.308386175,3606.93090831483,3723.30091300311,3666.47494665059,3612.26892320991,3653.67417903168,0,11.6352863544536,7.82830805479445,0,3646.81820996916,3689.07698898223,0,3629.72065282673,3651.21390824771,3723.30091300311,3682.1104861096
5.20000000000057E-05,491,2505,2505,5501,3709.26718477788,3606.3573500553,3692.07182801138,3654.57467347446,3615.15157145583,3654.59798787472,0,11.639454128491,7.82915903450232,0,3735.82512782186,3680.28213353149,0,3651.68147223226,3649.70474192107,3692.07182801138,3669.17395210813
5.21000000000058E-05,490,2506,2506,5502,3518.41371204035,3597.55163788831,3686.20620798965,3630.88329346963,3626.93282950438,3658.62315497654,0,11.6564328766911,7.83286298087103,0,3813.51152245319,3675.08294841493,0,3640.19591203581,3648.94799437279,3686.20620798965,3665.13857288583
5.22000000000058E-05,489,2507,2507,5503,3680.393216121,3577.87717293597,3724.57760182741,3653.81908104942,3626.243500576,3657.30342805791,0,11.6554418558883,7.83164926961825,0,3906.09286341805,3597.00917745123,0,3682.99638409712,3626.99890623154,3724.57760182741,3676.42877294699
5.23000000000058E-05,489,2507,2507,5503,3762.5180812426,3631.61365024439,3647.9912802497,3650.70705114961,3629.94081028273,3647.20751713041,0,11.6607538269751,7.82234183363736,0,3698.88248756629,3680.12461276468,0,3664.17246600101,3650.96734935495,3647.9912802497,3650.78495734933
5.24000000000058E-05,489,2507,2507,5503,3783.8879997625,3694.98947547159,3640.48780925534,3678.05974644635,3633.76345252188,3640.87282792099,0,11.6662368205796,7.81648144063706,0,3644.47453757401,3647.83707000932,0,3661.0758282009,3654.13544255295,3640.48780925534,3648.5347214744
5.25000000000058E-05,489,2507,2507,5503,3870.96216815568,3711.41517734329,3616.1740593102,3682.20365555486,3632.88612479486,3641.53269138031,0,11.6649792404698,7.81709263571133,0,3642.33061013494,3640.87761628957,0,3674.92192772417,3656.56351140101,3616.1740593102,3639.79464154645
5.26000000000058E-05,488,2508,2508,5504,3877.00258694144,3635.16896104347,3732.0692230229,3700.76501236662,3649.61801787444,3624.64018682187,0,11.6888800858817,7.80139179161464,0,3498.14701159406,3659.88827294164,0,3662.49281194021,3634.59067464931,3732.0692230229,3681.48247012876
5.27000000000058E-05,488,2508,2508,5504,3331.86170306164,3644.46213535171,3764.93999120147,3671.644085118,3639.8420803448,3628.86331296148,0,11.6749367970439,7.80532761375805,0,3615.04475445175,3696.97027039943,0,3583.35909989671,3647.05319925105,3764.93999120147,3695.12321264617
5.28000000000059E-05,486,2510,2510,5506,3594.50175830454,3578.050733129,3779.74352078429,3671.44777185949,3606.75429178293,3630.18303988011,0,11.6272984798724,7.80655610410968,0,3642.01112853007,3699.00329323347,0,3610.66940730021,3633.80913167514,3779.74352078429,3698.29322368708
5.29000000000059E-05,485,2511,2511,5507,3670.73216484459,3628.83819635241,3780.89250403298,3701.85924979433,3591.33839029388,3630.44698526384,0,11.6048655058597,7.80680171918793,0,3498.30188088122,3661.0238401157,0,3589.01356681981,3636.74128857816,3780.89250403298,3698.26584949232
5.30000000000059E-05,484,2512,2512,5508,3575.2793433439,3624.47315265646,3693.24057573133,3651.51272474375,3591.46372282631,3628.33542219403,0,11.6050485035993,7.80483602388652,0,3641.56110256883,3740.02789513529,0,3597.24269019238,3651.76855893331,3693.24057573133,3665.89114167224
5.31000000000059E-05,484,2512,2512,5508,3452.71176918751,3667.64394363417,3729.30768529507,3676.87999058769,3581.37445396559,3628.00549046437,0,11.5902847069875,7.8045287239755,0,3669.29959422808,3692.34575917866,0,3574.42671914591,3650.60214493114,3729.30768529507,3679.80319999907
5.32000000000059E-05,484,2512,2512,5508,3719.67536929129,3669.62729166602,3649.58300838069,3664.88365149861,3567.65054166436,3638.43133312153,0,11.5700961597448,7.81421852498559,0,3391.92172372756,3747.1162759398,0,3563.60321202637,3668.80892584089,3649.58300838069,3650.79602276423
5.33000000000059E-05,484,2512,2512,5508,3613.91954931411,3690.97148967241,3719.02470256155,3696.99482511978,3560.38125478334,3649.12112116242,0,11.5593528040081,7.82410905692264,0,3385.6654455663,3647.00488287372,0,3539.67818285829,3657.74391125855,3719.02470256155,3675.31717473121
5.3400000000006E-05,484,2512,2512,5508,3700.00745321401,3620.77275250864,3766.43879759421,3694.16830450507,3554.23996069421,3637.70548331629,0,11.5502494467888,7.8135453123528,0,3375.92185323524,3703.01085503448,0,3548.675832098,3648.21096322389,3766.43879759421,3693.38404174119
5.3500000000006E-05,484,2512,2512,5508,3548.71883087683,3646.7613067094,3700.24188073217,3662.53665958562,3569.78119471569,3635.52793390055,0,11.5732385121723,7.81152442481082,0,3454.00765216958,3749.25464429791,0,3546.42137296909,3662.67050253296,3700.24188073217,3669.59038694246
5.3600000000006E-05,484,2512,2512,5508,3445.45151033156,3802.48182581899,3588.28666489106,3673.4221095977,3580.37179370614,3637.50752427849,0,11.5888138959595,7.81336167277523,0,3599.93634004494,3678.143810135,0,3560.69637880014,3682.16224170378,3588.28666489106,3628.67550847958
5.3700000000006E-05,483,2513,2513,5509,3572.61563166395,3687.02754923224,3645.39632932383,3658.00590976676,3569.46786338461,3635.13201582496,0,11.5727765877337,7.81115678918918,0,3638.53731197928,3710.35737182733,0,3581.7966862966,3662.74466797641,3645.39632932383,3647.7339128148
5.3800000000006E-05,483,2513,2513,5509,3753.82047788991,3695.36673537849,3611.48496174919,3662.2279189876,3560.38125478334,3639.35514196457,0,11.5593528040081,7.81507504007384,0,3761.33263311335,3672.36259298304,0,3627.76254255151,3658.68599123774,3611.48496174919,3634.4434403537
5.3900000000006E-05,483,2513,2513,5509,3428.05510410033,3691.48481904938,3678.57066687974,3662.49774031954,3560.75725238064,3640.34493715354,0,11.5599093456737,7.81599236092316,0,3826.40076024156,3652.31400968353,0,3583.46944701051,3654.04839459124,3678.57066687974,3659.04655007854
5.40000000000061E-05,483,2513,2513,5509,3532.00053142968,3697.34311949018,3685.56010694427,3677.4717852079,3571.59851643595,3641.79663676403,0,11.5759164087311,7.81733706566729,0,3558.29927503537,3657.96430451287,0,3562.56958869584,3657.36710815099,3685.56010694427,3661.91635557715
5.41000000000061E-05,482,2514,2514,5510,3343.04027818221,3634.98250381783,3691.45809500662,3635.21181116669,3578.55447198588,3637.50752427849,0,11.5861463868779,7.81336167277523,0,3675.21508597543,3719.18711721633,0,3554.86760334062,3654.69839519441,3691.45809500662,3662.73749567615
5.42000000000061E-05,482,2514,2514,5510,3671.88664542824,3516.31832322791,3656.80766421422,3594.02687759092,3590.08506496957,3637.96942870001,0,11.6030349712445,7.81379014103247,0,3826.60443541128,3764.97119558763,0,3644.33496302755,3639.13145476836,3656.80766421422,3647.65161475526
5.43000000000061E-05,481,2515,2515,5511,3500.77991024392,3616.15702313091,3681.17303153845,3635.75761646176,3589.77173363849,3637.11160620291,0,11.6025771792331,7.81299434715193,0,3501.84237703497,3734.47236525137,0,3559.61912958569,3653.70601883847,3681.17303153845,3658.02896262542
5.44000000000061E-05,480,2516,2516,5512,3659.40982288268,3567.89015266068,3715.06454962673,3643.03895971314,3589.89706617092,3637.96942870001,0,11.6027603036411,7.81379014103247,0,3533.05937991595,3692.86007070042,0,3592.05725075075,3634.6708479592,3715.06454962673,3667.65633902151
5.45000000000061E-05,480,2516,2516,5512,3508.06295756422,3620.59040514392,3676.73044559945,3636.41681424186,3606.00229658834,3646.41568097923,0,11.6262077211866,7.82161014804456,0,3733.08717740615,3621.13375470442,0,3610.96289995602,3635.32279059322,3676.73044559945,3652.10234656017
5.46000000000062E-05,480,2516,2516,5512,3436.02179208084,3715.81907130952,3635.55672469436,3654.81711954727,3636.33276943672,3645.35989944433,0,11.6699169551859,7.82063418380949,0,3508.71327096161,3597.57019890962,0,3580.6567054242,3650.28068767206,3635.55672469436,3637.49676126951
5.47000000000062E-05,480,2516,2516,5512,3585.44577859938,3615.66763678334,3726.98051564075,3663.84555972908,3647.4246985569,3634.34017967379,0,11.6857569652366,7.81042133179808,0,3624.06874675381,3580.44023325059,0,3632.94951291542,3618.57545659183,3726.98051564075,3669.3096139943
5.48000000000062E-05,480,2516,2516,5512,3502.77901861988,3625.6263572983,3662.93452576905,3631.95811152667,3642.78739485694,3638.16738773781,0,11.6791439335657,7.81397374447682,0,3546.15433993489,3653.73921082344,0,3602.63136150232,3638.825589216,3662.93452576905,3646.67842939469
5.49000000000062E-05,480,2516,2516,5512,3864.99537250649,3647.52647451138,3602.93474364958,3646.10997889987,3636.01943810565,3635.26398851683,0,11.6694683799298,7.81127934128947,0,3560.02491749831,3642.93378873646,0,3661.99329490271,3639.59355547184,3602.93474364958,3624.81095467032
5.50000000000062E-05,480,2516,2516,5512,3706.46694844087,3660.50703863451,3573.37674133479,3624.73797635239,3635.33010917727,3640.6748688832,0,11.6684812977161,7.81629804862725,0,3564.88016843547,3671.04053179603,0,3635.44674034272,3651.57456845992,3573.37674133479,3614.47603969666
5.51000000000062E-05,480,2516,2516,5512,3617.56528045216,3649.63032208774,3580.30333341811,3615.19310810409,3637.8367598259,3639.6190873483,0,11.6720692601115,7.81531969677648,0,3747.92425318764,3657.50077581787,0,3653.08387310947,3645.676042342,3580.30333341811,3616.48119893051
5.52000000000062E-05,479,2517,2517,5513,3591.73589077779,3533.01263722245,3674.21644762525,3602.58245932237,3614.52490879367,3641.26874599658,0,11.6385485399707,7.81684817828686,0,3739.81674296451,3694.90586729717,0,3631.95879502122,3629.40953177448,3674.21644762525,3650.08794720919
5.53000000000063E-05,478,2518,2518,5514,3657.95493946082,3559.88770146328,3630.57151845448,3600.66717026028,3621.0422004801,3639.55310100237,0,11.6479544817206,7.81525853517915,0,3699.85743887984,3692.18966017946,0,3640.71495816434,3633.68375582294,3630.57151845448,3632.87205851163
5.54000000000063E-05,477,2519,2519,5515,3482.34721462807,3607.83283739514,3641.92496700717,3612.55113883355,3609.88760509372,3645.75581751992,0,11.6318394228741,7.82100022176688,0,3625.38809104648,3655.85866591727,0,3590.82438057826,3639.71715216697,3641.92496700717,3636.4967774679
5.55000000000063E-05,476,2520,2520,5516,3378.7527177018,3656.52404602806,3577.39545292953,3596.40381272647,3607.13028938023,3648.85717577869,0,11.6278437237933,7.82386538747006,0,3588.43226320996,3678.50331511807,0,3565.08165285042,3656.95469594608,3577.39545292953,3612.67970303178
5.56000000000063E-05,476,2520,2520,5516,3409.05772683912,3650.20238464725,3596.00231147611,3604.63149242319,3604.18497486809,3646.74561270889,0,11.6235702292068,7.8219150469898,0,3698.57289734031,3651.00466613251,0,3587.03646450727,3648.42030655611,3596.00231147611,3619.17591634276
5.57000000000063E-05,476,2520,2520,5516,3864.5977780971,3623.99401282434,3546.82385531231,3609.50137238553,3590.89972643037,3650.24288904325,0,11.6042249340013,7.8251443471074,0,3597.94727597487,3658.68743259761,0,3638.74260544329,3646.37942138949,3546.82385531231,3600.23816850608
5.58000000000063E-05,476,2520,2520,5516,3578.05115893856,3742.00415424452,3547.1037212479,3638.81511927042,3590.96239269659,3653.87213806948,0,11.6043164518647,7.82849043570222,0,3458.26948060212,3606.07953505376,0,3566.14958961208,3662.62350829609,3547.1037212479,3601.52281057038
5.59000000000064E-05,475,2521,2521,5517,3595.79091868633,3652.95772799329,3595.57014217167,3621.81247907592,3594.03303974115,3658.88710036026,0,11.6087977264439,7.83310564154612,0,3553.56236441364,3594.15824050238,0,3587.43756451614,3643.5633760884,3595.57014217167,3616.80051525808
5.60000000000064E-05,475,2521,2521,5517,3935.94645594097,3603.48736115917,3562.64848973629,3613.44989064336,3591.33839029388,3660.40478631668,0,11.6048655058597,7.83450041306605,0,3575.39511054788,3602.86584207907,0,3647.34531391253,3635.58501704904,3562.64848973629,3603.26911269064
5.61000000000064E-05,474,2522,2522,5518,3828.45169289548,3568.88181404016,3561.85519743167,3587.96753268656,3572.2251790981,3656.37961921487,0,11.5768393212018,7.83079926705864,0,3563.21402722358,3684.50160492631,0,3614.41968700795,3643.50057622174,3561.85519743167,3603.68651554833
5.62000000000064E-05,471,2525,2525,5521,3492.23062184845,3566.08302290244,3580.09208727251,3566.18959900061,3536.56807362139,3654.92791960438,0,11.5239148155892,7.82946287491177,0,3699.23536683635,3710.01899403059,0,3556.82550628194,3647.60576488708,3580.09208727251,3608.98422209052
5.63000000000064E-05,469,2527,2527,5523,3647.85455167598,3510.18130190408,3659.51092067672,3590.19663791377,3535.75341216059,3643.18235002859,0,11.5226957979334,7.81861987245458,0,3703.26784024617,3674.87875674564,0,3583.62542412018,3621.18927640565,3659.51092067672,3635.53317435081
5.64000000000064E-05,469,2527,2527,5523,3745.91686335687,3544.92248014258,3611.49336547155,3592.4493664279,3559.37859452389,3636.45174274359,0,11.557868238315,7.8123820000615,0,3773.91420979745,3660.74033004141,0,3627.90750908163,3621.84730841006,3611.49336547155,3617.62457082349
5.65000000000065E-05,469,2527,2527,5523,3916.93510402917,3580.2973345152,3607.18367588542,3621.18542043673,3564.95589221709,3639.48711465643,0,11.566117752008,7.81519737186298,0,3716.02877399725,3592.37259363066,0,3650.86880149405,3616.40290565696,3607.18367588542,3615.11149003409
5.66000000000065E-05,468,2528,2528,5524,3671.91976290102,3656.08908541101,3572.08253588342,3618.98557343773,3551.54531124693,3640.74085522913,0,11.5462472626976,7.81635918101477,0,3750.68169462173,3586.88984966111,0,3606.17422937032,3632.38059731711,3572.08253588342,3602.56559378643
5.67000000000065E-05,468,2528,2528,5524,3540.28872556239,3639.32034008398,3578.53104237952,3603.1106840027,3565.39455608059,3647.14153078448,0,11.566765724015,7.82228086924951,0,3688.18979966255,3593.64771910566,0,3582.07766347757,3633.83366872626,3578.53104237952,3604.14017671667
5.68000000000065E-05,468,2528,2528,5524,3688.72482140894,3630.99499688999,3629.3908499399,3635.15181701762,3546.28134488482,3641.7306504181,0,11.538415182022,7.81727596075323,0,3579.56485476001,3582.55533199532,0,3576.33998779677,3626.55161538628,3629.3908499399,3623.5969707881
5.69000000000065E-05,468,2528,2528,5524,3749.87895586098,3635.00343581662,3594.62167985601,3626.25554738656,3553.8012968307,3640.21296446168,0,11.5495982553406,7.81587007381588,0,3629.83846844176,3592.82486161486,0,3600.31771732343,3628.7918311105,3594.62167985601,3610.74186231548
5.70000000000065E-05,468,2528,2528,5524,3614.47821228766,3624.42981997899,3637.0464951378,3629.36059521468,3547.22133887805,3641.79663676403,0,11.5398151146081,7.81733706566729,0,3664.95687678326,3579.01930170305,0,3578.86233567979,3624.39585581794,3637.0464951378,3626.32763148339
5.71000000000066E-05,467,2529,2529,5525,3475.76717181701,3649.21404719924,3642.02565060845,3631.26307058718,3547.72266900778,3644.63404963908,0,11.5405615057035,7.81996295406259,0,3717.64434068346,3541.38678833351,0,3564.47803475586,3623.21562817007,3642.02565060845,3626.86089344106
5.72000000000066E-05,467,2529,2529,5525,3791.17490731886,3568.54484571988,3670.74126014926,3634.14176352235,3542.39603637945,3635.79187928428,0,11.5326225699207,7.81176948076354,0,3734.27262574871,3567.66906903611,0,3617.79641505377,3606.38872916631,3670.74126014926,3636.80953281614
5.73000000000066E-05,467,2529,2529,5525,3611.75535545069,3591.0617078587,3648.07391087793,3618.90746258469,3558.87726439417,3638.03541504594,0,11.5571257074139,7.81385134390099,0,3658.03708346065,3593.65236274055,0,3584.85610272853,3618.19516400698,3648.07391087793,3629.05380820962
5.74000000000066E-05,467,2529,2529,5525,3493.82403340286,3618.68925271409,3653.16055285905,3623.91384287667,3562.76257289954,3641.99459580183,0,11.5628759986339,7.81752037011067,0,3537.21587285235,3584.96684617819,0,3546.62309103713,3624.55302367609,3653.16055285905,3631.06074544284
5.75000000000066E-05,468,2528,2528,5524,3460.71329679636,3604.73622726599,3654.34176319747,3615.23587668218,3569.84386098191,3641.86262310997,0,11.5733308893582,7.81739816886483,0,3475.07319142351,3621.95467580605,0,3535.0352236733,3629.47946476477,3654.34176319747,3632.85600089929
5.76000000000066E-05,468,2528,2528,5524,3534.64963444674,3567.90889287919,3674.44334706167,3613.84549085655,3568.33987059273,3641.79663676403,0,11.5711131281636,7.81733706566729,0,3328.05173359128,3650.46616492148,0,3521.5622354226,3627.63655322172,3674.44334706167,3640.07044063979
5.77000000000066E-05,468,2528,2528,5524,3502.58727861007,3566.65623885137,3614.67870479417,3583.20521070337,3559.87992465362,3650.30887538918,0,11.5586106038288,7.82520523115695,0,3449.62535789831,3676.55477841917,0,3531.25342055614,3637.85190295051,3614.67870479417,3618.21578153491
5.78000000000067E-05,468,2528,2528,5524,3543.61539510089,3527.05455886674,3595.90369635917,3559.96569046313,3557.31060773877,3657.23744171198,0,11.5548042317938,7.83158856620505,0,3601.98459531997,3675.41119635761,0,3562.60467559637,3632.94324130322,3595.90369635917,3610.03331763027
5.79000000000067E-05,468,2528,2528,5524,3660.49565701183,3614.19727842839,3524.74362292629,3577.18221689105,3548.78799553344,3662.1204313109,0,11.5421470336128,7.83607603016889,0,3512.05644670313,3642.49167848056,0,3561.61016248446,3647.47352443523,3524.74362292629,3584.03303848166
5.80000000000067E-05,466,2530,2530,5526,3487.54616767537,3606.6795304042,3598.58342617535,3592.92649190789,3533.62275910925,3663.30818553766,0,11.5195055011882,7.83716617050316,0,3648.92785011771,3569.20088184221,0,3545.47728883383,3630.62751444399,3598.58342617535,3608.77598558876
5.81000000000067E-05,466,2530,2530,5526,3256.45794953642,3567.75278468105,3668.80626060407,3587.76760569224,3531.86810365522,3660.0088682411,0,11.5168759179112,7.83413664622172,0,3681.03791651322,3591.08811830151,0,3510.24775162686,3625.05688584681,3668.80626060407,3635.40521403888
5.82000000000067E-05,466,2530,2530,5526,3500.50091192984,3593.63491991047,3653.78465784196,3613.31975328863,3521.59083599585,3662.18641765683,0,11.5014325912134,7.83613660792926,0,3594.33811650488,3553.58435545039,0,3530.44565793807,3623.77535719116,3653.78465784196,3629.64432041856
5.83000000000067E-05,466,2530,2530,5526,3246.81700903336,3590.66376318091,3659.48727194753,3593.17749639604,3534.62541936871,3668.78505224997,0,11.5210071953425,7.84218583306351,0,3561.89212112376,3564.69806814268,0,3490.01467770149,3629.29527613214,3659.48727194753,3631.37290742861
5.84000000000068E-05,465,2531,2531,5527,3464.79808534643,3564.17860705853,3620.49136632621,3581.60499589703,3528.54679154579,3674.26191896227,0,11.5118928452899,7.84719386190878,0,3381.45276754995,3597.95992431763,0,3492.42687029149,3633.88146894321,3620.49136632621,3615.84876800297
5.85000000000068E-05,465,2531,2531,5527,3453.89929084764,3621.07555894961,3520.98994175519,3561.17802651131,3533.56009284304,3669.51090205521,0,11.5194116229783,7.84285021563595,0,3519.83904486661,3628.81111366761,0,3517.56951302539,3650.193681229,3520.98994175519,3579.86892949698
5.86000000000068E-05,464,2532,2532,5528,3667.52450392046,3592.87955151536,3539.74609150382,3574.808158094,3549.47732446182,3676.90137279953,0,11.5431725627444,7.84960322682901,0,3437.34204694714,3558.87882973737,0,3550.48829928798,3633.1359967731,3539.74609150382,3583.42330289196
5.87000000000068E-05,464,2532,2532,5528,3591.90624540044,3573.0536371956,3561.31793576126,3569.26073093209,3549.28932566317,3676.70341376173,0,11.5428929041936,7.8494226177805,0,3550.93563980434,3550.66067189251,0,3556.85875576575,3626.94844748456,3561.31793576126,3591.00451249163
5.88000000000068E-05,464,2532,2532,5528,3515.14298405403,3571.29814920058,3539.70552622721,3552.11426389006,3548.09866660507,3673.4700828111,0,11.5411211896769,7.84647052747919,0,3553.87739387103,3600.78118772859,0,3543.45068173719,3635.58443642648,3539.70552622721,3583.93547427012
5.89000000000068E-05,464,2532,2532,5528,3597.10762760243,3569.30204609933,3535.26073207456,3556.04393877421,3543.83736050241,3675.97756395649,0,11.5347726124538,7.84876025517558,0,3474.82951989447,3601.65001704556,0,3541.14484081212,3636.76761416323,3535.26073207456,3582.2480062972
5.90000000000069E-05,464,2532,2532,5528,3618.08122888966,3636.70267338815,3588.3245682687,3612.98094538349,3543.96269303484,3669.84083378487,0,11.5349595074076,7.84315214018909,0,3397.01098346824,3508.36849110747,0,3531.50189886859,3627.66608172624,3588.3245682687,3601.5747479852
5.91000000000069E-05,464,2532,2532,5528,3620.54353405384,3547.78563266753,3607.3397542925,3581.17034724743,3546.53200994968,3673.93198723262,0,11.5387885546926,7.8468925020252,0,3453.72436708396,3553.71203707838,0,3543.31694431907,3620.5554687069,3607.3397542925,3608.01913292303
5.92000000000069E-05,464,2532,2532,5528,3512.41531677352,3536.36944927274,3614.70127149872,3570.23729594361,3545.09068582672,3672.94219204365,0,11.5366410923434,7.84598816981556,0,3450.26598237669,3582.05583129728,0,3523.27919892364,3623.65879658045,3614.70127149872,3611.13047045532
5.93000000000069E-05,463,2533,2533,5529,3516.92618541334,3573.9814394185,3518.68807487855,3543.87207516021,3542.02003878215,3674.72382338379,0,11.5320614620387,7.84761569505462,0,3423.53968529095,3632.42591155317,0,3517.45232770535,3643.73503102866,3518.68807487855,3575.87233767237
5.94000000000069E-05,462,2534,2534,5530,3781.56242982845,3492.28898126426,3590.4013728613,3561.41396020523,3532.43210005116,3676.50545472394,0,11.5177213658592,7.84924199360576,0,3363.30447004591,3594.94181807618,0,3546.13297440026,3618.93260483869,3590.4013728613,3599.77680536432
5.95000000000069E-05,462,2534,2534,5530,3729.13254678364,3565.55036168618,3537.43884828911,3566.33524316301,3519.58551547695,3669.04899763369,0,11.4984109717404,7.84242745036381,0,3362.42414661078,3622.85504924071,0,3528.56673026127,3636.6068732569,3537.43884828911,3582.13918404671
5.9600000000007E-05,462,2534,2534,5530,3629.18832373511,3539.64848887486,3537.83496683715,3546.29802573957,3546.28134488482,3666.47553014237,0,11.538415182022,7.84007052864924,0,3498.46977389349,3625.39855266211,0,3552.28452262261,3630.08033582594,3537.83496683715,3581.31154184447
5.9700000000007E-05,462,2534,2534,5530,3588.51922220995,3538.0768949536,3550.04136636048,3547.7735180526,3527.66946381877,3666.67348918016,0,11.5105753265161,7.84025192158761,0,3542.13812649443,3632.34014829239,0,3540.57339524233,3631.35694955991,3550.04136636048,3586.51143601161
