001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-NumDens-Spec-001,006-NumDens-Spec-002,007-NumDens-Spec-003,008-Charge,009-Charge-absError,010-Charge-relError,011-Ekin-001,012-Ekin-002,013-Ekin-003,014-E-kin+pot,015-PercentResolvedPPD3D,016-PercentResolvedPPDX,017-PercentResolvedPPDY,018-PercentResolvedPPDZ,019-PercentResolvedPICTimeStep
0.1000000000000000E-009,0.0000000000000000E+000,0.6748600000000000E+005,0.6748600000000000E+005,0.1000000000000000E+026,0.9999799999992827E+020,0.1000009999800000E+026,0.1602144486469401E+002,0.2732036818997585E-011,0.1705237475190287E-012,0.0000000000000000E+000,0.6165329823523244E+006,0.6165329823523244E+006,0.4971669456418085E+007,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
