001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-NumDens-Spec-007,009-NumDens-Spec-008,010-TempTra-001,011-TempTra-002,012-TempTra-003,013-TempTra-004,014-TempTra-005,015-TempTra-006,016-TempTra-007,017-TempTra-008,018-TempVib001,019-TempVib002,020-TempVib003,021-TempVib004,022-TempVib005,023-TempVib006,024-TempVib007,025-XiVibMean001,026-XiVibMean002,027-XiVibMean003,028-XiVibMean004,029-XiVibMean005,030-XiVibMean006,031-XiVibMean007,032-TempRot001,033-TempRot002,034-TempRot003,035-TempRot004,036-TempRot005,037-TempRot006,038-TempRot007,039-TempElec001,040-TempElec002,041-TempElec003,042-TempElec004,043-TempElec005,044-TempElec006,045-TempElec007,046-XiElecMean001,047-XiElecMean002,048-XiElecMean003,049-XiElecMean004,050-XiElecMean005,051-XiElecMean006,052-XiElecMean007,053-TempTotal001,054-TempTotal002,055-TempTotal003,056-TempTotal004,057-TempTotal005,058-TempTotal006,059-TempTotal007,060-TempTotal008
0.00000000000000E+000,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,9.99966525636555E+021,0.00000000000000E+000,0.00000000000000E+000,9.99986546188853E+021,6.19999530718254E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.99999999999999E+004,0.00000000000000E+000,0.00000000000000E+000,5.00000000000000E+004,4.99999999999999E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.99999999999999E+004,0.00000000000000E+000,0.00000000000000E+000,4.99907817717664E+004,4.99953908397435E+004
1.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.01041725393620E+022,6.87705971442042E+019,3.50359665217925E+019,1.00005661812190E+022,6.20208545284247E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.70374002970974E+004,1.03994944234948E+003,1.01635139793094E+003,4.99713754347797E+004,4.82530122128483E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.41609170386873E+003,1.07613989751827E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.18195793964486E+000,1.71947585596989E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.33183080090242E+003,9.60083394168931E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,1.00480654511634E+004,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.92080811670523E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.70374002970974E+004,6.58576617648143E+003,6.43707701688607E+003,4.99627673137590E+004,4.82770230161486E+004
2.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.02019729373385E+022,1.33737289351757E+020,6.68686446758783E+019,1.00015672088339E+022,6.20404146080200E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.43692881917636E+004,1.06075274929303E+003,1.08723546823319E+003,4.99399855350417E+004,4.66741886445310E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.10728099913961E+003,1.05615438242682E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.15236644863462E+000,1.71444595686646E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.21097243844465E+003,9.65108626280690E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.77618914129178E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.83156960934334E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.43692881917636E+004,6.38480151669432E+003,6.40068779407511E+003,4.99320464618858E+004,4.67226064527784E+004
3.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.02806537078703E+022,1.84789697712083E+020,9.38963902784040E+019,1.00021678254028E+022,6.20561507621263E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.21174268204070E+004,1.08110141801364E+003,1.16851806056382E+003,4.98965117551429E+004,4.53457731743452E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.10728099913961E+003,1.03023780719364E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.15236644863462E+000,1.70764914650706E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.19643449763406E+003,9.61214222271886E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.97391736665292E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.89706268759572E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.21174268204070E+004,6.38743229027046E+003,6.38089647323422E+003,4.98894992870369E+004,4.54138537323703E+004
4.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.03499248188220E+022,2.31537687328303E+020,1.15918997806388E+020,1.00026683392103E+022,6.20700049843167E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.00935342331573E+004,1.10364685212365E+003,1.21072362782901E+003,4.98477501238231E+004,4.41531042491428E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.10728099913961E+003,1.00188731706939E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.15236644863462E+000,1.69983473989235E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,8.02776175908719E+003,9.70988132225548E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.67732502861120E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.79759988126222E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,4.00935342331573E+004,6.36523832698736E+003,6.32292453235974E+003,4.98417769666290E+004,4.42376987515768E+004
5.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.04123889419923E+022,2.74381669246381E+020,1.35138728012628E+020,1.00030687502562E+022,6.20824978089507E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.82155769471597E+004,1.12883827056525E+003,1.22894782891188E+003,4.97999420553416E+004,4.30513541035567E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.95287564677504E+003,9.94539295088695E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.13675517206723E+000,1.69774093634329E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.95841620023314E+003,9.70655415358681E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.55374488776048E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.75394872716309E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.82155769471597E+004,6.26700238562495E+003,6.29816187435803E+003,4.97949878847134E+004,4.31495682897466E+004
6.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.04654434055824E+022,3.09818046814137E+020,1.52356402989052E+020,1.00034691613022E+022,6.20931087016688E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.66040990403635E+004,1.13509899313234E+003,1.24344030612407E+003,4.97513479061431E+004,4.21050909097221E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.95287564677504E+003,9.85410312188254E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.13675517206723E+000,1.69509874067437E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.86463886270085E+003,9.59863817186198E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.57846091593063E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.76278646058345E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.66040990403635E+004,6.25309648532701E+003,6.25513811258825E+003,4.97474294766940E+004,4.22154537564913E+004
7.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.05108900592993E+022,3.40549594591823E+020,1.66771200643732E+020,1.00037694695867E+022,6.21021980324121E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.51299360311399E+004,1.13450662122886E+003,1.24595290958874E+003,4.97152105751814E+004,4.12511348884272E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.79847029441048E+003,9.72948231051329E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.12055961691389E+000,1.69141662814711E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.90606309538478E+003,9.41017493148335E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.43016474690977E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.70893638306457E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.51299360311399E+004,6.16680426225810E+003,6.15859053081213E+003,4.97120623808817E+004,4.13701312697076E+004
8.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.05495297252347E+022,3.66876620863913E+020,1.78483223738160E+020,1.00043700861556E+022,6.21099259655992E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.38188544231185E+004,1.13108165769687E+003,1.28173788942820E+003,4.96867367619968E+004,4.04991105379750E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.79847029441048E+003,9.67514790419059E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.12055961691389E+000,1.68978334177512E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.84218502394364E+003,9.40956345520040E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.62789297227091E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.78029998644188E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.38188544231185E+004,6.15541608895250E+003,6.18110726903141E+003,4.96841954617642E+004,4.06267141608155E+004
9.00000000000000E-012,2.00000000000000E+023,2.00000000000000E+023,2.00000000000000E+023,1.05822633282422E+022,3.89399742199351E+020,1.88493499887244E+020,1.00045702916786E+022,6.21164726862007E+023,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.26640530172668E+004,1.14015344855822E+003,1.34145518388823E+003,4.96417323789504E+004,3.98304522387690E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.79847029441048E+003,9.66241050974268E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.12055961691389E+000,1.68939796082256E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,7.88570082943260E+003,9.54670416745954E+003,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,9.57846091593063E+003,4.95675058912280E+004,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,6.76278646058345E-001,6.53348937947212E-002,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,3.26640530172668E+004,6.16484197250680E+003,6.23420515571168E+003,4.96401503072159E+004,3.99657261807817E+004
