TIME,003-TempTra-001,004-TempVib001,006-TempRot001
0,10059.0327620024,4980.57261375719,7508.82222149487
0.02,9554.72273427087,5057.77528993947,7989.4284833734
0.04,9218.27273005557,5134.97796612175,8276.53465942457
0.06,9006.32792052078,5212.18064230403,8392.28299039928
0.08,8861.134135895,5212.18064230403,8427.63017667274
0.1,8659.53666459471,5289.38331848631,8530.81145594913
0.12,8489.0152689019,5366.5859946686,8587.00383328632
0.14,8447.37187209884,5366.5859946686,8460.9810241914
0.16,8358.30594711415,5443.78867085088,8416.61886456899
0.18,8276.78901690361,5443.78867085088,8366.78209010653
0.2,8209.1078377563,5520.99134703316,8303.62636245632
0.22,8167.02284555697,5520.99134703316,8233.26267001553
0.24,8069.48797665947,5598.19402321544,8245.34321651709
0.259999999999999,8001.50945410358,5598.19402321544,8183.66110395973
0.279999999999999,7965.98096367775,5675.39669939773,8124.30614051439
0.299999999999999,7920.03657377989,5675.39669939773,8036.6790274784
0.319999999999999,7903.33207536726,5752.59937558001,7951.46987089795
0.339999999999999,7832.43296149186,5752.59937558001,7950.28907176761
0.359999999999999,7782.25266678497,5752.59937558001,7922.39785808942
0.379999999999999,7742.98043418422,5829.80205176229,7871.54700182512
0.399999999999999,7702.03357439347,5829.80205176229,7815.77081120692
0.419999999999999,7641.26816054093,5829.80205176229,7815.56173492882
0.439999999999999,7600.32985578372,5907.00472794457,7774.59613735721
0.459999999999999,7580.65131467828,5907.00472794457,7720.94514577197
0.479999999999999,7528.58295150927,5907.00472794457,7704.75862700878
0.499999999999999,7492.64624938256,5907.00472794457,7652.18584747449
0.52,7489.26179638223,5984.20740412685,7554.43329928591
0.54,7469.52438449874,5984.20740412685,7538.34458053272
0.560000000000001,7456.67821364953,5984.20740412685,7475.0471718083
0.580000000000001,7468.59562382794,5984.20740412685,7419.53966658124
0.600000000000001,7444.26809209406,6061.41008030914,7373.44607204531
0.620000000000002,7397.25234194104,6061.41008030914,7370.11518503699
0.640000000000002,7331.49189581853,6061.41008030914,7386.41394821945
