001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,022-TempTotal004,DISS
6.3E-07,7659,12319,12319,9074.57248257007,2.50542197591054E-17
6.4E-07,7637,12341,12341,9070.43545055187,2.83164554304977E-17
6.5E-07,7616,12362,12362,9065.2638709215,2.70032819931386E-17
6.60000000000001E-07,7589,12389,12389,9031.86623206891,2.50144408502483E-17
6.7E-07,7569,12409,12409,9038.61055394541,2.47822762071433E-17
6.80000000000001E-07,7543,12435,12435,9020.56064027632,2.55379298854796E-17
6.90000000000001E-07,7518,12460,12460,9013.48913720867,2.5198774476793E-17
7.00000000000001E-07,7497,12481,12481,8995.41759059599,2.5407135968455E-17
7.10000000000001E-07,7479,12499,12499,8987.32174747441,2.73678684279459E-17
7.20000000000001E-07,7454,12524,12524,8969.96823505012,2.49742108969341E-17
7.30000000000001E-07,7437,12541,12541,8969.65921001115,2.57926956272051E-17
7.40000000000001E-07,7417,12561,12561,8949.94504252097,2.29390217389731E-17
7.5E-07,7401,12577,12577,8929.467291098,2.48987818877432E-17
7.60000000000001E-07,7381,12597,12597,8925.94239133629,2.50014473807141E-17
7.70000000000001E-07,7366,12612,12612,8930.61793783338,2.23708984533389E-17
7.80000000000001E-07,7344,12634,12634,8925.93072530213,2.1029225659438E-17
7.90000000000001E-07,7327,12651,12651,8910.23286426801,2.40358966674607E-17
8.00000000000001E-07,7311,12667,12667,8908.9565094701,2.46801541781943E-17
8.10000000000001E-07,7292,12686,12686,8896.46544755304,2.44925405527909E-17
8.20000000000001E-07,7276,12702,12702,8893.03843168464,2.65880767393201E-17
