001-TIME,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-Ekin-001     ,007-Ekin-002     ,008-Ekin-003     ,009-Ekin-004     ,010-E-kin+pot     ,011-TempTra-001     ,012-TempTra-002     ,013-TempTra-003     ,014-TempTra-004     ,015-E-Vib001     ,016-E-Vib002     ,017-E-Vib003     ,018-E-Vib004     ,019-E-Rot001     ,020-E-Rot002     ,021-E-Rot003     ,022-E-Rot004     ,023-E-Elec001     ,024-E-Elec002     ,025-E-Elec003     ,026-E-Elec004     ,027-E-TotalPart     ,028-E-Tot     ,029-TempVib001     ,030-TempVib002     ,031-TempVib003     ,032-XiVibMean001     ,033-XiVibMean002     ,034-XiVibMean003     ,035-TempRot001     ,036-TempRot002     ,037-TempRot003     ,038-TempElec001     ,039-TempElec002     ,040-TempElec003     ,041-XiElecMean001     ,042-XiElecMean002     ,043-XiElecMean003     ,044-TempTotal001     ,045-TempTotal002     ,046-TempTotal003     ,047-TempTotal004     ,048-Pmean     ,049-Pmax     ,050-MeanFreePath     ,051-CollRate001+001     ,052-CollRate001+002     ,053-CollRate001+003     ,054-CollRate002+002     ,055-CollRate002+003     ,056-CollRate003+003     ,057-TotalCollRate     ,058-Reaction001     ,059-Reaction002     ,060-Reaction003     ,061-Reaction004     ,062-Reaction005     ,063-Reaction006      
    2.00000000000003E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    3.72623753217129E-016,    2.07377840464617E-015,    4.09774960949818E-016,    2.85617711881312E-015,    2.85617711881312E-015,    3.75892185126923E+003,    1.92448037082334E+004,    3.80273831838421E+003,    9.07743491017360E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.31000238340417E-015,    3.31000238340417E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.75892185126923E+003,    1.92448037082334E+004,    3.80273831838421E+003,    9.07743491017360E+003,    1.49512008992155E-001,    4.65728783651317E-001,    9.31529954200203E-002,    9.75500000000000E+010,    2.52013000000000E+012,    2.14250000000000E+011,    0.00000000000000E+000,    2.73774000000000E+012,    1.18115000000000E+011,    5.68778500000000E+012,    0.00000000000000E+000,    1.20335830697464E-019,    0.00000000000000E+000,    1.21316138943594E-040,    3.63948416830782E-040,    2.42632277887188E-040 
    2.20000000000004E-004,    4.78670000000000E+004,    5.20290000000000E+004,    5.20290000000000E+004,    1.51925000000000E+005,    3.92671956665218E-016,    2.03359037783081E-015,    4.29924881156651E-016,    2.85618721565268E-015,    2.85618721565268E-015,    3.96099695139186E+003,    1.88720381915675E+004,    3.98988463514648E+003,    9.07740018972107E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.24709969528125E-019,    0.00000000000000E+000,    0.00000000000000E+000,    4.24709969528125E-019,    3.31000144824054E-015,    3.31000144824054E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.76289148520401E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.31658567052383E-003,    0.00000000000000E+000,    0.00000000000000E+000,    3.96354206484026E+003,    1.88720381915675E+004,    3.98988463514648E+003,    9.07820207845193E+003,    1.49265272225392E-001,    4.77425214873543E-001,    9.31522649650631E-002,    9.97250000000000E+010,    2.50838500000000E+012,    2.18210000000000E+011,    0.00000000000000E+000,    2.72022000000000E+012,    1.18760000000000E+011,    5.66530000000000E+012,    2.17997506949144E-020,    6.01677141505775E-020,    2.00559047168592E-020,    0.00000000000000E+000,    7.27962378647063E-040,    1.21327063107844E-040 
    2.40000000000004E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    4.13225477333156E-016,    1.99508844744098E-015,    4.47861383126344E-016,    2.85617530790050E-015,    2.85617530790050E-015,    4.16861295367090E+003,    1.85148437034610E+004,    4.15627665371833E+003,    9.07759464961367E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.31000057249156E-015,    3.31000057249156E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.16861295367090E+003,    1.85148437034610E+004,    4.15627665371833E+003,    9.07759464961367E+003,    1.48392187852614E-001,    4.68059117987178E-001,    9.31533888379752E-002,    1.00930000000000E+011,    2.49529500000000E+012,    2.18250000000000E+011,    0.00000000000000E+000,    2.71335000000000E+012,    1.20650000000000E+011,    5.64847500000000E+012,    0.00000000000000E+000,    8.02238871316427E-020,    0.00000000000000E+000,    0.00000000000000E+000,    2.42632277887188E-040,    0.00000000000000E+000 
    2.60000000000005E-004,    4.78670000000000E+004,    5.20290000000000E+004,    5.20290000000000E+004,    1.51925000000000E+005,    4.31855727111823E-016,    1.95699910351582E-015,    4.67327684813160E-016,    2.85618251544081E-015,    2.85618251544081E-015,    4.35638747174743E+003,    1.81617637310928E+004,    4.33711005047461E+003,    9.07764425269906E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.27693938486917E-019,    0.00000000000000E+000,    0.00000000000000E+000,    4.27693938486917E-019,    3.30999973199763E-015,    3.30999973199763E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.76770723027314E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.32510829120531E-003,    0.00000000000000E+000,    0.00000000000000E+000,    4.35877661135066E+003,    1.81617637310928E+004,    4.33711005047461E+003,    9.07839699876052E+003,    1.48130577401304E-001,    4.63777773259554E-001,    9.31527449839902E-002,    1.02895000000000E+011,    2.48460500000000E+012,    2.23900000000000E+011,    0.00000000000000E+000,    2.69850000000000E+012,    1.21980000000000E+011,    5.63188000000000E+012,    0.00000000000000E+000,    8.02236188674367E-020,    0.00000000000000E+000,    0.00000000000000E+000,    7.27962378647063E-040,    0.00000000000000E+000 
    2.80000000000005E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    4.47788257858043E-016,    1.92079610414752E-015,    4.87589301133821E-016,    2.85617366313944E-015,    2.85617366313944E-015,    4.51728162803579E+003,    1.78252824712190E+004,    4.52496033037504E+003,    9.07755151049960E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999892773050E-015,    3.30999892773050E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.51728162803579E+003,    1.78252824712190E+004,    4.52496033037504E+003,    9.07755151049960E+003,    1.47615514321978E-001,    4.66451090216724E-001,    9.31532825923343E-002,    1.04205000000000E+011,    2.46788500000000E+012,    2.23780000000000E+011,    0.00000000000000E+000,    2.68784000000000E+012,    1.23015000000000E+011,    5.60672500000000E+012,    0.00000000000000E+000,    8.02238871316427E-020,    0.00000000000000E+000,    0.00000000000000E+000,    2.42632277887188E-040,    0.00000000000000E+000 
    3.00000000000006E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    4.64654293135864E-016,    1.88512707382545E-015,    5.06391556411138E-016,    2.85617292337245E-015,    2.85617292337245E-015,    4.68742204922665E+003,    1.74943026737725E+004,    4.69944884929177E+003,    9.07756055133578E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999818796350E-015,    3.30999818796350E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.68742204922665E+003,    1.74943026737725E+004,    4.69944884929177E+003,    9.07756055133578E+003,    1.47197639369253E-001,    4.69301369476982E-001,    9.31533048586888E-002,    1.04145000000000E+011,    2.46206000000000E+012,    2.27170000000000E+011,    0.00000000000000E+000,    2.68046500000000E+012,    1.23030000000000E+011,    5.59687000000000E+012,    0.00000000000000E+000,    1.60447774263285E-019,    6.01679153487320E-020,    0.00000000000000E+000,    1.33447752837954E-039,    0.00000000000000E+000 
    3.20000000000006E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    4.82208313819211E-016,    1.85040731526099E-015,    5.23556589883766E-016,    2.85617221896396E-015,    2.85617221896396E-015,    4.86453985427936E+003,    1.71720765019890E+004,    4.85877396328531E+003,    9.07757265452337E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999748355502E-015,    3.30999748355502E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.86453985427936E+003,    1.71720765019890E+004,    4.85877396328531E+003,    9.07757265452337E+003,    1.46424687214314E-001,    4.65284420504942E-001,    9.31533346671734E-002,    1.06425000000000E+011,    2.45167000000000E+012,    2.29515000000000E+011,    0.00000000000000E+000,    2.66974000000000E+012,    1.24345000000000E+011,    5.58169500000000E+012,    2.18015725025932E-020,    1.80503746046196E-019,    2.00559717829107E-020,    3.63948416830782E-040,    9.70529111548753E-040,    0.00000000000000E+000 
    3.40000000000007E-004,    4.78640000000000E+004,    5.20320000000000E+004,    5.20320000000000E+004,    1.51928000000000E+005,    4.98120867521379E-016,    1.81877467672160E-015,    5.39058160332828E-016,    2.85595370457584E-015,    2.85595370457584E-015,    5.02508870423618E+003,    1.68776058344258E+004,    5.00247397223031E+003,    9.07657020588367E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999684015326E-015,    3.30999684015326E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.02508870423618E+003,    1.68776058344258E+004,    5.00247397223031E+003,    9.07657020588367E+003,    1.46107979988707E-001,    4.69410552743737E-001,    9.31521755406857E-002,    1.06540000000000E+011,    2.43939000000000E+012,    2.32130000000000E+011,    0.00000000000000E+000,    2.64972500000000E+012,    1.25515000000000E+011,    5.55330000000000E+012,    0.00000000000000E+000,    1.40392037381848E-019,    0.00000000000000E+000,    0.00000000000000E+000,    6.06553386863201E-040,    1.21310677372640E-040 
    3.60000000000007E-004,    4.78640000000000E+004,    5.20320000000000E+004,    5.20320000000000E+004,    1.51928000000000E+005,    5.11990445233747E-016,    1.78837885174434E-015,    5.55583803727760E-016,    2.85595310070588E-015,    2.85595310070588E-015,    5.16508945447600E+003,    1.65959282479774E+004,    5.15589644232378E+003,    9.07675204001100E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999623628330E-015,    3.30999623628330E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.16508945447600E+003,    1.65959282479774E+004,    5.15589644232378E+003,    9.07675204001100E+003,    1.45586834295703E-001,    4.74008890920164E-001,    9.31526234133571E-002,    1.07590000000000E+011,    2.43377500000000E+012,    2.33935000000000E+011,    0.00000000000000E+000,    2.64688500000000E+012,    1.26595000000000E+011,    5.54878000000000E+012,    0.00000000000000E+000,    6.01680160207921E-020,    0.00000000000000E+000,    0.00000000000000E+000,    3.63932032117921E-040,    0.00000000000000E+000 
    3.80000000000008E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    5.26806322389132E-016,    1.75903968606223E-015,    5.70108843486703E-016,    2.85595485193806E-015,    2.85595485193806E-015,    5.31442903851526E+003,    1.63235848998289E+004,    5.29077649184309E+003,    9.07667487344987E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.15553747539725E-019,    0.00000000000000E+000,    0.00000000000000E+000,    2.15553747539725E-019,    3.30999567027666E-015,    3.30999567027666E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.31246882920722E+003,    0.00000000000000E+000,    0.00000000000000E+000,    7.00591270039800E-004,    0.00000000000000E+000,    0.00000000000000E+000,    5.31536248445211E+003,    1.63235848998289E+004,    5.29077649184309E+003,    9.07696895804159E+003,    1.45178835232107E-001,    4.66061551755655E-001,    9.31518478090333E-002,    1.08220000000000E+011,    2.42075000000000E+012,    2.36300000000000E+011,    0.00000000000000E+000,    2.63472500000000E+012,    1.27875000000000E+011,    5.52787000000000E+012,    0.00000000000000E+000,    1.00279858914553E-019,    0.00000000000000E+000,    0.00000000000000E+000,    7.27896833661565E-040,    0.00000000000000E+000 
    4.00000000000008E-004,    4.78660000000000E+004,    5.20300000000000E+004,    5.20300000000000E+004,    1.51926000000000E+005,    5.39383369677281E-016,    1.73220700877565E-015,    5.84440310921633E-016,    2.85603068937456E-015,    2.85603068937456E-015,    5.44120083088995E+003,    1.60750971929718E+004,    5.42389302250568E+003,    9.07705711914137E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.57066535723184E-019,    0.00000000000000E+000,    0.00000000000000E+000,    3.57066535723184E-019,    3.30999514951498E-015,    3.30999514951498E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.64400277880994E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.12057778486132E-003,    0.00000000000000E+000,    0.00000000000000E+000,    5.44277010022617E+003,    1.60750971929718E+004,    5.42389302250568E+003,    9.07755153514684E+003,    1.44713330421989E-001,    4.71716728385704E-001,    9.31519727521231E-002,    1.07955000000000E+011,    2.41459000000000E+012,    2.37190000000000E+011,    0.00000000000000E+000,    2.62232500000000E+012,    1.29430000000000E+011,    5.51149000000000E+012,    0.00000000000000E+000,    8.02237529671031E-020,    2.00559382417758E-020,    3.63964802565959E-040,    3.63964802565959E-040,    0.00000000000000E+000 
    4.20000000000009E-004,    4.78660000000000E+004,    5.20300000000000E+004,    5.20300000000000E+004,    1.51926000000000E+005,    5.53704981418517E-016,    1.70492911548499E-015,    5.97541016538536E-016,    2.85617511344200E-015,    2.85617511344200E-015,    5.58563513584425E+003,    1.58224108421854E+004,    5.54543687175804E+003,    9.07765048753208E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.12140190947191E-019,    0.00000000000000E+000,    0.00000000000000E+000,    2.12140190947191E-019,    3.30999464723764E-015,    3.30999464723764E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.30231061695203E+003,    0.00000000000000E+000,    0.00000000000000E+000,    6.90243719905731E-004,    0.00000000000000E+000,    0.00000000000000E+000,    5.58649007644171E+003,    1.58224108421854E+004,    5.54543687175804E+003,    9.07791984621090E+003,    1.44320591864016E-001,    4.57823527419776E-001,    9.31528798259685E-002,    1.09610000000000E+011,    2.40082000000000E+012,    2.40015000000000E+011,    0.00000000000000E+000,    2.60980500000000E+012,    1.30575000000000E+011,    5.49082500000000E+012,    0.00000000000000E+000,    1.20335629450655E-019,    2.00559382417758E-020,    1.21321600855320E-040,    7.27929605131918E-040,    0.00000000000000E+000 
    4.40000000000009E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    5.65416963541713E-016,    1.67968837949975E-015,    6.11063586259101E-016,    2.85616892930061E-015,    2.85616892930061E-015,    5.70388690988907E+003,    1.55876830152546E+004,    5.67081079710749E+003,    9.07749931541366E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999419389167E-015,    3.30999419389167E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.70388690988907E+003,    1.55876830152546E+004,    5.67081079710749E+003,    9.07749931541366E+003,    1.44099300645835E-001,    4.70941083880517E-001,    9.31531540425806E-002,    1.11575000000000E+011,    2.38640500000000E+012,    2.39720000000000E+011,    0.00000000000000E+000,    2.60179500000000E+012,    1.31370000000000E+011,    5.47086500000000E+012,    0.00000000000000E+000,    1.00279858914553E-019,    2.00559717829107E-020,    0.00000000000000E+000,    3.63948416830782E-040,    2.42632277887188E-040 
    4.60000000000010E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    5.75707606191837E-016,    1.65548166239581E-015,    6.24979227062609E-016,    2.85616849565029E-015,    2.85616849565029E-015,    5.80775882795482E+003,    1.53629285140468E+004,    5.80000367498499E+003,    9.07749709418055E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999376024135E-015,    3.30999376024135E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.80775882795482E+003,    1.53629285140468E+004,    5.80000367498499E+003,    9.07749709418055E+003,    1.43604870177324E-001,    4.64662599879438E-001,    9.31531485719579E-002,    1.11165000000000E+011,    2.38657000000000E+012,    2.41050000000000E+011,    0.00000000000000E+000,    2.58792000000000E+012,    1.30165000000000E+011,    5.45687000000000E+012,    2.18015725025932E-020,    1.00279858914553E-019,    0.00000000000000E+000,    0.00000000000000E+000,    7.27896833661565E-040,    0.00000000000000E+000 
    4.80000000000010E-004,    4.78650000000000E+004,    5.20310000000000E+004,    5.20310000000000E+004,    1.51927000000000E+005,    5.85921937812294E-016,    1.63197462406648E-015,    6.38271524209739E-016,    2.85616808608851E-015,    2.85616808608851E-015,    5.91078116914920E+003,    1.51442860472463E+004,    5.92333872203936E+003,    9.07731426956387E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999335067957E-015,    3.30999335067957E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.91078116914920E+003,    1.51442860472463E+004,    5.92333872203936E+003,    9.07731426956387E+003,    1.43266543249257E-001,    4.76514364326567E-001,    9.31526982940318E-002,    1.12190000000000E+011,    2.37791000000000E+012,    2.42105000000000E+011,    0.00000000000000E+000,    2.57705000000000E+012,    1.30915000000000E+011,    5.44017000000000E+012,    2.18015725025932E-020,    6.01679153487320E-020,    2.00559717829107E-020,    1.21316138943594E-040,    3.63948416830782E-040,    1.21316138943594E-040 
    5.00000000000010E-004,    4.78640000000000E+004,    5.20320000000000E+004,    5.20320000000000E+004,    1.51928000000000E+005,    5.97065026815034E-016,    1.60943429302710E-015,    6.49450504385295E-016,    2.85594982422742E-015,    2.85594982422742E-015,    6.02330458659281E+003,    1.49355861088610E+004,    6.02695942321018E+003,    9.07681678069484E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.30999295980483E-015,    3.30999295980483E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    6.02330458659281E+003,    1.49355861088610E+004,    6.02695942321018E+003,    9.07681678069484E+003,    1.42692542525360E-001,    4.60137188784488E-001,    9.31527828734328E-002,    1.11840000000000E+011,    2.36711500000000E+012,    2.44415000000000E+011,    0.00000000000000E+000,    2.56757000000000E+012,    1.32395000000000E+011,    5.42333500000000E+012,    0.00000000000000E+000,    6.01680160207921E-020,    0.00000000000000E+000,    1.21310677372640E-040,    1.21310677372640E-040,    0.00000000000000E+000 
    5.20000000000011E-004,    4.78660000000000E+004,    5.20300000000000E+004,    5.20300000000000E+004,    1.51926000000000E+005,    6.08925383274793E-016,    1.58835630973224E-015,    6.58687127061581E-016,    2.85596882006859E-015,    2.85596882006859E-015,    6.14267797936815E+003,    1.47402930154622E+004,    6.11288736442746E+003,    9.07689532618574E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.16394343446035E-019,    0.00000000000000E+000,    0.00000000000000E+000,    4.16394343446035E-019,    3.30999260801673E-015,    3.30999260801673E-015,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.74919671016368E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.29260586125063E-003,    0.00000000000000E+000,    0.00000000000000E+000,    6.14423124586440E+003,    1.47402930154622E+004,    6.11288736442746E+003,    9.07738470031597E+003,    1.42493403259467E-001,    4.56995409581687E-001,    9.31515618632944E-002,    1.12160000000000E+011,    2.35796500000000E+012,    2.46025000000000E+011,    0.00000000000000E+000,    2.56833500000000E+012,    1.33775000000000E+011,    5.41826000000000E+012,    0.00000000000000E+000,    6.01678147253273E-020,    0.00000000000000E+000,    0.00000000000000E+000,    4.85286403421278E-040,    1.21321600855320E-040 
