001-TIME,002-CollRate001+001,003-CollRate001+002,004-CollRate001+003,005-CollRate002+002,006-CollRate002+003,007-CollRate003+003,008-TotalCollRate,009-BackscatterCollRate001+003,010-ElecRelaxRate001+002-19.82,011-ElecRelaxRate001+002-20.61,012-Reaction001
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.8887599801088278E+253,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.2000000000000000E-008,0.0000000000000000E+000,0.4765000000000000E+014,0.1421150000000000E+014,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.6186150000000000E+014,0.1344650000000000E+014,0.4515000000000000E+012,0.1048100000000000E+014,0.2136329055636750E-013
