    TIME     , PartNum     ,PartPosX     ,PartPosY     ,PartPosZ     ,PartVelX     ,PartVelY     ,PartVelZ     
     0.12000000000000E+02,           1,    -0.30260538050506E+00,     0.19009051956084E+00,     0.84288272420638E-14,    -0.66573956140661E+00,     0.21631189606244E+00,     0.13404732140670E-14,           4 
