"ElectricFieldX","PowerDensityX-Spec01","ChargeDensity-Spec01","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.01846963e+03,1.05627878e+04,-5.68697806e-06,1,3.45130682e+00,3.45130682e+00,1.00000001e-01,1.00000001e-01
2.02206431e+03,1.06001573e+04,-5.68702085e-06,1,3.45193505e+00,3.45193505e+00,1.00000001e-01,1.00000001e-01
2.02566034e+03,1.06375410e+04,-5.68706366e-06,1,3.45256352e+00,3.45256352e+00,1.00000001e-01,1.00000001e-01
2.02925502e+03,1.06749105e+04,-5.68710645e-06,1,3.45319176e+00,3.45319176e+00,1.00000001e-01,1.00000001e-01
2.03284970e+03,1.07122800e+04,-5.68714925e-06,1,3.45381999e+00,3.45381999e+00,1.00000001e-01,1.00000001e-01
2.03644574e+03,1.07496637e+04,-5.68719206e-06,1,3.45444846e+00,3.45444846e+00,1.00000001e-01,1.00000001e-01
2.04004041e+03,1.07870332e+04,-5.68723485e-06,1,3.45507669e+00,3.45507669e+00,1.00000001e-01,1.00000001e-01
2.04363509e+03,1.08244027e+04,-5.68727764e-06,1,3.45570493e+00,3.45570493e+00,1.00000001e-01,1.00000001e-01
2.04715727e+03,1.08625872e+04,-5.68732231e-06,1,3.45633340e+00,3.45633340e+00,1.00000001e-01,1.00000001e-01
2.05067811e+03,1.09007573e+04,-5.68736695e-06,1,3.45696163e+00,3.45696163e+00,1.00000001e-01,1.00000001e-01
2.05419895e+03,1.09389274e+04,-5.68741159e-06,1,3.45758986e+00,3.45758986e+00,1.00000001e-01,1.00000001e-01
2.05772112e+03,1.09771120e+04,-5.68745625e-06,1,3.45821834e+00,3.45821834e+00,1.00000001e-01,1.00000001e-01
2.06124196e+03,1.10152821e+04,-5.68750089e-06,1,3.45884657e+00,3.45884657e+00,1.00000001e-01,1.00000001e-01
2.06476280e+03,1.10534522e+04,-5.68754554e-06,1,3.45947480e+00,3.45947480e+00,1.00000001e-01,1.00000001e-01
2.06828497e+03,1.10916368e+04,-5.68759020e-06,1,3.46010327e+00,3.46010327e+00,1.00000001e-01,1.00000001e-01
2.07180581e+03,1.11298069e+04,-5.68763484e-06,1,3.46073151e+00,3.46073151e+00,1.00000001e-01,1.00000001e-01
2.07532665e+03,1.11679769e+04,-5.68767948e-06,1,3.46135974e+00,3.46135974e+00,1.00000001e-01,1.00000001e-01
2.07884883e+03,1.12061615e+04,-5.68772414e-06,1,3.46198821e+00,3.46198821e+00,1.00000001e-01,1.00000001e-01
2.08236967e+03,1.12443316e+04,-5.68776879e-06,1,3.46261644e+00,3.46261644e+00,1.00000001e-01,1.00000001e-01
2.08589050e+03,1.12825017e+04,-5.68781343e-06,1,3.46324468e+00,3.46324468e+00,1.00000001e-01,1.00000001e-01
2.08941268e+03,1.13206863e+04,-5.68785809e-06,1,3.46387315e+00,3.46387315e+00,1.00000001e-01,1.00000001e-01
2.09293352e+03,1.13588564e+04,-5.68790273e-06,1,3.46450138e+00,3.46450138e+00,1.00000001e-01,1.00000001e-01
2.09645436e+03,1.13970265e+04,-5.68794737e-06,1,3.46512961e+00,3.46512961e+00,1.00000001e-01,1.00000001e-01
2.09997520e+03,1.14351966e+04,-5.68799202e-06,1,3.46575785e+00,3.46575785e+00,1.00000001e-01,1.00000001e-01
2.10349737e+03,1.14733811e+04,-5.68803668e-06,1,3.46638632e+00,3.46638632e+00,1.00000001e-01,1.00000001e-01
2.10701821e+03,1.15115512e+04,-5.68808132e-06,1,3.46701455e+00,3.46701455e+00,1.00000001e-01,1.00000001e-01
2.11053905e+03,1.15497213e+04,-5.68812596e-06,1,3.46764278e+00,3.46764278e+00,1.00000001e-01,1.00000001e-01
2.11406122e+03,1.15879059e+04,-5.68817062e-06,1,3.46827126e+00,3.46827126e+00,1.00000001e-01,1.00000001e-01
2.11758206e+03,1.16260760e+04,-5.68821526e-06,1,3.46889949e+00,3.46889949e+00,1.00000001e-01,1.00000001e-01
2.12110290e+03,1.16642461e+04,-5.68825991e-06,1,3.46952772e+00,3.46952772e+00,1.00000001e-01,1.00000001e-01
2.12462508e+03,1.17024307e+04,-5.68830457e-06,1,3.47015619e+00,3.47015619e+00,1.00000001e-01,1.00000001e-01
2.12813126e+03,1.17407284e+04,-5.68834956e-06,1,3.47078443e+00,3.47078443e+00,1.00000001e-01,1.00000001e-01
2.13157517e+03,1.17795688e+04,-5.68839601e-06,1,3.47141266e+00,3.47141266e+00,1.00000001e-01,1.00000001e-01
2.13502038e+03,1.18184239e+04,-5.68844249e-06,1,3.47204113e+00,3.47204113e+00,1.00000001e-01,1.00000001e-01
2.13846429e+03,1.18572642e+04,-5.68848895e-06,1,3.47266936e+00,3.47266936e+00,1.00000001e-01,1.00000001e-01
2.14190820e+03,1.18961045e+04,-5.68853540e-06,1,3.47329760e+00,3.47329760e+00,1.00000001e-01,1.00000001e-01
2.14535342e+03,1.19349596e+04,-5.68858188e-06,1,3.47392607e+00,3.47392607e+00,1.00000001e-01,1.00000001e-01
2.14879732e+03,1.19738000e+04,-5.68862834e-06,1,3.47455430e+00,3.47455430e+00,1.00000001e-01,1.00000001e-01
2.15224123e+03,1.20126403e+04,-5.68867479e-06,1,3.47518253e+00,3.47518253e+00,1.00000001e-01,1.00000001e-01
2.15568645e+03,1.20514954e+04,-5.68872127e-06,1,3.47581100e+00,3.47581100e+00,1.00000001e-01,1.00000001e-01
2.15913036e+03,1.20903357e+04,-5.68876773e-06,1,3.47643924e+00,3.47643924e+00,1.00000001e-01,1.00000001e-01
2.16257426e+03,1.21291761e+04,-5.68881419e-06,1,3.47706747e+00,3.47706747e+00,1.00000001e-01,1.00000001e-01
2.16601948e+03,1.21680312e+04,-5.68886066e-06,1,3.47769594e+00,3.47769594e+00,1.00000001e-01,1.00000001e-01
2.16946339e+03,1.22068715e+04,-5.68890712e-06,1,3.47832417e+00,3.47832417e+00,1.00000001e-01,1.00000001e-01
2.17290729e+03,1.22457118e+04,-5.68895358e-06,1,3.47895241e+00,3.47895241e+00,1.00000001e-01,1.00000001e-01
2.17635251e+03,1.22845669e+04,-5.68900005e-06,1,3.47958088e+00,3.47958088e+00,1.00000001e-01,1.00000001e-01
2.17979642e+03,1.23234073e+04,-5.68904651e-06,1,3.48020911e+00,3.48020911e+00,1.00000001e-01,1.00000001e-01
2.18324033e+03,1.23622476e+04,-5.68909297e-06,1,3.48083735e+00,3.48083735e+00,1.00000001e-01,1.00000001e-01
2.18668554e+03,1.24011027e+04,-5.68913944e-06,1,3.48146582e+00,3.48146582e+00,1.00000001e-01,1.00000001e-01
2.19012945e+03,1.24399430e+04,-5.68918590e-06,1,3.48209405e+00,3.48209405e+00,1.00000001e-01,1.00000001e-01
2.19357336e+03,1.24787834e+04,-5.68923236e-06,1,3.48272228e+00,3.48272228e+00,1.00000001e-01,1.00000001e-01
2.19701857e+03,1.25176385e+04,-5.68927883e-06,1,3.48335075e+00,3.48335075e+00,1.00000001e-01,1.00000001e-01
2.20046248e+03,1.25564788e+04,-5.68932529e-06,1,3.48397899e+00,3.48397899e+00,1.00000001e-01,1.00000001e-01
2.20390639e+03,1.25953191e+04,-5.68937175e-06,1,3.48460722e+00,3.48460722e+00,1.00000001e-01,1.00000001e-01
2.20735030e+03,1.26341595e+04,-5.68941821e-06,1,3.48523545e+00,3.48523545e+00,1.00000001e-01,1.00000001e-01
2.21076504e+03,1.26732193e+04,-5.68946536e-06,1,3.48586392e+00,3.48586392e+00,1.00000001e-01,1.00000001e-01
2.21412898e+03,1.27125971e+04,-5.68951360e-06,1,3.48649216e+00,3.48649216e+00,1.00000001e-01,1.00000001e-01
2.21749292e+03,1.27519748e+04,-5.68956184e-06,1,3.48712039e+00,3.48712039e+00,1.00000001e-01,1.00000001e-01
2.22085814e+03,1.27913674e+04,-5.68961009e-06,1,3.48774886e+00,3.48774886e+00,1.00000001e-01,1.00000001e-01
2.22422208e+03,1.28307452e+04,-5.68965833e-06,1,3.48837709e+00,3.48837709e+00,1.00000001e-01,1.00000001e-01
2.22758602e+03,1.28701229e+04,-5.68970657e-06,1,3.48900533e+00,3.48900533e+00,1.00000001e-01,1.00000001e-01
2.23095124e+03,1.29095155e+04,-5.68975482e-06,1,3.48963380e+00,3.48963380e+00,1.00000001e-01,1.00000001e-01
2.23431518e+03,1.29488933e+04,-5.68980306e-06,1,3.49026203e+00,3.49026203e+00,1.00000001e-01,1.00000001e-01
2.23767913e+03,1.29882710e+04,-5.68985130e-06,1,3.49089026e+00,3.49089026e+00,1.00000001e-01,1.00000001e-01
2.24104434e+03,1.30276636e+04,-5.68989955e-06,1,3.49151874e+00,3.49151874e+00,1.00000001e-01,1.00000001e-01
2.24440829e+03,1.30670414e+04,-5.68994779e-06,1,3.49214697e+00,3.49214697e+00,1.00000001e-01,1.00000001e-01
2.24777223e+03,1.31064191e+04,-5.68999603e-06,1,3.49277520e+00,3.49277520e+00,1.00000001e-01,1.00000001e-01
2.25113745e+03,1.31458117e+04,-5.69004429e-06,1,3.49340367e+00,3.49340367e+00,1.00000001e-01,1.00000001e-01
2.25450139e+03,1.31851895e+04,-5.69009252e-06,1,3.49403191e+00,3.49403191e+00,1.00000001e-01,1.00000001e-01
2.25786533e+03,1.32245672e+04,-5.69014076e-06,1,3.49466014e+00,3.49466014e+00,1.00000001e-01,1.00000001e-01
2.26123055e+03,1.32639598e+04,-5.69018902e-06,1,3.49528861e+00,3.49528861e+00,1.00000001e-01,1.00000001e-01
2.26459449e+03,1.33033375e+04,-5.69023725e-06,1,3.49591684e+00,3.49591684e+00,1.00000001e-01,1.00000001e-01
2.26795843e+03,1.33427153e+04,-5.69028549e-06,1,3.49654508e+00,3.49654508e+00,1.00000001e-01,1.00000001e-01
2.27132365e+03,1.33821079e+04,-5.69033375e-06,1,3.49717355e+00,3.49717355e+00,1.00000001e-01,1.00000001e-01
2.27468759e+03,1.34214856e+04,-5.69038199e-06,1,3.49780178e+00,3.49780178e+00,1.00000001e-01,1.00000001e-01
2.27805153e+03,1.34608634e+04,-5.69043022e-06,1,3.49843001e+00,3.49843001e+00,1.00000001e-01,1.00000001e-01
2.28141675e+03,1.35002560e+04,-5.69047848e-06,1,3.49905849e+00,3.49905849e+00,1.00000001e-01,1.00000001e-01
2.28478069e+03,1.35396337e+04,-5.69052672e-06,1,3.49968672e+00,3.49968672e+00,1.00000001e-01,1.00000001e-01
2.28814463e+03,1.35790115e+04,-5.69057496e-06,1,3.50031495e+00,3.50031495e+00,1.00000001e-01,1.00000001e-01
2.29146244e+03,1.36186341e+04,-5.69062421e-06,1,3.50094342e+00,3.50094342e+00,1.00000001e-01,1.00000001e-01
2.29474344e+03,1.36584142e+04,-5.69067419e-06,1,3.50157166e+00,3.50157166e+00,1.00000001e-01,1.00000001e-01
2.29802444e+03,1.36981943e+04,-5.69072417e-06,1,3.50219989e+00,3.50219989e+00,1.00000001e-01,1.00000001e-01
2.30130668e+03,1.37379895e+04,-5.69077417e-06,1,3.50282836e+00,3.50282836e+00,1.00000001e-01,1.00000001e-01
2.30458768e+03,1.37777696e+04,-5.69082415e-06,1,3.50345659e+00,3.50345659e+00,1.00000001e-01,1.00000001e-01
2.30786868e+03,1.38175497e+04,-5.69087413e-06,1,3.50408483e+00,3.50408483e+00,1.00000001e-01,1.00000001e-01
2.31115093e+03,1.38573449e+04,-5.69092413e-06,1,3.50471330e+00,3.50471330e+00,1.00000001e-01,1.00000001e-01
2.31443193e+03,1.38971250e+04,-5.69097411e-06,1,3.50534153e+00,3.50534153e+00,1.00000001e-01,1.00000001e-01
2.31771293e+03,1.39369051e+04,-5.69102409e-06,1,3.50596976e+00,3.50596976e+00,1.00000001e-01,1.00000001e-01
2.32099393e+03,1.39766852e+04,-5.69107407e-06,1,3.50659800e+00,3.50659800e+00,1.00000001e-01,1.00000001e-01
2.32427618e+03,1.40164804e+04,-5.69112407e-06,1,3.50722647e+00,3.50722647e+00,1.00000001e-01,1.00000001e-01
2.32755718e+03,1.40562604e+04,-5.69117405e-06,1,3.50785470e+00,3.50785470e+00,1.00000001e-01,1.00000001e-01
2.33083818e+03,1.40960405e+04,-5.69122403e-06,1,3.50848293e+00,3.50848293e+00,1.00000001e-01,1.00000001e-01
2.33412042e+03,1.41358357e+04,-5.69127403e-06,1,3.50911140e+00,3.50911140e+00,1.00000001e-01,1.00000001e-01
2.33740142e+03,1.41756158e+04,-5.69132401e-06,1,3.50973964e+00,3.50973964e+00,1.00000001e-01,1.00000001e-01
2.34068242e+03,1.42153959e+04,-5.69137399e-06,1,3.51036787e+00,3.51036787e+00,1.00000001e-01,1.00000001e-01
2.34396467e+03,1.42551911e+04,-5.69142399e-06,1,3.51099634e+00,3.51099634e+00,1.00000001e-01,1.00000001e-01
2.34724567e+03,1.42949712e+04,-5.69147397e-06,1,3.51162457e+00,3.51162457e+00,1.00000001e-01,1.00000001e-01
2.35052667e+03,1.43347513e+04,-5.69152396e-06,1,3.51225281e+00,3.51225281e+00,1.00000001e-01,1.00000001e-01
2.35380891e+03,1.43745465e+04,-5.69157396e-06,1,3.51288128e+00,3.51288128e+00,1.00000001e-01,1.00000001e-01
2.35708991e+03,1.44143266e+04,-5.69162394e-06,1,3.51350951e+00,3.51350951e+00,1.00000001e-01,1.00000001e-01
2.36037091e+03,1.44541067e+04,-5.69167392e-06,1,3.51413774e+00,3.51413774e+00,1.00000001e-01,1.00000001e-01
2.36365316e+03,1.44939018e+04,-5.69172392e-06,1,3.51476622e+00,3.51476622e+00,1.00000001e-01,1.00000001e-01
2.36693416e+03,1.45336819e+04,-5.69177390e-06,1,3.51539445e+00,3.51539445e+00,1.00000001e-01,1.00000001e-01
2.37014975e+03,1.45736645e+04,-5.69182518e-06,1,3.51602268e+00,3.51602268e+00,1.00000001e-01,1.00000001e-01
2.37334611e+03,1.46137255e+04,-5.69187688e-06,1,3.51665115e+00,3.51665115e+00,1.00000001e-01,1.00000001e-01
2.37654126e+03,1.46537712e+04,-5.69192857e-06,1,3.51727939e+00,3.51727939e+00,1.00000001e-01,1.00000001e-01
2.37973641e+03,1.46938170e+04,-5.69198025e-06,1,3.51790762e+00,3.51790762e+00,1.00000001e-01,1.00000001e-01
2.38293277e+03,1.47338780e+04,-5.69203196e-06,1,3.51853609e+00,3.51853609e+00,1.00000001e-01,1.00000001e-01
2.38612791e+03,1.47739238e+04,-5.69208364e-06,1,3.51916432e+00,3.51916432e+00,1.00000001e-01,1.00000001e-01
2.38932306e+03,1.48139696e+04,-5.69213533e-06,1,3.51979256e+00,3.51979256e+00,1.00000001e-01,1.00000001e-01
2.39251942e+03,1.48540306e+04,-5.69218703e-06,1,3.52042103e+00,3.52042103e+00,1.00000001e-01,1.00000001e-01
2.39571457e+03,1.48940764e+04,-5.69223872e-06,1,3.52104926e+00,3.52104926e+00,1.00000001e-01,1.00000001e-01
2.39890972e+03,1.49341222e+04,-5.69229040e-06,1,3.52167749e+00,3.52167749e+00,1.00000001e-01,1.00000001e-01
2.40210608e+03,1.49741832e+04,-5.69234211e-06,1,3.52230597e+00,3.52230597e+00,1.00000001e-01,1.00000001e-01
2.40530123e+03,1.50142290e+04,-5.69239379e-06,1,3.52293420e+00,3.52293420e+00,1.00000001e-01,1.00000001e-01
2.40849637e+03,1.50542748e+04,-5.69244548e-06,1,3.52356243e+00,3.52356243e+00,1.00000001e-01,1.00000001e-01
2.41169273e+03,1.50943357e+04,-5.69249718e-06,1,3.52419090e+00,3.52419090e+00,1.00000001e-01,1.00000001e-01
2.41488788e+03,1.51343815e+04,-5.69254887e-06,1,3.52481914e+00,3.52481914e+00,1.00000001e-01,1.00000001e-01
2.41808303e+03,1.51744273e+04,-5.69260056e-06,1,3.52544737e+00,3.52544737e+00,1.00000001e-01,1.00000001e-01
2.42127818e+03,1.52144731e+04,-5.69265224e-06,1,3.52607560e+00,3.52607560e+00,1.00000001e-01,1.00000001e-01
2.42447454e+03,1.52545341e+04,-5.69270395e-06,1,3.52670407e+00,3.52670407e+00,1.00000001e-01,1.00000001e-01
2.42766968e+03,1.52945799e+04,-5.69275563e-06,1,3.52733231e+00,3.52733231e+00,1.00000001e-01,1.00000001e-01
2.43086483e+03,1.53346257e+04,-5.69280732e-06,1,3.52796054e+00,3.52796054e+00,1.00000001e-01,1.00000001e-01
2.43406119e+03,1.53746867e+04,-5.69285902e-06,1,3.52858901e+00,3.52858901e+00,1.00000001e-01,1.00000001e-01
2.43725634e+03,1.54147325e+04,-5.69291071e-06,1,3.52921724e+00,3.52921724e+00,1.00000001e-01,1.00000001e-01
2.44045149e+03,1.54547783e+04,-5.69296239e-06,1,3.52984548e+00,3.52984548e+00,1.00000001e-01,1.00000001e-01
2.44364785e+03,1.54948392e+04,-5.69301410e-06,1,3.53047395e+00,3.53047395e+00,1.00000001e-01,1.00000001e-01
2.44675851e+03,1.55350068e+04,-5.69306737e-06,1,3.53110218e+00,3.53110218e+00,1.00000001e-01,1.00000001e-01
2.44986496e+03,1.55751804e+04,-5.69312072e-06,1,3.53173041e+00,3.53173041e+00,1.00000001e-01,1.00000001e-01
2.45297259e+03,1.56153692e+04,-5.69317409e-06,1,3.53235888e+00,3.53235888e+00,1.00000001e-01,1.00000001e-01
2.45607904e+03,1.56555428e+04,-5.69322744e-06,1,3.53298712e+00,3.53298712e+00,1.00000001e-01,1.00000001e-01
2.45918549e+03,1.56957164e+04,-5.69328079e-06,1,3.53361535e+00,3.53361535e+00,1.00000001e-01,1.00000001e-01
2.46229312e+03,1.57359052e+04,-5.69333416e-06,1,3.53424382e+00,3.53424382e+00,1.00000001e-01,1.00000001e-01
2.46539957e+03,1.57760788e+04,-5.69338751e-06,1,3.53487206e+00,3.53487206e+00,1.00000001e-01,1.00000001e-01
2.46850602e+03,1.58162524e+04,-5.69344086e-06,1,3.53550029e+00,3.53550029e+00,1.00000001e-01,1.00000001e-01
2.47161364e+03,1.58564412e+04,-5.69349423e-06,1,3.53612876e+00,3.53612876e+00,1.00000001e-01,1.00000001e-01
2.47472009e+03,1.58966148e+04,-5.69354758e-06,1,3.53675699e+00,3.53675699e+00,1.00000001e-01,1.00000001e-01
2.47782654e+03,1.59367884e+04,-5.69360093e-06,1,3.53738523e+00,3.53738523e+00,1.00000001e-01,1.00000001e-01
2.48093417e+03,1.59769772e+04,-5.69365430e-06,1,3.53801370e+00,3.53801370e+00,1.00000001e-01,1.00000001e-01
2.48404062e+03,1.60171508e+04,-5.69370765e-06,1,3.53864193e+00,3.53864193e+00,1.00000001e-01,1.00000001e-01
2.48714707e+03,1.60573244e+04,-5.69376100e-06,1,3.53927016e+00,3.53927016e+00,1.00000001e-01,1.00000001e-01
2.49025470e+03,1.60975132e+04,-5.69381437e-06,1,3.53989863e+00,3.53989863e+00,1.00000001e-01,1.00000001e-01
2.49336115e+03,1.61376868e+04,-5.69386772e-06,1,3.54052687e+00,3.54052687e+00,1.00000001e-01,1.00000001e-01
2.49646760e+03,1.61778604e+04,-5.69392107e-06,1,3.54115510e+00,3.54115510e+00,1.00000001e-01,1.00000001e-01
2.49957522e+03,1.62180492e+04,-5.69397444e-06,1,3.54178357e+00,3.54178357e+00,1.00000001e-01,1.00000001e-01
2.50268167e+03,1.62582228e+04,-5.69402779e-06,1,3.54241180e+00,3.54241180e+00,1.00000001e-01,1.00000001e-01
2.50578812e+03,1.62983964e+04,-5.69408114e-06,1,3.54304004e+00,3.54304004e+00,1.00000001e-01,1.00000001e-01
2.50889575e+03,1.63385853e+04,-5.69413451e-06,1,3.54366851e+00,3.54366851e+00,1.00000001e-01,1.00000001e-01
2.51200220e+03,1.63787589e+04,-5.69418786e-06,1,3.54429674e+00,3.54429674e+00,1.00000001e-01,1.00000001e-01
2.51510865e+03,1.64189324e+04,-5.69424121e-06,1,3.54492497e+00,3.54492497e+00,1.00000001e-01,1.00000001e-01
2.51820319e+03,1.64591197e+04,-5.69429482e-06,1,3.54555345e+00,3.54555345e+00,1.00000001e-01,1.00000001e-01
2.52121816e+03,1.64992824e+04,-5.69434979e-06,1,3.54618168e+00,3.54618168e+00,1.00000001e-01,1.00000001e-01
2.52423314e+03,1.65394451e+04,-5.69440477e-06,1,3.54680991e+00,3.54680991e+00,1.00000001e-01,1.00000001e-01
2.52724811e+03,1.65796078e+04,-5.69445974e-06,1,3.54743814e+00,3.54743814e+00,1.00000001e-01,1.00000001e-01
2.53026423e+03,1.66197858e+04,-5.69451473e-06,1,3.54806662e+00,3.54806662e+00,1.00000001e-01,1.00000001e-01
2.53327920e+03,1.66599485e+04,-5.69456971e-06,1,3.54869485e+00,3.54869485e+00,1.00000001e-01,1.00000001e-01
2.53629418e+03,1.67001112e+04,-5.69462468e-06,1,3.54932308e+00,3.54932308e+00,1.00000001e-01,1.00000001e-01
2.53931029e+03,1.67402891e+04,-5.69467968e-06,1,3.54995155e+00,3.54995155e+00,1.00000001e-01,1.00000001e-01
2.54232527e+03,1.67804518e+04,-5.69473465e-06,1,3.55057979e+00,3.55057979e+00,1.00000001e-01,1.00000001e-01
2.54534024e+03,1.68206146e+04,-5.69478963e-06,1,3.55120802e+00,3.55120802e+00,1.00000001e-01,1.00000001e-01
2.54835636e+03,1.68607925e+04,-5.69484462e-06,1,3.55183649e+00,3.55183649e+00,1.00000001e-01,1.00000001e-01
2.55137133e+03,1.69009552e+04,-5.69489960e-06,1,3.55246472e+00,3.55246472e+00,1.00000001e-01,1.00000001e-01
2.55438630e+03,1.69411179e+04,-5.69495457e-06,1,3.55309296e+00,3.55309296e+00,1.00000001e-01,1.00000001e-01
2.55740242e+03,1.69812959e+04,-5.69500956e-06,1,3.55372143e+00,3.55372143e+00,1.00000001e-01,1.00000001e-01
2.56041740e+03,1.70214586e+04,-5.69506454e-06,1,3.55434966e+00,3.55434966e+00,1.00000001e-01,1.00000001e-01
2.56343237e+03,1.70616213e+04,-5.69511951e-06,1,3.55497789e+00,3.55497789e+00,1.00000001e-01,1.00000001e-01
2.56644849e+03,1.71017992e+04,-5.69517451e-06,1,3.55560637e+00,3.55560637e+00,1.00000001e-01,1.00000001e-01
2.56946346e+03,1.71419619e+04,-5.69522948e-06,1,3.55623460e+00,3.55623460e+00,1.00000001e-01,1.00000001e-01
2.57247843e+03,1.71821246e+04,-5.69528446e-06,1,3.55686283e+00,3.55686283e+00,1.00000001e-01,1.00000001e-01
2.57549455e+03,1.72223026e+04,-5.69533945e-06,1,3.55749130e+00,3.55749130e+00,1.00000001e-01,1.00000001e-01
2.57850953e+03,1.72624653e+04,-5.69539442e-06,1,3.55811954e+00,3.55811954e+00,1.00000001e-01,1.00000001e-01
2.58152450e+03,1.73026280e+04,-5.69544940e-06,1,3.55874777e+00,3.55874777e+00,1.00000001e-01,1.00000001e-01
2.58454062e+03,1.73428059e+04,-5.69550439e-06,1,3.55937624e+00,3.55937624e+00,1.00000001e-01,1.00000001e-01
2.58755559e+03,1.73829686e+04,-5.69555937e-06,1,3.56000447e+00,3.56000447e+00,1.00000001e-01,1.00000001e-01
2.59053918e+03,1.74230814e+04,-5.69561487e-06,1,3.56063271e+00,3.56063271e+00,1.00000001e-01,1.00000001e-01
2.59346108e+03,1.74631095e+04,-5.69567144e-06,1,3.56126118e+00,3.56126118e+00,1.00000001e-01,1.00000001e-01
2.59638187e+03,1.75031223e+04,-5.69572800e-06,1,3.56188941e+00,3.56188941e+00,1.00000001e-01,1.00000001e-01
2.59930266e+03,1.75431352e+04,-5.69578455e-06,1,3.56251764e+00,3.56251764e+00,1.00000001e-01,1.00000001e-01
2.60222456e+03,1.75831632e+04,-5.69584113e-06,1,3.56314611e+00,3.56314611e+00,1.00000001e-01,1.00000001e-01
2.60514536e+03,1.76231760e+04,-5.69589768e-06,1,3.56377435e+00,3.56377435e+00,1.00000001e-01,1.00000001e-01
2.60806615e+03,1.76631889e+04,-5.69595424e-06,1,3.56440258e+00,3.56440258e+00,1.00000001e-01,1.00000001e-01
2.61098805e+03,1.77032169e+04,-5.69601082e-06,1,3.56503105e+00,3.56503105e+00,1.00000001e-01,1.00000001e-01
2.61390884e+03,1.77432298e+04,-5.69606737e-06,1,3.56565928e+00,3.56565928e+00,1.00000001e-01,1.00000001e-01
2.61682964e+03,1.77832426e+04,-5.69612393e-06,1,3.56628752e+00,3.56628752e+00,1.00000001e-01,1.00000001e-01
2.61975154e+03,1.78232707e+04,-5.69618050e-06,1,3.56691599e+00,3.56691599e+00,1.00000001e-01,1.00000001e-01
2.62267233e+03,1.78632835e+04,-5.69623706e-06,1,3.56754422e+00,3.56754422e+00,1.00000001e-01,1.00000001e-01
2.62559312e+03,1.79032963e+04,-5.69629361e-06,1,3.56817245e+00,3.56817245e+00,1.00000001e-01,1.00000001e-01
2.62851391e+03,1.79433092e+04,-5.69635017e-06,1,3.56880069e+00,3.56880069e+00,1.00000001e-01,1.00000001e-01
2.63143581e+03,1.79833372e+04,-5.69640674e-06,1,3.56942916e+00,3.56942916e+00,1.00000001e-01,1.00000001e-01
2.63435661e+03,1.80233501e+04,-5.69646330e-06,1,3.57005739e+00,3.57005739e+00,1.00000001e-01,1.00000001e-01
2.63727740e+03,1.80633629e+04,-5.69651985e-06,1,3.57068563e+00,3.57068563e+00,1.00000001e-01,1.00000001e-01
2.64019930e+03,1.81033909e+04,-5.69657643e-06,1,3.57131410e+00,3.57131410e+00,1.00000001e-01,1.00000001e-01
2.64312009e+03,1.81434038e+04,-5.69663298e-06,1,3.57194233e+00,3.57194233e+00,1.00000001e-01,1.00000001e-01
2.64604088e+03,1.81834166e+04,-5.69668954e-06,1,3.57257056e+00,3.57257056e+00,1.00000001e-01,1.00000001e-01
2.64896279e+03,1.82234447e+04,-5.69674611e-06,1,3.57319903e+00,3.57319903e+00,1.00000001e-01,1.00000001e-01
2.65188358e+03,1.82634575e+04,-5.69680267e-06,1,3.57382727e+00,3.57382727e+00,1.00000001e-01,1.00000001e-01
2.65480437e+03,1.83034704e+04,-5.69685922e-06,1,3.57445550e+00,3.57445550e+00,1.00000001e-01,1.00000001e-01
2.65772627e+03,1.83434984e+04,-5.69691580e-06,1,3.57508397e+00,3.57508397e+00,1.00000001e-01,1.00000001e-01
2.66059635e+03,1.83833600e+04,-5.69697316e-06,1,3.57571220e+00,3.57571220e+00,1.00000001e-01,1.00000001e-01
2.66342032e+03,1.84230842e+04,-5.69703125e-06,1,3.57634044e+00,3.57634044e+00,1.00000001e-01,1.00000001e-01
2.66624537e+03,1.84628234e+04,-5.69708937e-06,1,3.57696891e+00,3.57696891e+00,1.00000001e-01,1.00000001e-01
2.66906935e+03,1.85025475e+04,-5.69714746e-06,1,3.57759714e+00,3.57759714e+00,1.00000001e-01,1.00000001e-01
2.67189333e+03,1.85422717e+04,-5.69720555e-06,1,3.57822537e+00,3.57822537e+00,1.00000001e-01,1.00000001e-01
2.67471838e+03,1.85820109e+04,-5.69726367e-06,1,3.57885385e+00,3.57885385e+00,1.00000001e-01,1.00000001e-01
2.67754235e+03,1.86217351e+04,-5.69732176e-06,1,3.57948208e+00,3.57948208e+00,1.00000001e-01,1.00000001e-01
2.68036633e+03,1.86614592e+04,-5.69737985e-06,1,3.58011031e+00,3.58011031e+00,1.00000001e-01,1.00000001e-01
2.68319138e+03,1.87011985e+04,-5.69743796e-06,1,3.58073878e+00,3.58073878e+00,1.00000001e-01,1.00000001e-01
2.68601536e+03,1.87409226e+04,-5.69749606e-06,1,3.58136702e+00,3.58136702e+00,1.00000001e-01,1.00000001e-01
2.68883934e+03,1.87806468e+04,-5.69755415e-06,1,3.58199525e+00,3.58199525e+00,1.00000001e-01,1.00000001e-01
2.69166439e+03,1.88203860e+04,-5.69761226e-06,1,3.58262372e+00,3.58262372e+00,1.00000001e-01,1.00000001e-01
2.69448836e+03,1.88601101e+04,-5.69767035e-06,1,3.58325195e+00,3.58325195e+00,1.00000001e-01,1.00000001e-01
