"ElectricFieldX","PowerDensityX-Spec01","ChargeDensity-Spec01","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.23944512e+03,1.32594727e+04,-5.78623831e-06,1,1.91006243e+00,1.91006243e+00,1.00000001e-01,1.00000001e-01
-2.24292114e+03,1.33002221e+04,-5.78618685e-06,1,1.91069067e+00,1.91069067e+00,1.00000001e-01,1.00000001e-01
-2.24639783e+03,1.33409793e+04,-5.78613539e-06,1,1.91131902e+00,1.91131902e+00,1.00000001e-01,1.00000001e-01
-2.24987451e+03,1.33817364e+04,-5.78608393e-06,1,1.91194737e+00,1.91194737e+00,1.00000001e-01,1.00000001e-01
-2.25335054e+03,1.34224858e+04,-5.78603247e-06,1,1.91257560e+00,1.91257560e+00,1.00000001e-01,1.00000001e-01
-2.25682722e+03,1.34632429e+04,-5.78598101e-06,1,1.91320395e+00,1.91320395e+00,1.00000001e-01,1.00000001e-01
-2.26030391e+03,1.35040001e+04,-5.78592955e-06,1,1.91383231e+00,1.91383231e+00,1.00000001e-01,1.00000001e-01
-2.26377993e+03,1.35447495e+04,-5.78587809e-06,1,1.91446054e+00,1.91446054e+00,1.00000001e-01,1.00000001e-01
-2.26722292e+03,1.35856585e+04,-5.78582593e-06,1,1.91508889e+00,1.91508889e+00,1.00000001e-01,1.00000001e-01
-2.27061113e+03,1.36268144e+04,-5.78577263e-06,1,1.91571724e+00,1.91571724e+00,1.00000001e-01,1.00000001e-01
-2.27399870e+03,1.36679626e+04,-5.78571933e-06,1,1.91634548e+00,1.91634548e+00,1.00000001e-01,1.00000001e-01
-2.27738691e+03,1.37091185e+04,-5.78566603e-06,1,1.91697383e+00,1.91697383e+00,1.00000001e-01,1.00000001e-01
-2.28077448e+03,1.37502666e+04,-5.78561274e-06,1,1.91760206e+00,1.91760206e+00,1.00000001e-01,1.00000001e-01
-2.28416269e+03,1.37914226e+04,-5.78555944e-06,1,1.91823041e+00,1.91823041e+00,1.00000001e-01,1.00000001e-01
-2.28755091e+03,1.38325785e+04,-5.78550613e-06,1,1.91885877e+00,1.91885877e+00,1.00000001e-01,1.00000001e-01
-2.29093848e+03,1.38737266e+04,-5.78545284e-06,1,1.91948700e+00,1.91948700e+00,1.00000001e-01,1.00000001e-01
-2.29432669e+03,1.39148825e+04,-5.78539954e-06,1,1.92011535e+00,1.92011535e+00,1.00000001e-01,1.00000001e-01
-2.29771490e+03,1.39560385e+04,-5.78534624e-06,1,1.92074370e+00,1.92074370e+00,1.00000001e-01,1.00000001e-01
-2.30110247e+03,1.39971866e+04,-5.78529294e-06,1,1.92137194e+00,1.92137194e+00,1.00000001e-01,1.00000001e-01
-2.30449069e+03,1.40383425e+04,-5.78523964e-06,1,1.92200029e+00,1.92200029e+00,1.00000001e-01,1.00000001e-01
-2.30787890e+03,1.40794985e+04,-5.78518634e-06,1,1.92262864e+00,1.92262864e+00,1.00000001e-01,1.00000001e-01
-2.31126647e+03,1.41206466e+04,-5.78513305e-06,1,1.92325687e+00,1.92325687e+00,1.00000001e-01,1.00000001e-01
-2.31465468e+03,1.41618025e+04,-5.78507975e-06,1,1.92388523e+00,1.92388523e+00,1.00000001e-01,1.00000001e-01
-2.31804289e+03,1.42029584e+04,-5.78502644e-06,1,1.92451358e+00,1.92451358e+00,1.00000001e-01,1.00000001e-01
-2.32143046e+03,1.42441066e+04,-5.78497315e-06,1,1.92514181e+00,1.92514181e+00,1.00000001e-01,1.00000001e-01
-2.32481868e+03,1.42852625e+04,-5.78491985e-06,1,1.92577016e+00,1.92577016e+00,1.00000001e-01,1.00000001e-01
-2.32820689e+03,1.43264184e+04,-5.78486655e-06,1,1.92639852e+00,1.92639852e+00,1.00000001e-01,1.00000001e-01
-2.33159446e+03,1.43675665e+04,-5.78481325e-06,1,1.92702675e+00,1.92702675e+00,1.00000001e-01,1.00000001e-01
-2.33498267e+03,1.44087225e+04,-5.78475995e-06,1,1.92765510e+00,1.92765510e+00,1.00000001e-01,1.00000001e-01
-2.33837024e+03,1.44498706e+04,-5.78470666e-06,1,1.92828333e+00,1.92828333e+00,1.00000001e-01,1.00000001e-01
-2.34175846e+03,1.44910265e+04,-5.78465336e-06,1,1.92891169e+00,1.92891169e+00,1.00000001e-01,1.00000001e-01
-2.34514667e+03,1.45321825e+04,-5.78460005e-06,1,1.92954004e+00,1.92954004e+00,1.00000001e-01,1.00000001e-01
-2.34848195e+03,1.45734707e+04,-5.78454574e-06,1,1.93016827e+00,1.93016827e+00,1.00000001e-01,1.00000001e-01
-2.35177863e+03,1.46148719e+04,-5.78449066e-06,1,1.93079662e+00,1.93079662e+00,1.00000001e-01,1.00000001e-01
-2.35507531e+03,1.46562731e+04,-5.78443557e-06,1,1.93142498e+00,1.93142498e+00,1.00000001e-01,1.00000001e-01
-2.35837136e+03,1.46976665e+04,-5.78438049e-06,1,1.93205321e+00,1.93205321e+00,1.00000001e-01,1.00000001e-01
-2.36166805e+03,1.47390677e+04,-5.78432541e-06,1,1.93268156e+00,1.93268156e+00,1.00000001e-01,1.00000001e-01
-2.36496473e+03,1.47804689e+04,-5.78427032e-06,1,1.93330991e+00,1.93330991e+00,1.00000001e-01,1.00000001e-01
-2.36826078e+03,1.48218622e+04,-5.78421525e-06,1,1.93393815e+00,1.93393815e+00,1.00000001e-01,1.00000001e-01
-2.37155747e+03,1.48632634e+04,-5.78416016e-06,1,1.93456650e+00,1.93456650e+00,1.00000001e-01,1.00000001e-01
-2.37485415e+03,1.49046646e+04,-5.78410507e-06,1,1.93519485e+00,1.93519485e+00,1.00000001e-01,1.00000001e-01
-2.37815020e+03,1.49460580e+04,-5.78405000e-06,1,1.93582308e+00,1.93582308e+00,1.00000001e-01,1.00000001e-01
-2.38144688e+03,1.49874592e+04,-5.78399491e-06,1,1.93645144e+00,1.93645144e+00,1.00000001e-01,1.00000001e-01
-2.38474357e+03,1.50288604e+04,-5.78393982e-06,1,1.93707979e+00,1.93707979e+00,1.00000001e-01,1.00000001e-01
-2.38803962e+03,1.50702537e+04,-5.78388475e-06,1,1.93770802e+00,1.93770802e+00,1.00000001e-01,1.00000001e-01
-2.39133630e+03,1.51116549e+04,-5.78382966e-06,1,1.93833637e+00,1.93833637e+00,1.00000001e-01,1.00000001e-01
-2.39463236e+03,1.51530483e+04,-5.78377459e-06,1,1.93896461e+00,1.93896461e+00,1.00000001e-01,1.00000001e-01
-2.39792904e+03,1.51944495e+04,-5.78371950e-06,1,1.93959296e+00,1.93959296e+00,1.00000001e-01,1.00000001e-01
-2.40122572e+03,1.52358507e+04,-5.78366441e-06,1,1.94022131e+00,1.94022131e+00,1.00000001e-01,1.00000001e-01
-2.40452178e+03,1.52772440e+04,-5.78360934e-06,1,1.94084954e+00,1.94084954e+00,1.00000001e-01,1.00000001e-01
-2.40781846e+03,1.53186452e+04,-5.78355425e-06,1,1.94147789e+00,1.94147789e+00,1.00000001e-01,1.00000001e-01
-2.41111514e+03,1.53600464e+04,-5.78349916e-06,1,1.94210625e+00,1.94210625e+00,1.00000001e-01,1.00000001e-01
-2.41441120e+03,1.54014398e+04,-5.78344409e-06,1,1.94273448e+00,1.94273448e+00,1.00000001e-01,1.00000001e-01
-2.41770788e+03,1.54428410e+04,-5.78338900e-06,1,1.94336283e+00,1.94336283e+00,1.00000001e-01,1.00000001e-01
-2.42100456e+03,1.54842422e+04,-5.78333392e-06,1,1.94399118e+00,1.94399118e+00,1.00000001e-01,1.00000001e-01
-2.42430062e+03,1.55256355e+04,-5.78327884e-06,1,1.94461942e+00,1.94461942e+00,1.00000001e-01,1.00000001e-01
-2.42752530e+03,1.55671062e+04,-5.78322244e-06,1,1.94524777e+00,1.94524777e+00,1.00000001e-01,1.00000001e-01
-2.43072749e+03,1.56085986e+04,-5.78316562e-06,1,1.94587612e+00,1.94587612e+00,1.00000001e-01,1.00000001e-01
-2.43392907e+03,1.56500831e+04,-5.78310882e-06,1,1.94650435e+00,1.94650435e+00,1.00000001e-01,1.00000001e-01
-2.43713125e+03,1.56915755e+04,-5.78305201e-06,1,1.94713271e+00,1.94713271e+00,1.00000001e-01,1.00000001e-01
-2.44033344e+03,1.57330679e+04,-5.78299519e-06,1,1.94776106e+00,1.94776106e+00,1.00000001e-01,1.00000001e-01
-2.44353501e+03,1.57745524e+04,-5.78293839e-06,1,1.94838929e+00,1.94838929e+00,1.00000001e-01,1.00000001e-01
-2.44673720e+03,1.58160448e+04,-5.78288158e-06,1,1.94901764e+00,1.94901764e+00,1.00000001e-01,1.00000001e-01
-2.44993878e+03,1.58575293e+04,-5.78282477e-06,1,1.94964588e+00,1.94964588e+00,1.00000001e-01,1.00000001e-01
-2.45314096e+03,1.58990217e+04,-5.78276796e-06,1,1.95027423e+00,1.95027423e+00,1.00000001e-01,1.00000001e-01
-2.45634315e+03,1.59405141e+04,-5.78271115e-06,1,1.95090258e+00,1.95090258e+00,1.00000001e-01,1.00000001e-01
-2.45954472e+03,1.59819986e+04,-5.78265434e-06,1,1.95153081e+00,1.95153081e+00,1.00000001e-01,1.00000001e-01
-2.46274691e+03,1.60234910e+04,-5.78259753e-06,1,1.95215917e+00,1.95215917e+00,1.00000001e-01,1.00000001e-01
-2.46594909e+03,1.60649834e+04,-5.78254071e-06,1,1.95278752e+00,1.95278752e+00,1.00000001e-01,1.00000001e-01
-2.46915067e+03,1.61064679e+04,-5.78248391e-06,1,1.95341575e+00,1.95341575e+00,1.00000001e-01,1.00000001e-01
-2.47235286e+03,1.61479603e+04,-5.78242710e-06,1,1.95404410e+00,1.95404410e+00,1.00000001e-01,1.00000001e-01
-2.47555504e+03,1.61894527e+04,-5.78237028e-06,1,1.95467246e+00,1.95467246e+00,1.00000001e-01,1.00000001e-01
-2.47875662e+03,1.62309372e+04,-5.78231348e-06,1,1.95530069e+00,1.95530069e+00,1.00000001e-01,1.00000001e-01
-2.48195880e+03,1.62724296e+04,-5.78225667e-06,1,1.95592904e+00,1.95592904e+00,1.00000001e-01,1.00000001e-01
-2.48516099e+03,1.63139220e+04,-5.78219985e-06,1,1.95655739e+00,1.95655739e+00,1.00000001e-01,1.00000001e-01
-2.48836257e+03,1.63554065e+04,-5.78214305e-06,1,1.95718563e+00,1.95718563e+00,1.00000001e-01,1.00000001e-01
-2.49156475e+03,1.63968989e+04,-5.78208624e-06,1,1.95781398e+00,1.95781398e+00,1.00000001e-01,1.00000001e-01
-2.49476633e+03,1.64383834e+04,-5.78202943e-06,1,1.95844221e+00,1.95844221e+00,1.00000001e-01,1.00000001e-01
-2.49796851e+03,1.64798758e+04,-5.78197262e-06,1,1.95907056e+00,1.95907056e+00,1.00000001e-01,1.00000001e-01
-2.50117070e+03,1.65213682e+04,-5.78191581e-06,1,1.95969892e+00,1.95969892e+00,1.00000001e-01,1.00000001e-01
-2.50427956e+03,1.65627929e+04,-5.78185741e-06,1,1.96032715e+00,1.96032715e+00,1.00000001e-01,1.00000001e-01
-2.50738438e+03,1.66042224e+04,-5.78179893e-06,1,1.96095550e+00,1.96095550e+00,1.00000001e-01,1.00000001e-01
-2.51048920e+03,1.66456519e+04,-5.78174045e-06,1,1.96158385e+00,1.96158385e+00,1.00000001e-01,1.00000001e-01
-2.51359343e+03,1.66870736e+04,-5.78168197e-06,1,1.96221209e+00,1.96221209e+00,1.00000001e-01,1.00000001e-01
-2.51669825e+03,1.67285031e+04,-5.78162349e-06,1,1.96284044e+00,1.96284044e+00,1.00000001e-01,1.00000001e-01
-2.51980307e+03,1.67699327e+04,-5.78156501e-06,1,1.96346879e+00,1.96346879e+00,1.00000001e-01,1.00000001e-01
-2.52290730e+03,1.68113543e+04,-5.78150654e-06,1,1.96409702e+00,1.96409702e+00,1.00000001e-01,1.00000001e-01
-2.52601212e+03,1.68527839e+04,-5.78144805e-06,1,1.96472538e+00,1.96472538e+00,1.00000001e-01,1.00000001e-01
-2.52911694e+03,1.68942134e+04,-5.78138957e-06,1,1.96535373e+00,1.96535373e+00,1.00000001e-01,1.00000001e-01
-2.53222117e+03,1.69356351e+04,-5.78133110e-06,1,1.96598196e+00,1.96598196e+00,1.00000001e-01,1.00000001e-01
-2.53532599e+03,1.69770646e+04,-5.78127261e-06,1,1.96661031e+00,1.96661031e+00,1.00000001e-01,1.00000001e-01
-2.53843081e+03,1.70184942e+04,-5.78121413e-06,1,1.96723866e+00,1.96723866e+00,1.00000001e-01,1.00000001e-01
-2.54153504e+03,1.70599158e+04,-5.78115566e-06,1,1.96786690e+00,1.96786690e+00,1.00000001e-01,1.00000001e-01
-2.54463986e+03,1.71013454e+04,-5.78109718e-06,1,1.96849525e+00,1.96849525e+00,1.00000001e-01,1.00000001e-01
-2.54774410e+03,1.71427670e+04,-5.78103870e-06,1,1.96912348e+00,1.96912348e+00,1.00000001e-01,1.00000001e-01
-2.55084892e+03,1.71841966e+04,-5.78098022e-06,1,1.96975183e+00,1.96975183e+00,1.00000001e-01,1.00000001e-01
-2.55395374e+03,1.72256261e+04,-5.78092174e-06,1,1.97038019e+00,1.97038019e+00,1.00000001e-01,1.00000001e-01
-2.55705797e+03,1.72670478e+04,-5.78086327e-06,1,1.97100842e+00,1.97100842e+00,1.00000001e-01,1.00000001e-01
-2.56016279e+03,1.73084773e+04,-5.78080478e-06,1,1.97163677e+00,1.97163677e+00,1.00000001e-01,1.00000001e-01
-2.56326761e+03,1.73499068e+04,-5.78074630e-06,1,1.97226512e+00,1.97226512e+00,1.00000001e-01,1.00000001e-01
-2.56637184e+03,1.73913285e+04,-5.78068783e-06,1,1.97289336e+00,1.97289336e+00,1.00000001e-01,1.00000001e-01
-2.56947666e+03,1.74327580e+04,-5.78062934e-06,1,1.97352171e+00,1.97352171e+00,1.00000001e-01,1.00000001e-01
-2.57258148e+03,1.74741876e+04,-5.78057086e-06,1,1.97415006e+00,1.97415006e+00,1.00000001e-01,1.00000001e-01
-2.57567141e+03,1.75155784e+04,-5.78051216e-06,1,1.97477829e+00,1.97477829e+00,1.00000001e-01,1.00000001e-01
-2.57867610e+03,1.75567916e+04,-5.78045207e-06,1,1.97540665e+00,1.97540665e+00,1.00000001e-01,1.00000001e-01
-2.58168078e+03,1.75980049e+04,-5.78039197e-06,1,1.97603500e+00,1.97603500e+00,1.00000001e-01,1.00000001e-01
-2.58468490e+03,1.76392103e+04,-5.78033189e-06,1,1.97666323e+00,1.97666323e+00,1.00000001e-01,1.00000001e-01
-2.58768958e+03,1.76804236e+04,-5.78027180e-06,1,1.97729158e+00,1.97729158e+00,1.00000001e-01,1.00000001e-01
-2.59069427e+03,1.77216368e+04,-5.78021170e-06,1,1.97791994e+00,1.97791994e+00,1.00000001e-01,1.00000001e-01
-2.59369839e+03,1.77628423e+04,-5.78015162e-06,1,1.97854817e+00,1.97854817e+00,1.00000001e-01,1.00000001e-01
-2.59670307e+03,1.78040555e+04,-5.78009153e-06,1,1.97917652e+00,1.97917652e+00,1.00000001e-01,1.00000001e-01
-2.59970719e+03,1.78452610e+04,-5.78003145e-06,1,1.97980475e+00,1.97980475e+00,1.00000001e-01,1.00000001e-01
-2.60271187e+03,1.78864742e+04,-5.77997136e-06,1,1.98043311e+00,1.98043311e+00,1.00000001e-01,1.00000001e-01
-2.60571656e+03,1.79276875e+04,-5.77991126e-06,1,1.98106146e+00,1.98106146e+00,1.00000001e-01,1.00000001e-01
-2.60872068e+03,1.79688929e+04,-5.77985118e-06,1,1.98168969e+00,1.98168969e+00,1.00000001e-01,1.00000001e-01
-2.61172536e+03,1.80101062e+04,-5.77979109e-06,1,1.98231804e+00,1.98231804e+00,1.00000001e-01,1.00000001e-01
-2.61473005e+03,1.80513194e+04,-5.77973100e-06,1,1.98294640e+00,1.98294640e+00,1.00000001e-01,1.00000001e-01
-2.61773416e+03,1.80925249e+04,-5.77967091e-06,1,1.98357463e+00,1.98357463e+00,1.00000001e-01,1.00000001e-01
-2.62073885e+03,1.81337381e+04,-5.77961082e-06,1,1.98420298e+00,1.98420298e+00,1.00000001e-01,1.00000001e-01
-2.62374354e+03,1.81749514e+04,-5.77955073e-06,1,1.98483133e+00,1.98483133e+00,1.00000001e-01,1.00000001e-01
-2.62674765e+03,1.82161568e+04,-5.77949065e-06,1,1.98545957e+00,1.98545957e+00,1.00000001e-01,1.00000001e-01
-2.62975234e+03,1.82573701e+04,-5.77943055e-06,1,1.98608792e+00,1.98608792e+00,1.00000001e-01,1.00000001e-01
-2.63275702e+03,1.82985833e+04,-5.77937046e-06,1,1.98671627e+00,1.98671627e+00,1.00000001e-01,1.00000001e-01
-2.63576114e+03,1.83397888e+04,-5.77931038e-06,1,1.98734450e+00,1.98734450e+00,1.00000001e-01,1.00000001e-01
-2.63876583e+03,1.83810020e+04,-5.77925029e-06,1,1.98797286e+00,1.98797286e+00,1.00000001e-01,1.00000001e-01
-2.64177051e+03,1.84222153e+04,-5.77919019e-06,1,1.98860121e+00,1.98860121e+00,1.00000001e-01,1.00000001e-01
-2.64477463e+03,1.84634207e+04,-5.77913011e-06,1,1.98922944e+00,1.98922944e+00,1.00000001e-01,1.00000001e-01
-2.64774505e+03,1.85045112e+04,-5.77906950e-06,1,1.98985779e+00,1.98985779e+00,1.00000001e-01,1.00000001e-01
-2.65064638e+03,1.85453482e+04,-5.77900787e-06,1,1.99048603e+00,1.99048603e+00,1.00000001e-01,1.00000001e-01
-2.65354826e+03,1.85861930e+04,-5.77894623e-06,1,1.99111438e+00,1.99111438e+00,1.00000001e-01,1.00000001e-01
-2.65645015e+03,1.86270377e+04,-5.77888459e-06,1,1.99174273e+00,1.99174273e+00,1.00000001e-01,1.00000001e-01
-2.65935148e+03,1.86678747e+04,-5.77882296e-06,1,1.99237096e+00,1.99237096e+00,1.00000001e-01,1.00000001e-01
-2.66225337e+03,1.87087195e+04,-5.77876132e-06,1,1.99299932e+00,1.99299932e+00,1.00000001e-01,1.00000001e-01
-2.66515525e+03,1.87495642e+04,-5.77869968e-06,1,1.99362767e+00,1.99362767e+00,1.00000001e-01,1.00000001e-01
-2.66805658e+03,1.87904013e+04,-5.77863805e-06,1,1.99425590e+00,1.99425590e+00,1.00000001e-01,1.00000001e-01
-2.67095847e+03,1.88312460e+04,-5.77857640e-06,1,1.99488425e+00,1.99488425e+00,1.00000001e-01,1.00000001e-01
-2.67386035e+03,1.88720908e+04,-5.77851476e-06,1,1.99551260e+00,1.99551260e+00,1.00000001e-01,1.00000001e-01
-2.67676169e+03,1.89129278e+04,-5.77845313e-06,1,1.99614084e+00,1.99614084e+00,1.00000001e-01,1.00000001e-01
-2.67966357e+03,1.89537725e+04,-5.77839149e-06,1,1.99676919e+00,1.99676919e+00,1.00000001e-01,1.00000001e-01
-2.68256545e+03,1.89946173e+04,-5.77832985e-06,1,1.99739754e+00,1.99739754e+00,1.00000001e-01,1.00000001e-01
-2.68546679e+03,1.90354543e+04,-5.77826822e-06,1,1.99802577e+00,1.99802577e+00,1.00000001e-01,1.00000001e-01
-2.68836867e+03,1.90762991e+04,-5.77820658e-06,1,1.99865413e+00,1.99865413e+00,1.00000001e-01,1.00000001e-01
-2.69127056e+03,1.91171438e+04,-5.77814494e-06,1,1.99928248e+00,1.99928248e+00,1.00000001e-01,1.00000001e-01
-2.69417189e+03,1.91579808e+04,-5.77808331e-06,1,1.99991071e+00,1.99991071e+00,1.00000001e-01,1.00000001e-01
-2.69707377e+03,1.91988256e+04,-5.77802166e-06,1,2.00053906e+00,2.00053906e+00,1.00000001e-01,1.00000001e-01
-2.69997511e+03,1.92396626e+04,-5.77796003e-06,1,2.00116730e+00,2.00116730e+00,1.00000001e-01,1.00000001e-01
-2.70287754e+03,1.92805151e+04,-5.77789838e-06,1,2.00179577e+00,2.00179577e+00,1.00000001e-01,1.00000001e-01
-2.70577888e+03,1.93213521e+04,-5.77783675e-06,1,2.00242400e+00,2.00242400e+00,1.00000001e-01,1.00000001e-01
-2.70868021e+03,1.93621892e+04,-5.77777512e-06,1,2.00305223e+00,2.00305223e+00,1.00000001e-01,1.00000001e-01
-2.71158264e+03,1.94030417e+04,-5.77771347e-06,1,2.00368071e+00,2.00368071e+00,1.00000001e-01,1.00000001e-01
-2.71448398e+03,1.94438787e+04,-5.77765184e-06,1,2.00430894e+00,2.00430894e+00,1.00000001e-01,1.00000001e-01
-2.71733013e+03,1.94844439e+04,-5.77758943e-06,1,2.00493717e+00,2.00493717e+00,1.00000001e-01,1.00000001e-01
-2.72012612e+03,1.95247621e+04,-5.77752631e-06,1,2.00556540e+00,2.00556540e+00,1.00000001e-01,1.00000001e-01
-2.72292317e+03,1.95650956e+04,-5.77746317e-06,1,2.00619388e+00,2.00619388e+00,1.00000001e-01,1.00000001e-01
-2.72571916e+03,1.96054138e+04,-5.77740005e-06,1,2.00682211e+00,2.00682211e+00,1.00000001e-01,1.00000001e-01
-2.72851515e+03,1.96457320e+04,-5.77733694e-06,1,2.00745034e+00,2.00745034e+00,1.00000001e-01,1.00000001e-01
-2.73131220e+03,1.96860655e+04,-5.77727380e-06,1,2.00807881e+00,2.00807881e+00,1.00000001e-01,1.00000001e-01
-2.73410819e+03,1.97263837e+04,-5.77721068e-06,1,2.00870705e+00,2.00870705e+00,1.00000001e-01,1.00000001e-01
-2.73690418e+03,1.97667019e+04,-5.77714756e-06,1,2.00933528e+00,2.00933528e+00,1.00000001e-01,1.00000001e-01
-2.73970123e+03,1.98070354e+04,-5.77708442e-06,1,2.00996375e+00,2.00996375e+00,1.00000001e-01,1.00000001e-01
-2.74249721e+03,1.98473536e+04,-5.77702131e-06,1,2.01059198e+00,2.01059198e+00,1.00000001e-01,1.00000001e-01
-2.74529320e+03,1.98876718e+04,-5.77695819e-06,1,2.01122022e+00,2.01122022e+00,1.00000001e-01,1.00000001e-01
-2.74809025e+03,1.99280053e+04,-5.77689505e-06,1,2.01184869e+00,2.01184869e+00,1.00000001e-01,1.00000001e-01
-2.75088624e+03,1.99683235e+04,-5.77683193e-06,1,2.01247692e+00,2.01247692e+00,1.00000001e-01,1.00000001e-01
-2.75368223e+03,2.00086417e+04,-5.77676882e-06,1,2.01310515e+00,2.01310515e+00,1.00000001e-01,1.00000001e-01
-2.75647928e+03,2.00489752e+04,-5.77670568e-06,1,2.01373363e+00,2.01373363e+00,1.00000001e-01,1.00000001e-01
-2.75927527e+03,2.00892934e+04,-5.77664256e-06,1,2.01436186e+00,2.01436186e+00,1.00000001e-01,1.00000001e-01
-2.76207126e+03,2.01296116e+04,-5.77657945e-06,1,2.01499009e+00,2.01499009e+00,1.00000001e-01,1.00000001e-01
-2.76486831e+03,2.01699451e+04,-5.77651631e-06,1,2.01561856e+00,2.01561856e+00,1.00000001e-01,1.00000001e-01
-2.76766430e+03,2.02102633e+04,-5.77645319e-06,1,2.01624680e+00,2.01624680e+00,1.00000001e-01,1.00000001e-01
-2.77046029e+03,2.02505815e+04,-5.77639007e-06,1,2.01687503e+00,2.01687503e+00,1.00000001e-01,1.00000001e-01
-2.77325734e+03,2.02909150e+04,-5.77632693e-06,1,2.01750350e+00,2.01750350e+00,1.00000001e-01,1.00000001e-01
-2.77605333e+03,2.03312332e+04,-5.77626382e-06,1,2.01813173e+00,2.01813173e+00,1.00000001e-01,1.00000001e-01
-2.77884932e+03,2.03715514e+04,-5.77620070e-06,1,2.01875997e+00,2.01875997e+00,1.00000001e-01,1.00000001e-01
-2.78164637e+03,2.04118849e+04,-5.77613756e-06,1,2.01938844e+00,2.01938844e+00,1.00000001e-01,1.00000001e-01
-2.78436534e+03,2.04517267e+04,-5.77607343e-06,1,2.02001667e+00,2.02001667e+00,1.00000001e-01,1.00000001e-01
-2.78705353e+03,2.04913780e+04,-5.77600889e-06,1,2.02064490e+00,2.02064490e+00,1.00000001e-01,1.00000001e-01
-2.78974274e+03,2.05310444e+04,-5.77594432e-06,1,2.02127337e+00,2.02127337e+00,1.00000001e-01,1.00000001e-01
-2.79243092e+03,2.05706957e+04,-5.77587978e-06,1,2.02190161e+00,2.02190161e+00,1.00000001e-01,1.00000001e-01
-2.79511911e+03,2.06103471e+04,-5.77581524e-06,1,2.02252984e+00,2.02252984e+00,1.00000001e-01,1.00000001e-01
-2.79780832e+03,2.06500134e+04,-5.77575068e-06,1,2.02315831e+00,2.02315831e+00,1.00000001e-01,1.00000001e-01
-2.80049651e+03,2.06896648e+04,-5.77568614e-06,1,2.02378654e+00,2.02378654e+00,1.00000001e-01,1.00000001e-01
-2.80318470e+03,2.07293161e+04,-5.77562160e-06,1,2.02441478e+00,2.02441478e+00,1.00000001e-01,1.00000001e-01
-2.80587390e+03,2.07689825e+04,-5.77555704e-06,1,2.02504325e+00,2.02504325e+00,1.00000001e-01,1.00000001e-01
-2.80856209e+03,2.08086338e+04,-5.77549250e-06,1,2.02567148e+00,2.02567148e+00,1.00000001e-01,1.00000001e-01
-2.81125028e+03,2.08482851e+04,-5.77542796e-06,1,2.02629972e+00,2.02629972e+00,1.00000001e-01,1.00000001e-01
-2.81393847e+03,2.08879365e+04,-5.77536342e-06,1,2.02692795e+00,2.02692795e+00,1.00000001e-01,1.00000001e-01
-2.81662767e+03,2.09276028e+04,-5.77529886e-06,1,2.02755642e+00,2.02755642e+00,1.00000001e-01,1.00000001e-01
-2.81931586e+03,2.09672542e+04,-5.77523432e-06,1,2.02818465e+00,2.02818465e+00,1.00000001e-01,1.00000001e-01
-2.82200405e+03,2.10069055e+04,-5.77516978e-06,1,2.02881289e+00,2.02881289e+00,1.00000001e-01,1.00000001e-01
-2.82469326e+03,2.10465719e+04,-5.77510522e-06,1,2.02944136e+00,2.02944136e+00,1.00000001e-01,1.00000001e-01
-2.82738144e+03,2.10862232e+04,-5.77504068e-06,1,2.03006959e+00,2.03006959e+00,1.00000001e-01,1.00000001e-01
-2.83006963e+03,2.11258745e+04,-5.77497614e-06,1,2.03069782e+00,2.03069782e+00,1.00000001e-01,1.00000001e-01
-2.83275884e+03,2.11655409e+04,-5.77491157e-06,1,2.03132629e+00,2.03132629e+00,1.00000001e-01,1.00000001e-01
-2.83544703e+03,2.12051922e+04,-5.77484703e-06,1,2.03195453e+00,2.03195453e+00,1.00000001e-01,1.00000001e-01
-2.83813522e+03,2.12448436e+04,-5.77478250e-06,1,2.03258276e+00,2.03258276e+00,1.00000001e-01,1.00000001e-01
-2.84082442e+03,2.12845100e+04,-5.77471793e-06,1,2.03321123e+00,2.03321123e+00,1.00000001e-01,1.00000001e-01
-2.84351261e+03,2.13241613e+04,-5.77465339e-06,1,2.03383946e+00,2.03383946e+00,1.00000001e-01,1.00000001e-01
-2.84620080e+03,2.13638126e+04,-5.77458885e-06,1,2.03446770e+00,2.03446770e+00,1.00000001e-01,1.00000001e-01
-2.84879032e+03,2.14027441e+04,-5.77452306e-06,1,2.03509617e+00,2.03509617e+00,1.00000001e-01,1.00000001e-01
-2.85136836e+03,2.14415835e+04,-5.77445716e-06,1,2.03572440e+00,2.03572440e+00,1.00000001e-01,1.00000001e-01
-2.85394640e+03,2.14804228e+04,-5.77439127e-06,1,2.03635263e+00,2.03635263e+00,1.00000001e-01,1.00000001e-01
-2.85652541e+03,2.15192768e+04,-5.77432534e-06,1,2.03698111e+00,2.03698111e+00,1.00000001e-01,1.00000001e-01
-2.85910345e+03,2.15581162e+04,-5.77425945e-06,1,2.03760934e+00,2.03760934e+00,1.00000001e-01,1.00000001e-01
-2.86168149e+03,2.15969555e+04,-5.77419355e-06,1,2.03823757e+00,2.03823757e+00,1.00000001e-01,1.00000001e-01
-2.86426050e+03,2.16358095e+04,-5.77412763e-06,1,2.03886604e+00,2.03886604e+00,1.00000001e-01,1.00000001e-01
-2.86683854e+03,2.16746489e+04,-5.77406173e-06,1,2.03949428e+00,2.03949428e+00,1.00000001e-01,1.00000001e-01
