  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-Pmean     ,008-Pmax     ,009-MeanFreePath     ,010-Reaction001     ,011-Reaction002      
    0.00000000000000E+000,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    0.10000000000000E-005,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.27070048790738E+000,    0.62565368809917E+000,    0.16610010308185E-003,    0.28430924801735E-014,    0.00000000000000E+000 
