  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-Pmean     ,008-Pmax     ,009-MeanFreePath     ,010-Reaction001     ,011-Reaction002      
    0.00000000000000E+000,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    0.10000000000000E-005,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.18892897831080E+000,    0.43914599467320E+000,    0.11909368952621E-003,    0.16035069776840E-016,    0.00000000000000E+000 
