  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-Pmean     ,008-Pmax     ,009-MeanFreePath     ,010-Reaction001     ,011-Reaction002      
    0.00000000000000E+000,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    0.10000000000000E-005,    0.10000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.10000000000000E+006,    0.20000000000000E+006,    0.31308094915415E+000,    0.72085130517632E+000,    0.18997468589686E-003,    0.47835879619285E-014,    0.00000000000000E+000 
