001-TIME,002-ElectricCurrentSEE-BC_Xplus
0.0000000000000000E+000,0.0000000000000000E+000
0.5000000000000002E-009,0.6836062186270128E+000
0.1000000000000000E-008,0.6826201280190328E+000
