  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPartIn-Spec-001     ,007-nPartIn-Spec-002     ,008-nPartIn-Spec-003     ,009-nPartIn-Spec-004     ,010-nPartOut-Spec-001     ,011-nPartOut-Spec-002     ,012-nPartOut-Spec-003     ,013-nPartOut-Spec-004     ,014-Ekin-001     ,015-Ekin-002     ,016-Ekin-003     ,017-Ekin-004     ,018-TempTra-001     ,019-TempTra-002     ,020-TempTra-003     ,021-TempTra-004     ,022-EkinIn-001     ,023-EkinIn-002     ,024-EkinIn-003     ,025-EkinIn-004     ,026-EkinOut-001     ,027-EkinOut-002     ,028-EkinOut-003     ,029-EkinOut-004     ,030-E-Vib001     ,031-E-Vib002     ,032-E-Vib003     ,033-E-Vib004     ,034-E-Rot001     ,035-E-Rot002     ,036-E-Rot003     ,037-E-Rot004     ,038-E-Elec001     ,039-E-Elec002     ,040-E-Elec003     ,041-E-Elec004     ,042-E-TotalPart     ,043-TempVib001     ,044-TempVib002     ,045-TempVib003     ,046-XiVibMean001     ,047-XiVibMean002     ,048-XiVibMean003     ,049-TempRot001     ,050-TempRot002     ,051-TempRot003     ,052-TempElec001     ,053-TempElec002     ,054-TempElec003     ,055-XiElecMean001     ,056-XiElecMean002     ,057-XiElecMean003     ,058-TempTotal001     ,059-TempTotal002     ,060-TempTotal003     ,061-TempTotal004     ,062-Pmean     ,063-Pmax     ,064-MeanFreePath     ,065-CollRate001+001     ,066-CollRate001+002     ,067-CollRate001+003     ,068-CollRate002+002     ,069-CollRate002+003     ,070-CollRate003+003     ,071-TotalCollRate     ,072-Reaction001     ,073-Reaction002      
    0.00000000000000E+000,    2.49740000000000E+004,    2.49740000000000E+004,    2.49740000000000E+004,    7.49220000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.10290816515109E-012,    3.10293867776991E-012,    3.10314928971190E-012,    9.30899613263298E-012,    1.49984480440342E+004,    1.49984537685655E+004,    1.49996135655952E+004,    1.49988384593983E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.39754142849770E-013,    0.00000000000000E+000,    0.00000000000000E+000,    1.39754142849770E-013,    9.44875027548276E-012,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.49912532123336E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.35184041580168E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.49981378145820E+004,    1.49984537685655E+004,    1.49996135655952E+004,    1.49987350495809E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    5.00000000000000E-009,    2.49740000000000E+004,    2.49740000000000E+004,    2.49740000000000E+004,    7.49220000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.10290816515109E-012,    3.10293867776991E-012,    3.10314928971190E-012,    9.30899613263298E-012,    1.49984480440342E+004,    1.49984537685655E+004,    1.49996135655952E+004,    1.49988384593983E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.39754142849770E-013,    0.00000000000000E+000,    0.00000000000000E+000,    1.39754142849770E-013,    9.44875027548276E-012,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.49912532123336E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.35184041580168E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.49981378145820E+004,    1.49984537685655E+004,    1.49996135655952E+004,    1.49987350495809E+004,    1.49132642242501E-002,    1.59069741859516E-001,    5.00121341415500E-005,    7.90199999999758E+014,    2.32563999999929E+016,    1.52699999999953E+015,    0.00000000000000E+000,    1.47209999999955E+015,    7.66599999999765E+014,    2.78122999999915E+016,    9.98652019802861E-017,    1.14255229890986E-040 
